,18 to 29,30 to 39,40 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 79,Over 80
1,46.3,41.0,29.200000000000003,19.200000000000003,15.799999999999997,13.099999999999994,10.400000000000006,6.400000000000006,6.200000000000003
2,38.2,35.2,24.0,14.900000000000006,12.200000000000003,10.0,8.0,5.0,4.5
3,32.2,29.900000000000006,19.5,11.799999999999997,9.599999999999994,7.799999999999997,6.200000000000003,3.799999999999997,3.4000000000000057
4,28.099999999999994,25.299999999999997,16.0,9.799999999999997,8.200000000000003,6.599999999999994,5.299999999999997,3.4000000000000057,2.9000000000000057
5,23.599999999999994,20.400000000000006,11.900000000000006,7.5,6.400000000000006,5.200000000000003,4.200000000000003,2.700000000000003,2.4000000000000057
