,areaType,areaCode,areaName,date,newCasesBySpecimenDate-0_4,newCasesBySpecimenDate-0_59,newCasesBySpecimenDate-10_14,newCasesBySpecimenDate-15_19,newCasesBySpecimenDate-20_24,newCasesBySpecimenDate-25_29,newCasesBySpecimenDate-30_34,newCasesBySpecimenDate-35_39,newCasesBySpecimenDate-40_44,newCasesBySpecimenDate-45_49,newCasesBySpecimenDate-50_54,newCasesBySpecimenDate-55_59,newCasesBySpecimenDate-5_9,newCasesBySpecimenDate-60+,newCasesBySpecimenDate-60_64,newCasesBySpecimenDate-65_69,newCasesBySpecimenDate-70_74,newCasesBySpecimenDate-75_79,newCasesBySpecimenDate-80_84,newCasesBySpecimenDate-85_89,newCasesBySpecimenDate-90+,newCasesBySpecimenDate-unassigned,newCasesBySpecimenDateRollingRate-0_4,newCasesBySpecimenDateRollingRate-0_59,newCasesBySpecimenDateRollingRate-10_14,newCasesBySpecimenDateRollingRate-15_19,newCasesBySpecimenDateRollingRate-20_24,newCasesBySpecimenDateRollingRate-25_29,newCasesBySpecimenDateRollingRate-30_34,newCasesBySpecimenDateRollingRate-35_39,newCasesBySpecimenDateRollingRate-40_44,newCasesBySpecimenDateRollingRate-45_49,newCasesBySpecimenDateRollingRate-50_54,newCasesBySpecimenDateRollingRate-55_59,newCasesBySpecimenDateRollingRate-5_9,newCasesBySpecimenDateRollingRate-60+,newCasesBySpecimenDateRollingRate-60_64,newCasesBySpecimenDateRollingRate-65_69,newCasesBySpecimenDateRollingRate-70_74,newCasesBySpecimenDateRollingRate-75_79,newCasesBySpecimenDateRollingRate-80_84,newCasesBySpecimenDateRollingRate-85_89,newCasesBySpecimenDateRollingRate-90+,newCasesBySpecimenDateRollingSum-0_4,newCasesBySpecimenDateRollingSum-0_59,newCasesBySpecimenDateRollingSum-10_14,newCasesBySpecimenDateRollingSum-15_19,newCasesBySpecimenDateRollingSum-20_24,newCasesBySpecimenDateRollingSum-25_29,newCasesBySpecimenDateRollingSum-30_34,newCasesBySpecimenDateRollingSum-35_39,newCasesBySpecimenDateRollingSum-40_44,newCasesBySpecimenDateRollingSum-45_49,newCasesBySpecimenDateRollingSum-50_54,newCasesBySpecimenDateRollingSum-55_59,newCasesBySpecimenDateRollingSum-5_9,newCasesBySpecimenDateRollingSum-60+,newCasesBySpecimenDateRollingSum-60_64,newCasesBySpecimenDateRollingSum-65_69,newCasesBySpecimenDateRollingSum-70_74,newCasesBySpecimenDateRollingSum-75_79,newCasesBySpecimenDateRollingSum-80_84,newCasesBySpecimenDateRollingSum-85_89,newCasesBySpecimenDateRollingSum-90+,newCasesBySpecimenDateRollingSum-unassigned
3343,ltla,E06000008,Blackburn with Darwen,2021-03-15,1,22,2,1,3,2,1,1,3,1,2,4,1,1,1,0,0,0,0,0,0,0,85.1,128.9,164.2,101.5,117.7,174.4,127.2,170.1,176.6,181.6,130.8,88.3,36.2,40.8,78.6,30.6,16.6,25.7,34.2,0.0,127.2,9,155,18,10,11,17,13,18,16,18,13,8,4,12,6,2,1,1,1,0,1,0
3344,ltla,E06000008,Blackburn with Darwen,2021-03-16,0,21,2,1,3,1,4,1,4,1,0,1,3,3,0,0,2,0,1,0,0,0,66.2,126.4,173.4,81.2,128.4,133.4,137.0,160.6,187.6,171.5,120.7,99.3,63.4,30.6,39.3,0.0,49.9,0.0,68.4,0.0,127.2,7,152,19,8,12,13,14,17,17,17,12,9,7,9,3,0,3,0,2,0,1,0
3345,ltla,E06000008,Blackburn with Darwen,2021-03-17,1,16,3,1,1,2,2,1,3,0,1,1,0,3,1,1,1,0,0,0,0,0,56.7,121.4,191.6,71.1,128.4,143.7,127.2,151.2,198.7,151.3,100.6,88.3,54.4,34.0,39.3,15.3,66.5,0.0,68.4,0.0,0.0,6,146,21,7,12,14,13,16,18,15,10,8,6,10,3,1,4,0,2,0,0,0
3346,ltla,E06000008,Blackburn with Darwen,2021-03-18,1,28,8,3,1,0,3,1,1,4,0,1,5,1,1,0,0,0,0,0,0,0,66.2,119.7,209.9,91.4,117.7,123.1,137.0,113.4,198.7,131.1,70.4,88.3,90.6,37.4,52.4,15.3,66.5,0.0,68.4,0.0,0.0,7,144,23,9,11,12,14,12,18,13,7,8,10,11,4,1,4,0,2,0,0,0
3347,ltla,E06000008,Blackburn with Darwen,2021-03-19,0,17,6,0,3,1,0,2,2,0,1,1,1,1,0,0,0,0,0,1,0,0,37.8,113.1,237.2,81.2,128.4,82.1,117.4,113.4,220.8,80.7,70.4,99.3,90.6,34.0,39.3,15.3,66.5,0.0,34.2,62.0,0.0,4,136,26,8,12,8,12,12,20,8,7,9,10,10,3,1,4,0,1,1,0,0
3348,ltla,E06000008,Blackburn with Darwen,2021-03-20,1,20,2,0,1,7,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,37.8,117.2,246.4,71.1,139.1,143.7,137.0,94.5,209.7,70.6,70.4,88.3,99.7,30.6,39.3,15.3,49.9,0.0,34.2,62.0,0.0,4,141,27,7,13,14,14,10,19,7,7,8,11,9,3,1,3,0,1,1,0,0
3349,ltla,E06000008,Blackburn with Darwen,2021-03-21,0,26,0,2,1,5,2,5,2,3,4,0,2,0,0,0,0,0,0,0,0,0,37.8,124.7,209.9,81.2,139.1,184.7,146.7,132.3,176.6,90.8,90.6,88.3,117.8,30.6,39.3,15.3,49.9,0.0,34.2,62.0,0.0,4,150,23,8,13,18,15,14,16,9,9,8,13,9,3,1,3,0,1,1,0,0
3350,ltla,E06000008,Blackburn with Darwen,2021-03-22,3,25,4,0,1,3,1,3,5,3,2,0,0,1,0,0,1,0,0,0,0,0,56.7,127.2,228.1,71.1,117.7,195.0,146.7,151.2,198.7,111.0,90.6,44.2,108.7,30.6,26.2,15.3,66.5,0.0,34.2,62.0,0.0,6,153,25,7,11,19,15,16,18,11,9,4,12,9,2,1,4,0,1,1,0,0
3351,ltla,E06000008,Blackburn with Darwen,2021-03-23,3,24,2,1,1,2,3,2,1,0,2,0,7,1,0,0,1,0,0,0,0,0,85.1,129.7,228.1,71.1,96.3,205.2,137.0,160.6,165.6,100.9,110.7,33.1,145.0,23.8,26.2,15.3,49.9,0.0,0.0,62.0,0.0,9,156,25,7,9,20,14,17,15,10,11,3,16,7,2,1,3,0,0,1,0,0
3352,ltla,E06000008,Blackburn with Darwen,2021-03-24,1,21,0,0,2,3,2,2,3,2,1,1,4,2,0,1,0,0,0,0,1,0,85.1,133.8,200.7,60.9,107.0,215.5,137.0,170.1,165.6,121.1,110.7,33.1,181.2,20.4,13.1,15.3,33.3,0.0,0.0,62.0,127.2,9,161,22,6,10,21,14,18,15,12,11,3,20,6,1,1,2,0,0,1,1,0
3353,ltla,E06000008,Blackburn with Darwen,2021-03-25,3,27,1,6,3,2,0,1,2,5,1,1,2,5,1,2,2,0,0,0,0,0,104.0,133.0,136.9,91.4,128.4,236.0,107.6,170.1,176.6,131.1,120.7,33.1,154.0,34.0,13.1,45.9,66.5,0.0,0.0,62.0,127.2,11,160,15,9,12,23,11,18,16,13,12,3,17,10,1,3,4,0,0,1,1,0
3354,ltla,E06000008,Blackburn with Darwen,2021-03-26,1,22,2,1,1,2,3,2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,113.5,137.2,100.4,101.5,107.0,246.3,137.0,170.1,198.7,141.2,130.8,33.1,163.1,30.6,13.1,45.9,66.5,0.0,0.0,0.0,127.2,12,165,11,10,10,24,14,18,18,14,13,3,18,9,1,3,4,0,0,0,1,0
3355,ltla,E06000008,Blackburn with Darwen,2021-03-27,0,9,0,2,0,2,0,1,0,0,2,1,1,5,3,0,2,0,0,0,0,0,104.0,128.0,82.1,121.8,96.3,195.0,107.6,151.2,187.6,141.2,140.9,44.2,163.1,47.6,52.4,45.9,99.8,0.0,0.0,0.0,127.2,11,154,9,12,9,19,11,16,17,14,14,4,18,14,4,3,6,0,0,0,1,0
3356,ltla,E06000008,Blackburn with Darwen,2021-03-28,1,20,2,0,4,2,2,2,3,1,0,0,3,1,1,0,0,0,0,0,0,0,113.5,123.0,100.4,101.5,128.4,164.2,107.6,122.8,198.7,121.1,100.6,44.2,172.1,51.0,65.5,45.9,99.8,0.0,0.0,0.0,127.2,12,148,11,10,12,16,11,13,18,12,10,4,19,15,5,3,6,0,0,0,1,0
3357,ltla,E06000008,Blackburn with Darwen,2021-03-29,0,19,2,0,2,4,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,85.1,118.0,82.1,101.5,139.1,174.4,117.4,113.4,165.6,121.1,80.5,55.2,181.2,47.6,65.5,45.9,83.1,0.0,0.0,0.0,127.2,9,142,9,10,13,17,12,12,15,12,8,5,20,14,5,3,5,0,0,0,1,0
3358,ltla,E06000008,Blackburn with Darwen,2021-03-30,0,10,1,0,2,1,0,0,2,3,0,1,0,2,1,0,1,0,0,0,0,0,56.7,106.4,73.0,91.4,149.8,164.2,88.0,94.5,176.6,151.3,60.4,66.2,117.8,51.0,78.6,45.9,83.1,0.0,0.0,0.0,127.2,6,128,8,9,14,16,9,10,16,15,6,6,13,15,6,3,5,0,0,0,1,0
3359,ltla,E06000008,Blackburn with Darwen,2021-03-31,0,14,1,1,0,0,2,1,3,2,4,0,0,1,1,0,0,0,0,0,0,0,47.3,100.6,82.1,101.5,128.4,133.4,88.0,85.0,176.6,151.3,90.6,55.2,81.5,47.6,91.8,30.6,83.1,0.0,0.0,0.0,0.0,5,121,9,10,12,13,9,9,16,15,9,5,9,14,7,2,5,0,0,0,0,0
3360,ltla,E06000008,Blackburn with Darwen,2021-04-01,0,9,0,0,1,1,2,4,0,0,1,0,0,2,2,0,0,0,0,0,0,0,18.9,85.6,73.0,40.6,107.0,123.1,107.6,113.4,154.5,100.9,90.6,44.2,63.4,37.4,104.9,0.0,49.9,0.0,0.0,0.0,0.0,2,103,8,4,10,12,11,12,14,10,9,4,7,11,8,0,3,0,0,0,0,0
3361,ltla,E06000008,Blackburn with Darwen,2021-04-02,0,11,0,2,0,0,1,4,0,3,0,1,0,1,1,0,0,0,0,0,0,0,9.5,76.5,54.7,50.8,96.3,102.6,88.0,132.3,110.4,121.1,70.4,44.2,45.3,40.8,118.0,0.0,49.9,0.0,0.0,0.0,0.0,1,92,6,5,9,10,9,14,10,12,7,4,5,12,9,0,3,0,0,0,0,0
3362,ltla,E06000008,Blackburn with Darwen,2021-04-03,0,18,0,3,4,0,4,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,9.5,84.0,54.7,60.9,139.1,82.1,127.2,132.3,143.5,121.1,70.4,44.2,36.2,23.8,78.6,0.0,16.6,0.0,0.0,0.0,0.0,1,101,6,6,13,8,13,14,13,12,7,4,4,7,6,0,1,0,0,0,0,0
3363,ltla,E06000008,Blackburn with Darwen,2021-04-04,0,12,0,2,2,2,0,1,0,1,1,1,1,4,1,3,0,0,0,0,0,1,0.0,77.3,36.5,81.2,117.7,82.1,107.6,122.8,110.4,121.1,80.5,55.2,18.1,34.0,78.6,45.9,16.6,0.0,0.0,0.0,0.0,0,93,4,8,11,8,11,13,10,12,8,5,2,10,6,3,1,0,0,0,0,1
3364,ltla,E06000008,Blackburn with Darwen,2021-04-05,1,11,2,4,1,2,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,9.5,70.7,36.5,121.8,107.0,61.6,88.0,103.9,88.3,100.9,80.5,44.2,9.1,44.2,118.0,45.9,16.6,0.0,0.0,0.0,0.0,1,85,4,12,10,6,9,11,8,10,8,4,1,13,9,3,1,0,0,0,0,1
3365,ltla,E06000008,Blackburn with Darwen,2021-04-06,0,14,3,1,2,0,2,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0,9.5,74.0,54.7,132.0,107.0,51.3,107.6,103.9,88.3,70.6,90.6,55.2,18.1,40.8,118.0,45.9,0.0,0.0,0.0,0.0,0.0,1,89,6,13,10,5,11,11,8,7,9,5,2,12,9,3,0,0,0,0,0,1
3366,ltla,E06000008,Blackburn with Darwen,2021-04-07,0,11,0,0,2,1,1,2,1,2,1,1,0,2,0,0,1,1,0,0,0,0,9.5,71.5,45.6,121.8,128.4,61.6,97.8,113.4,66.2,70.6,60.4,66.2,18.1,44.2,104.9,45.9,16.6,25.7,0.0,0.0,0.0,1,86,5,12,12,6,10,12,6,7,6,6,2,13,8,3,1,1,0,0,0,1
3367,ltla,E06000008,Blackburn with Darwen,2021-04-08,0,20,3,2,1,2,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,9.5,80.6,73.0,142.1,128.4,71.8,97.8,94.5,88.3,80.7,70.4,77.3,36.2,37.4,78.6,45.9,16.6,25.7,0.0,0.0,0.0,1,97,8,14,12,7,10,10,8,8,7,7,4,11,6,3,1,1,0,0,0,1
3368,ltla,E06000008,Blackburn with Darwen,2021-04-09,0,17,1,4,0,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9.5,85.6,82.1,162.4,128.4,102.6,117.4,85.0,110.4,60.5,70.4,66.2,36.2,34.0,65.5,45.9,16.6,25.7,0.0,0.0,0.0,1,103,9,16,12,10,12,9,10,6,7,6,4,10,5,3,1,1,0,0,0,1
3369,ltla,E06000008,Blackburn with Darwen,2021-04-10,0,13,0,2,1,1,0,2,1,3,1,0,2,1,0,0,0,0,1,0,0,0,9.5,81.5,82.1,152.3,96.3,112.9,78.3,94.5,88.3,90.8,60.4,55.2,54.4,37.4,65.5,45.9,16.6,25.7,34.2,0.0,0.0,1,98,9,15,9,11,8,10,8,9,6,5,6,11,5,3,1,1,1,0,0,1
3370,ltla,E06000008,Blackburn with Darwen,2021-04-11,0,5,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,9.5,75.6,100.4,132.0,85.6,92.4,78.3,94.5,88.3,90.8,50.3,44.2,45.3,27.2,52.4,15.3,16.6,25.7,34.2,0.0,0.0,1,91,11,13,8,9,8,10,8,9,5,4,5,8,4,1,1,1,1,0,0,0
3371,ltla,E06000008,Blackburn with Darwen,2021-04-12,2,10,0,1,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18.9,74.8,82.1,101.5,74.9,92.4,78.3,113.4,99.3,90.8,50.3,55.2,45.3,17.0,13.1,15.3,16.6,25.7,34.2,0.0,0.0,2,90,9,10,7,9,8,12,9,9,5,5,5,5,1,1,1,1,1,0,0,0
3372,ltla,E06000008,Blackburn with Darwen,2021-04-13,1,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28.4,67.3,54.7,101.5,64.2,92.4,58.7,113.4,88.3,90.8,40.2,33.1,45.3,13.6,0.0,15.3,16.6,25.7,34.2,0.0,0.0,3,81,6,10,6,9,6,12,8,9,4,3,5,4,0,1,1,1,1,0,0,0
3373,ltla,E06000008,Blackburn with Darwen,2021-04-14,0,6,0,1,1,1,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,0,28.4,63.2,54.7,111.7,53.5,92.4,48.9,103.9,88.3,70.6,30.2,33.1,45.3,13.6,0.0,15.3,0.0,25.7,68.4,0.0,0.0,3,76,6,11,5,9,5,11,8,7,3,3,5,4,0,1,0,1,2,0,0,0
3374,ltla,E06000008,Blackburn with Darwen,2021-04-15,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4,49.0,27.4,101.5,53.5,71.8,29.3,85.0,77.3,60.5,10.1,22.1,27.2,13.6,0.0,15.3,0.0,25.7,68.4,0.0,0.0,3,59,3,10,5,7,3,9,7,6,1,2,3,4,0,1,0,1,2,0,0,0
3375,ltla,E06000008,Blackburn with Darwen,2021-04-16,0,5,0,0,0,0,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,28.4,39.1,18.2,60.9,53.5,41.0,0.0,66.1,66.2,50.4,20.1,44.2,27.2,17.0,13.1,15.3,0.0,25.7,68.4,0.0,0.0,3,47,2,6,5,4,0,7,6,5,2,4,3,5,1,1,0,1,2,0,0,0
3376,ltla,E06000008,Blackburn with Darwen,2021-04-17,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.4,31.6,27.4,50.8,42.8,30.8,0.0,56.7,55.2,20.2,10.1,55.2,9.1,13.6,13.1,15.3,0.0,25.7,34.2,0.0,0.0,3,38,3,5,4,3,0,6,5,2,1,5,1,4,1,1,0,1,1,0,0,0
3377,ltla,E06000008,Blackburn with Darwen,2021-04-18,0,5,0,0,1,1,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,28.4,31.6,9.1,50.8,42.8,41.0,0.0,47.2,55.2,10.1,20.1,66.2,18.1,17.0,26.2,15.3,0.0,25.7,34.2,0.0,0.0,3,38,1,5,4,4,0,5,5,1,2,6,2,5,2,1,0,1,1,0,0,0
3378,ltla,E06000008,Blackburn with Darwen,2021-04-19,0,6,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.5,28.3,9.1,50.8,53.5,30.8,9.8,28.3,44.2,10.1,20.1,55.2,27.2,20.4,39.3,15.3,0.0,25.7,34.2,0.0,0.0,1,34,1,5,5,3,1,3,4,1,2,5,3,6,3,1,0,1,1,0,0,0
3379,ltla,E06000008,Blackburn with Darwen,2021-04-20,0,4,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,27.4,18.2,50.8,64.2,30.8,9.8,28.3,33.1,10.1,20.1,55.2,18.1,23.8,39.3,15.3,16.6,25.7,34.2,0.0,0.0,0,33,2,5,6,3,1,3,3,1,2,5,2,7,3,1,1,1,1,0,0,0
3380,ltla,E06000008,Blackburn with Darwen,2021-04-21,0,7,1,1,0,0,3,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0.0,28.3,27.4,50.8,53.5,20.5,39.1,28.3,22.1,10.1,30.2,44.2,18.1,23.8,39.3,30.6,33.3,0.0,0.0,0.0,0.0,0,34,3,5,5,2,4,3,2,1,3,4,2,7,3,2,2,0,0,0,0,0
3381,ltla,E06000008,Blackburn with Darwen,2021-04-22,2,9,0,1,1,0,1,0,2,2,0,0,0,2,0,0,1,1,0,0,0,0,18.9,33.3,27.4,50.8,53.5,20.5,48.9,28.3,33.1,30.3,30.2,44.2,18.1,30.6,39.3,30.6,49.9,25.7,0.0,0.0,0.0,2,40,3,5,5,2,5,3,3,3,3,4,2,9,3,2,3,1,0,0,0,0
3382,ltla,E06000008,Blackburn with Darwen,2021-04-23,0,9,2,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9,36.6,45.6,50.8,74.9,30.8,68.5,18.9,33.1,40.4,20.1,22.1,18.1,27.2,26.2,30.6,49.9,25.7,0.0,0.0,0.0,2,44,5,5,7,3,7,2,3,4,2,2,2,8,2,2,3,1,0,0,0,0
3383,ltla,E06000008,Blackburn with Darwen,2021-04-24,0,6,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18.9,38.2,36.5,60.9,74.9,30.8,78.3,18.9,33.1,60.5,20.1,11.0,18.1,27.2,26.2,30.6,49.9,25.7,0.0,0.0,0.0,2,46,4,6,7,3,8,2,3,6,2,1,2,8,2,2,3,1,0,0,0,0
3384,ltla,E06000008,Blackburn with Darwen,2021-04-25,0,7,1,1,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,18.9,39.9,45.6,71.1,85.6,20.5,78.3,18.9,44.2,70.6,20.1,0.0,9.1,23.8,26.2,15.3,49.9,25.7,0.0,0.0,0.0,2,48,5,7,8,2,8,2,4,7,2,0,1,7,2,1,3,1,0,0,0,0
3385,ltla,E06000008,Blackburn with Darwen,2021-04-26,0,17,2,1,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9,49.0,63.9,71.1,107.0,41.0,88.0,47.2,66.2,70.6,20.1,0.0,0.0,20.4,13.1,15.3,49.9,25.7,0.0,0.0,0.0,2,59,7,7,10,4,9,5,6,7,2,0,0,6,1,1,3,1,0,0,0,0
3386,ltla,E06000008,Blackburn with Darwen,2021-04-27,0,15,1,5,1,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,18.9,58.2,63.9,111.7,96.3,41.0,97.8,47.2,88.3,100.9,30.2,11.0,0.0,17.0,13.1,15.3,33.3,25.7,0.0,0.0,0.0,2,70,7,11,9,4,10,5,8,10,3,1,0,5,1,1,2,1,0,0,0,0
3387,ltla,E06000008,Blackburn with Darwen,2021-04-28,0,9,3,0,0,1,1,2,0,2,0,0,0,2,0,0,1,1,0,0,0,0,18.9,59.9,82.1,101.5,96.3,51.3,78.3,56.7,88.3,121.1,20.1,11.0,0.0,17.0,13.1,0.0,33.3,51.3,0.0,0.0,0.0,2,72,9,10,9,5,8,6,8,12,2,1,0,5,1,0,2,2,0,0,0,0
3388,ltla,E06000008,Blackburn with Darwen,2021-04-29,0,8,1,0,0,0,2,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0.0,59.0,91.2,91.4,85.6,51.3,88.0,75.6,66.2,121.1,30.2,11.0,0.0,13.6,13.1,0.0,16.6,25.7,0.0,62.0,0.0,0,71,10,9,8,5,9,8,6,12,3,1,0,4,1,0,1,1,0,1,0,0
3389,ltla,E06000008,Blackburn with Darwen,2021-04-30,1,11,1,0,1,2,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,9.5,60.7,82.1,91.4,74.9,61.6,78.3,85.0,55.2,111.0,30.2,33.1,18.1,17.0,26.2,0.0,16.6,25.7,0.0,62.0,0.0,1,73,9,9,7,6,8,9,5,11,3,3,2,5,2,0,1,1,0,1,0,0
3390,ltla,E06000008,Blackburn with Darwen,2021-05-01,0,8,1,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,62.3,91.2,81.2,85.6,92.4,68.5,85.0,55.2,90.8,40.2,33.1,18.1,17.0,26.2,0.0,16.6,25.7,0.0,62.0,0.0,1,75,10,8,8,9,7,9,5,9,4,3,2,5,2,0,1,1,0,1,0,0
3391,ltla,E06000008,Blackburn with Darwen,2021-05-02,0,9,0,3,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.5,64.0,82.1,101.5,74.9,112.9,68.5,94.5,44.2,90.8,30.2,33.1,27.2,13.6,13.1,0.0,16.6,25.7,0.0,62.0,0.0,1,77,9,10,7,11,7,10,4,9,3,3,3,4,1,0,1,1,0,1,0,0
3392,ltla,E06000008,Blackburn with Darwen,2021-05-03,0,18,3,1,2,1,3,0,3,2,2,1,0,3,2,0,1,0,0,0,0,0,9.5,64.8,91.2,101.5,64.2,92.4,78.3,66.1,55.2,100.9,50.3,44.2,27.2,23.8,39.3,0.0,33.3,25.7,0.0,62.0,0.0,1,78,10,10,6,9,8,7,5,10,5,4,3,7,3,0,2,1,0,1,0,0
3393,ltla,E06000008,Blackburn with Darwen,2021-05-04,1,25,2,2,4,2,2,2,3,1,3,2,1,1,1,0,0,0,0,0,0,0,18.9,73.2,100.4,71.1,96.3,112.9,88.0,85.0,66.2,80.7,70.4,55.2,36.2,27.2,52.4,0.0,33.3,25.7,0.0,62.0,0.0,2,88,11,7,9,11,9,9,6,8,7,5,4,8,4,0,2,1,0,1,0,0
3394,ltla,E06000008,Blackburn with Darwen,2021-05-05,1,24,2,1,4,1,1,1,4,1,3,4,1,1,1,0,0,0,0,0,0,0,28.4,85.6,91.2,81.2,139.1,112.9,88.0,75.6,110.4,70.6,100.6,99.3,45.3,23.8,65.5,0.0,16.6,0.0,0.0,62.0,0.0,3,103,10,8,13,11,9,8,10,7,10,9,5,7,5,0,1,0,0,1,0,0
3395,ltla,E06000008,Blackburn with Darwen,2021-05-06,3,22,0,3,0,2,1,4,0,2,4,0,3,4,3,0,0,0,1,0,0,0,56.7,97.3,82.1,111.7,139.1,133.4,78.3,94.5,110.4,70.6,130.8,99.3,72.5,34.0,104.9,0.0,16.6,0.0,34.2,0.0,0.0,6,117,9,11,13,13,8,10,10,7,13,9,8,10,8,0,1,0,1,0,0,0
3396,ltla,E06000008,Blackburn with Darwen,2021-05-07,3,19,5,2,2,1,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,75.7,103.9,118.6,132.0,149.8,123.1,97.8,103.9,110.4,70.6,130.8,77.3,63.4,34.0,104.9,0.0,16.6,0.0,34.2,0.0,0.0,8,125,13,13,14,12,10,11,10,7,13,7,7,10,8,0,1,0,1,0,0,0
3397,ltla,E06000008,Blackburn with Darwen,2021-05-08,2,23,3,2,0,5,2,2,1,0,1,2,3,0,0,0,0,0,0,0,0,0,94.6,116.4,136.9,142.1,139.1,143.7,117.4,113.4,121.4,70.6,130.8,99.3,90.6,34.0,104.9,0.0,16.6,0.0,34.2,0.0,0.0,10,140,15,14,13,14,12,12,11,7,13,9,10,10,8,0,1,0,1,0,0,0
3398,ltla,E06000008,Blackburn with Darwen,2021-05-09,1,18,4,3,2,1,4,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,104.0,123.9,173.4,142.1,149.8,133.4,156.5,103.9,132.5,60.5,140.9,99.3,90.6,40.8,131.1,0.0,16.6,0.0,34.2,0.0,0.0,11,149,19,14,14,13,16,11,12,6,14,9,10,12,10,0,1,0,1,0,0,0
