date,Under 20 cases,20 to 65 cases,65 and over cases
2021-05-27,7.114726659610604,3.504113117660093,1.2501358843352537
2021-05-28,7.464247913948851,3.7527005317970303,1.3023154690727254
2021-05-29,7.7583872793954765,3.9670119654331932,1.297967170344603
2021-05-30,7.897457355945553,4.15639541325061,1.3784106968148713
2021-05-31,7.882688852241119,4.305270884112564,1.439286879008588
2021-06-01,8.127599872006302,4.789981719477066,1.543646048483531
2021-06-02,8.411893568316636,5.3363200753379125,1.6175671268616156
2021-06-03,8.735569941172127,5.928013516507867,1.698010653331884
2021-06-04,9.044477810323185,6.493047861732773,1.7719317317099685
2021-06-05,9.354616388116277,6.899858741413695,1.8632460050005437
2021-06-06,10.058581731360917,7.410882450697984,1.9241221871942604
2021-06-07,11.168680926477464,8.295825947263461,2.0654418958582457
2021-06-08,11.880030521574323,8.807542100598273,2.143711272964453
2021-06-09,12.463386417899427,9.247590294704189,2.2328513968909665
2021-06-10,12.938439953725355,9.640552293374697,2.3176432220893575
2021-06-11,13.588254116720405,9.979503656104587,2.5111425154908145
2021-06-12,14.135919462426466,10.296989253268336,2.5807152951407764
2021-06-13,14.756196618012652,10.56046421449147,2.6394173279704316
2021-06-14,15.729687153863194,10.990471969864837,2.7698662898141104
2021-06-15,16.99731705516036,11.46687347662309,2.828568322643766
2021-06-16,18.235409949048663,11.955046532240196,2.8981411022937276
2021-06-17,19.608880793560935,12.477149346332817,2.9872812262202415
2021-06-18,20.736209909665984,12.900578883226235,3.0416349603217743
2021-06-19,21.59032170723903,13.229489807223576,3.1199043374279816
2021-06-20,22.583503581362148,13.663998448925327,3.1894771170779435
2021-06-21,24.334801978979495,14.444036671836919,3.2481791499075987
2021-06-22,26.135328722278288,15.394069909151343,3.511251222959018
2021-06-23,28.445368843380013,16.52240748947485,3.73084030872921
2021-06-24,30.741871169419348,17.72656769333038,4.022176323513425
2021-06-25,33.33989711275752,19.02559273210725,4.304815740841396
2021-06-26,35.95392226844217,20.399747950365608,4.602674203717796
2021-06-27,38.976542693282795,21.913430644803903,5.048374823350365
2021-06-28,43.713540256479675,24.104669842676714,5.694097184476575
2021-06-29,47.656730745563294,26.180617106137827,6.30068485704968
2021-06-30,51.23317005932015,28.199091513405715,6.852918795521252
2021-07-01,54.61638811627735,30.23453079991137,7.442113273181867
2021-07-02,57.40025106456298,31.843770773321516,8.05739754321122
2021-07-03,60.099195116548096,33.40073122091735,8.633547124687468
2021-07-04,62.60491791173357,34.79704464879238,9.059680400043483
2021-07-05,64.92849582789769,36.338425105251495,9.61626263724318
2021-07-06,67.58313436876954,38.3489364059384,10.185889770627243
2021-07-07,70.43960912693528,40.92378960779969,10.866398521578432
2021-07-08,71.93615083565116,42.357841236428094,11.396890966409394
2021-07-09,74.09235237649838,43.971582096166635,12.05565822371997
2021-07-10,75.63689172225368,45.07568413472192,12.723122078486792
2021-07-11,77.25158146060501,46.45711001551075,13.325361452331776
2021-07-12,80.41327196199572,48.87754819410592,14.453744972279594
2021-07-13,83.52450340906293,51.78408209616663,15.282095879986956
2021-07-14,87.89351908829103,55.80337358741414,16.453962387216002
2021-07-15,95.02916779481626,62.831680700199435,17.99108598760735
2021-07-16,100.0,68.30060381121206,19.410805522339384
