,United Kingdom,Sweden
2020-09-24,0.41457142857143087,0.1980000000000011
2020-09-25,0.42928571428571655,0.21214285714285824
2020-09-26,0.4461428571428594,0.21214285714285824
2020-09-27,0.4440000000000022,0.21214285714285824
2020-09-28,0.44814285714285934,0.21214285714285824
2020-09-29,0.5218571428571451,0.21214285714285824
2020-09-30,0.5934285714285737,0.2404285714285725
2020-10-01,0.6334285714285736,0.21214285714285822
2020-10-02,0.7007142857142877,0.21214285714285822
2020-10-03,0.7301428571428593,0.21214285714285822
2020-10-04,0.7638571428571449,0.21214285714285822
2020-10-05,0.7765714285714307,0.21214285714285822
2020-10-06,0.7850000000000021,0.21214285714285822
2020-10-07,0.7828571428571449,-0.01414285714285606
2020-10-08,0.8207142857142878,-0.01414285714285606
2020-10-09,0.8650000000000022,-0.01414285714285606
2020-10-10,0.9322857142857165,-0.01414285714285606
2020-10-11,0.9995714285714309,-0.01414285714285606
2020-10-12,1.0648571428571452,-0.01414285714285606
2020-10-13,1.205714285714288,-0.01414285714285606
2020-10-14,1.346714285714288,0.21214285714285822
2020-10-15,1.4751428571428593,0.2545714285714296
2020-10-16,1.5781428571428593,0.33942857142857247
2020-10-17,1.7234285714285738,0.33942857142857247
2020-10-18,1.727714285714288,0.33942857142857247
2020-10-19,1.790714285714288,0.33942857142857247
2020-10-20,1.997000000000002,0.33942857142857247
2020-10-21,2.1107142857142875,0.3111428571428582
2020-10-22,2.2180000000000017,0.282857142857144
2020-10-23,2.403285714285716,0.21214285714285824
2020-10-24,2.453714285714287,0.21214285714285824
2020-10-25,2.630428571428573,0.21214285714285824
2020-10-26,2.6768571428571444,0.21214285714285824
2020-10-27,2.9420000000000015,0.21214285714285824
2020-10-28,3.192285714285716,-0.028285714285713186
2020-10-29,3.3838571428571447,0.05657142857142967
2020-10-30,3.4890000000000017,0.07071428571428681
2020-10-31,3.808857142857145,0.07071428571428681
2020-11-01,3.8320000000000016,0.07071428571428681
2020-11-02,3.9034285714285732,0.07071428571428681
2020-11-03,3.9665714285714304,0.07071428571428681
2020-11-04,4.349571428571431,0.9901428571428584
2020-11-05,4.555714285714288,0.9618571428571442
2020-11-06,4.726142857142859,1.1881428571428585
2020-11-07,4.9092857142857165,1.1881428571428585
2020-11-08,4.896714285714288,1.1881428571428585
2020-11-09,5.020857142857145,1.1881428571428585
2020-11-10,5.305000000000002,1.1881428571428585
2020-11-11,5.523857142857145,1.2022857142857155
2020-11-12,5.9131428571428595,1.6974285714285728
2020-11-13,5.957428571428574,2.0087142857142872
2020-11-14,6.060571428571431,2.0087142857142872
2020-11-15,6.0858571428571455,2.0087142857142872
2020-11-16,6.1258571428571456,2.0087142857142872
2020-11-17,6.266857142857146,2.0087142857142872
2020-11-18,6.125857142857145,3.3808571428571446
2020-11-19,5.9975714285714306,3.0837142857142874
2020-11-20,6.28157142857143,3.4231428571428593
2020-11-21,6.024714285714288,3.4231428571428593
2020-11-22,6.510857142857145,3.4231428571428593
2020-11-23,6.496142857142859,3.4231428571428593
2020-11-24,6.515000000000002,3.4231428571428593
2020-11-25,6.864428571428574,3.3100000000000023
2020-11-26,6.8560000000000025,3.989000000000002
2020-11-27,6.875000000000002,3.890000000000002
2020-11-28,7.16757142857143,3.890000000000002
2020-11-29,6.780285714285716,3.890000000000002
2020-11-30,6.771857142857145,3.890000000000002
2020-12-01,6.761428571428573,3.890000000000002
2020-12-02,6.662428571428573,5.8985714285714295
2020-12-03,6.485571428571431,5.446000000000001
2020-12-04,6.451857142857144,5.460142857142858
2020-12-05,6.279285714285716,5.460142857142858
2020-12-06,6.3130000000000015,5.460142857142858
2020-12-07,6.283571428571429,5.460142857142858
2020-12-08,6.275142857142858,5.460142857142858
2020-12-09,6.033142857142857,4.583142857142859
2020-12-10,6.247857142857143,4.908428571428574
2020-12-11,6.079571428571429,6.323000000000001
2020-12-12,6.3384285714285715,6.323000000000001
2020-12-13,6.155285714285715,6.323000000000001
2020-12-14,6.247857142857144,6.323000000000001
2020-12-15,6.052142857142859,6.323000000000001
