,India,European Union,United States
2020-12-26,16.213857142857147,257.9055714285715,575.1507142857145
2020-12-27,15.767142857142863,249.1344285714286,561.2605714285717
2020-12-28,15.443714285714293,243.72957142857146,550.723285714286
2020-12-29,15.091714285714291,242.48885714285717,551.6904285714288
2020-12-30,14.792571428571435,255.75871428571435,553.445285714286
2020-12-31,12.404714285714292,258.7584285714286,571.3402857142861
2021-01-01,12.173000000000005,263.48100000000005,595.5014285714288
2021-01-02,14.090571428571435,265.0482857142858,627.4485714285717
2021-01-03,13.72642857142858,270.2492857142858,650.3707142857145
2021-01-04,13.720571428571436,276.36571428571443,654.5347142857144
2021-01-05,13.465714285714293,285.44314285714296,669.5794285714286
2021-01-06,13.31285714285715,274.4450000000001,678.9708571428572
2021-01-07,15.190571428571435,293.97942857142874,697.3665714285714
2021-01-08,13.116571428571435,311.0567142857144,758.474
2021-01-09,13.07628571428572,333.56671428571445,741.3765714285715
2021-01-10,13.056428571428578,338.05485714285726,743.3195714285714
2021-01-11,12.664000000000005,346.2194285714287,756.5745714285715
2021-01-12,12.444571428571434,339.893142857143,753.0394285714286
2021-01-13,12.092714285714292,343.7477142857144,742.2142857142859
2021-01-14,11.828857142857148,324.94142857142873,723.8358571428573
2021-01-15,13.398000000000005,319.2568571428573,701.1842857142858
2021-01-16,11.14928571428572,310.23828571428584,675.7140000000002
2021-01-17,10.888000000000005,307.20371428571445,660.4071428571431
2021-01-18,10.625714285714292,309.96114285714305,629.5148571428573
2021-01-19,10.403000000000006,304.2935714285717,607.843142857143
2021-01-20,10.226714285714293,304.33314285714306,587.5041428571429
2021-01-21,10.118571428571434,299.2867142857144,569.4252857142858
2021-01-22,10.025142857142864,301.26628571428586,546.9921428571429
2021-01-23,9.994571428571435,300.48857142857156,533.584
2021-01-24,9.934000000000008,299.5824285714287,513.4202857142857
2021-01-25,9.83585714285715,301.1807142857143,517.1115714285713
2021-01-26,9.719142857142865,299.4664285714286,504.523857142857
2021-01-27,9.348857142857153,294.74057142857146,491.8821428571427
2021-01-28,9.795000000000007,294.29,481.00271428571403
2021-01-29,9.673571428571437,290.14671428571427,470.5648571428569
2021-01-30,9.486714285714294,289.73185714285717,458.3504285714284
2021-01-31,9.303857142857153,285.8152857142858,450.12214285714265
2021-02-01,9.255428571428581,280.38900000000007,442.88571428571413
2021-02-02,9.084571428571438,275.9754285714286,428.9854285714284
2021-02-03,9.212142857142867,268.7295714285715,415.04342857142836
2021-02-04,8.544714285714296,255.52328571428575,395.7794285714284
2021-02-05,8.40300000000001,257.2821428571429,381.89471428571414
2021-02-06,8.30100000000001,251.48557142857143,365.3541428571427
2021-02-07,8.341857142857153,251.78957142857143,355.7085714285713
