date,hospitalCases,newAdmissions,stay length
2020-10-25,8508.42857142857,1254.7142857142858,6.776491142388257
2020-10-26,8904.57142857143,1317.142857142857,6.76213994105433
2020-10-27,9345.285714285714,1360.4285714285713,6.865750322293725
2020-10-28,9816.857142857143,1392.7142857142858,7.042878233655154
2020-10-29,10284.285714285714,1436.857142857143,7.156338466233033
2020-10-30,10698.857142857143,1448.7142857142858,7.398803293760277
2020-10-31,11133.57142857143,1477.142857142857,7.553518677251659
2020-11-01,11481.285714285714,1486.7142857142858,7.7430002201742925
2020-11-02,11909.42857142857,1491.5714285714287,7.995937021076339
2020-11-03,12311.0,1495.142857142857,8.243696878557774
2020-11-04,12651.42857142857,1522.5714285714287,8.32077277423832
2020-11-05,12967.57142857143,1523.0,8.518006044014124
2020-11-06,13277.57142857143,1528.857142857143,8.701681647331103
2020-11-07,13564.57142857143,1543.0,8.809389098355044
2020-11-08,13896.857142857143,1571.5714285714287,8.86718881262584
2020-11-09,14187.57142857143,1599.5714285714287,8.899206653227184
2020-11-10,14361.142857142857,1647.142857142857,8.759531512243699
2020-11-11,14625.285714285714,1689.142857142857,8.717991668537561
2020-11-12,14922.857142857143,1736.142857142857,8.660070924556537
2020-11-13,15248.285714285714,1769.5714285714287,8.6573216440311
2020-11-14,15531.857142857143,1777.7142857142858,8.786738819532706
2020-11-15,15863.0,1775.142857142857,8.998430392730857
2020-11-16,16173.42857142857,1776.0,9.169846710938922
2020-11-17,16526.85714285714,1757.142857142857,9.464783916590415
2020-11-18,16786.85714285714,1730.142857142857,9.73110773314254
2020-11-19,17012.571428571428,1697.142857142857,10.027361232157109
2020-11-20,17148.14285714286,1682.7142857142858,10.206877792328601
2020-11-21,17257.428571428572,1661.0,10.432101287348827
2020-11-22,17314.714285714286,1635.142857142857,10.646172095130373
2020-11-23,17367.285714285714,1609.2857142857142,10.838838022923625
2020-11-24,17365.428571428572,1577.7142857142858,11.05218482105303
2020-11-25,17315.0,1553.5714285714287,11.167783928075986
2020-11-26,17215.571428571428,1516.2857142857142,11.369246293104016
2020-11-27,17128.0,1478.142857142857,11.631838132724479
2020-11-28,16974.0,1443.857142857143,11.83404852058499
2020-11-29,16838.0,1429.0,11.860330896298654
2020-11-30,16678.571428571428,1402.857142857143,11.954217196234106
2020-12-01,16519.571428571428,1402.142857142857,11.853092963011827
2020-12-02,16354.42857142857,1384.0,11.871636776358798
2020-12-03,16196.714285714286,1395.142857142857,11.679308142306395
2020-12-04,16076.142857142857,1417.0,11.397705874960169
2020-12-05,16033.714285714286,1439.5714285714287,11.152299641849016
2020-12-06,15983.42857142857,1451.857142857143,11.019587597493702
2020-12-07,15962.142857142857,1488.4285714285713,10.746849514514654
2020-12-08,15985.857142857143,1530.2857142857142,10.50316190128886
2020-12-09,16036.57142857143,1568.4285714285713,10.298164793027286
2020-12-10,16188.714285714286,1603.857142857143,10.174055224832498
2020-12-11,16354.142857142857,1640.0,10.036905241500875
2020-12-12,16528.571428571428,1700.142857142857,9.753261703271454
2020-12-13,16754.0,1740.5714285714287,9.631464667286496
2020-12-14,17015.571428571428,1782.7142857142858,9.55209868307196
2020-12-15,17264.0,1807.5714285714287,9.5616641269923
2020-12-16,17598.285714285714,1854.142857142857,9.513768458038852
2020-12-17,17919.285714285714,1910.4285714285713,9.412618138209428
2020-12-18,18238.14285714286,1943.4285714285713,9.406550229505061
2020-12-19,18603.0,1978.4285714285713,9.42410809215761
2020-12-20,18955.285714285714,2037.7142857142858,9.313018615603974
2020-12-21,19367.714285714286,2096.714285714286,9.25464953794941
2020-12-22,19835.14285714286,2171.285714285714,9.163204768555604
2020-12-23,20199.571428571428,2199.0,9.2140332874251
2020-12-24,20572.0,2190.1428571428573,9.430553992872747
2020-12-25,20829.285714285714,2228.0,9.37544901394804
2020-12-26,21153.14285714286,2297.4285714285716,9.242151464054729
2020-12-27,21547.428571428572,2397.8571428571427,9.056723942515742
