,Actual,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5
2021-12-22,,298.5490352,526.3157894999998,2121.092204,7900.277008,1634.349031
2021-12-23,,299.34173,498.6149584,2085.47685,7717.451523999999,1606.6482
2021-12-24,,300.1344248000001,470.9141274,2049.861496,7534.626039,1578.947369
2021-12-25,,322.1537246000001,443.2132964,2008.31025,7368.421053,1551.246538
2021-12-26,,344.1730244,415.5124653,1966.759003,7202.216067,1523.545706
2021-12-27,,366.19232430000005,387.8116343,1925.207757,7036.011081000002,1495.844875
2021-12-28,,388.2116241000001,387.9057246,1883.6565100000007,6869.806095,1468.144044
2021-12-29,,410.2309239,387.9998149,1842.105263,6703.601108,1440.443213
2021-12-30,,432.2502237,388.0939052,1800.5540170000006,6537.396122,1412.742382
2021-12-31,,422.48336100000006,388.1879955,1759.0027699999994,6371.191136,1385.041551
2022-01-01,,412.7164984,388.2820858,1717.4515239999994,6204.98615,1369.932007
2022-01-02,,402.9496357,376.8436258,1680.5170829999995,6094.182826,1354.822463
2022-01-03,,393.1827731,365.4051657,1643.582641,5983.3795020000025,1339.712918
2022-01-04,,383.4159104,353.9667057,1606.6482,5872.576177,1324.603374
2022-01-05,,384.1157347,342.52824560000005,1569.713758,5761.772853,1309.49383
2022-01-06,,384.8155589,331.0897856,1532.779317,5650.969529,1294.384286
2022-01-07,,385.5153832,319.6513256,1495.844875,5540.166205,1279.274742
2022-01-08,,386.2152075,308.2128655,1458.910434,5401.66205,1264.165198
2022-01-09,,394.6974612,296.7744055,1421.975992,5263.157895,1249.055653
2022-01-10,,403.1797149,285.3359454,1385.041551,5124.65374,1233.946109
2022-01-11,,411.6619686,273.8974854,1385.041551,4986.149584000002,1218.836565
2022-01-12,,420.1442223,262.45902540000003,1385.041551,4847.645429,1171.349426
2022-01-13,,428.626476,251.0205653,1385.041551,4709.141274000001,1123.862287
2022-01-14,,436.1960822,239.5821053,1385.041551,4598.33795,1076.375148
2022-01-15,,443.7656883,228.1436452,1385.041551,4487.534626,1028.888009
2022-01-16,,451.3352945,216.7051852,1385.041551,4376.731302,981.4008706
2022-01-17,,458.9049006,205.2667252,1364.265928,4265.927978,933.9137317
2022-01-18,,466.4745068,193.8282651,1343.490305,4155.124654,886.4265928
2022-01-19,,474.0575343,182.3898051,1322.7146810000004,4044.32133,869.8060942
2022-01-20,,481.6405617,170.951345,1301.939058,3981.99446,853.1855956
2022-01-21,,489.2235892,159.512885,1281.163435,3919.66759,836.5650969
2022-01-22,,496.8066166,156.8040618,1260.387812,3857.34072,819.9445982999997
2022-01-23,,498.5889636,154.0952385,1239.612188,3795.013851,803.3240997
2022-01-24,,500.3713106000001,151.3864153,1218.836565,3732.686981,786.7036011
2022-01-25,,502.1536575,148.677592,1204.98615,3670.360111,770.0831025
2022-01-26,,503.9360045,157.7197051,1191.135734,3608.033241,753.4626038
2022-01-27,,505.7183515,166.7618182,1177.2853189999996,3545.706371,736.8421052
2022-01-28,,481.5224544,175.8039314,1163.4349029999996,3462.603878,720.2216066000003
2022-01-29,,457.3265573,184.8460445,1149.5844880000002,3379.501385,698.0609417999997
2022-01-30,,433.1306601,193.8881576,1135.734072,3296.398892,675.900277
2022-01-31,,408.934763,184.385886,1121.883657,3213.296399,653.7396121
2022-02-01,,384.7388659,174.8836145,1108.033241,3130.193906,631.5789473
2022-02-02,,358.5029331,165.3813429,1094.182826,3047.091413,609.4182825
2022-02-03,,332.2670003,155.87907140000004,1080.33241,2963.98892,587.2576177
2022-02-04,,306.0310674,146.3767998,1066.481995,2880.886427,565.0969529
2022-02-05,,279.79513460000004,137.5187501,1052.631579,2797.783934,542.936288
2022-02-06,,253.5592018,128.6607003,1037.522035,2714.681441,520.7756232
2022-02-07,,241.2384599,119.8026506,1022.412491,2631.578947,498.6149584
2022-02-08,,228.917718,110.9446008,1007.302946,2548.476454,476.45429360000014
2022-02-09,,216.596976,110.9446008,992.1934022,2465.373961,454.2936288
2022-02-10,,204.2762341,110.9446008,977.083858,2382.271468,432.1329639
2022-02-11,,191.9554922,110.9446008,961.9743138,2343.916471,409.9722991
2022-02-12,,187.092792,110.9446008,946.8647696,2305.561474,387.8116343
2022-02-13,,182.2300917,110.9446008,931.7552254,2267.206478,408.5872576
2022-02-14,,177.3673915,92.9063904,916.6456812,2228.851481,429.3628809
2022-02-15,,172.50469130000005,74.86817999,901.536137,2190.496484,450.1385041
2022-02-16,,180.2601823,56.82996959,886.4265928,2152.141487000001,470.9141274
2022-02-17,,188.0156733,38.79175918,,2113.786491,491.68975070000016
2022-02-18,,195.7711642,20.75354878,,2075.431494,512.465374
2022-02-19,,203.5266552,21.42998167,,2037.076497,533.2409972
2022-02-20,,211.2821462,22.10641456,,1998.7215,554.0166205
2022-02-21,,212.4846936,22.78284745,,1960.366504,554.0166205
2022-02-22,,213.6872409,23.45928034,,1922.011507,554.0166205
2022-02-23,,214.8897883,24.13571323,,1883.6565100000007,554.0166205
2022-02-24,,216.0923356,32.9293408,,1858.086512,554.0166205
2022-02-25,,217.294883,41.72296838,,1832.516514,554.0166205
2022-02-26,,191.28979630000003,50.51659595,,1806.946516,554.0166205
2022-02-27,,165.28470969999995,59.31022353,,1781.376518,554.0166205
2022-02-28,,139.279623,68.1038511,,1755.80652,554.0166205
2022-03-01,,113.2745363,,,1730.236522,554.0166205
2022-03-02,,87.26944965,,,1704.666525,537.3961218999998
2022-03-03,,,,,1679.096527,520.7756233
2022-03-04,,,,,1653.526529,504.1551246
2022-03-05,,,,,1627.956531,487.534626
2022-03-06,,,,,1602.386533,470.9141274
2022-03-07,,,,,1576.816535,454.2936288
2022-03-08,,,,,1551.246537,437.6731302
2022-03-09,,,,,1503.759398,421.0526315
2022-03-10,,,,,1456.272259,404.4321329
2022-03-11,,,,,1408.78512,387.8116343
2022-03-12,,,,,1361.297982,387.8116343
2022-03-13,,,,,1313.810843,387.8116343
2022-03-14,,,,,1266.323704,387.8116343
2022-03-15,,,,,1218.836565,387.8116343
2022-03-16,,,,,1195.092996,387.8116343
2022-03-17,,,,,1171.349426,387.8116343
2022-03-18,,,,,1147.605857,387.8116343
2022-03-19,,,,,1123.862287,387.8116343
2022-03-20,,,,,1100.118718,387.8116343
2022-03-21,,,,,1076.375148,387.8116343
2022-03-22,,,,,1052.631579,369.34441360000005
2022-03-23,,,,,1052.631579,350.87719289999984
2022-03-24,,,,,1052.631579,332.40997230000005
2022-03-25,,,,,1052.631579,313.9427516
2022-03-26,,,,,1052.631579,295.4755309
2022-03-27,,,,,1052.631579,277.0083102
2022-03-28,,,,,1052.631579,258.5410896
2022-03-29,,,,,1052.631579,240.07386890000004
2022-03-30,,,,,,221.6066482
