,Belgium,France,Germany,Italy,Netherlands,Poland,Spain,Sweden,Switzerland,United Kingdom
2020-04-14,-76.28571428571429,-84.14285714285714,-58.142857142857146,-86.14285714285714,-46.857142857142854,-66.14285714285714,-91.42857142857143,-26.857142857142858,-77.57142857142857,-77.28571428571429
2020-04-15,-76.42857142857143,-83.85714285714286,-58.57142857142857,-85.85714285714286,-47.0,-66.57142857142857,-91.42857142857143,-28.428571428571427,-77.85714285714286,-77.14285714285714
2020-04-16,-76.42857142857143,-83.57142857142857,-60.42857142857143,-85.57142857142857,-47.285714285714285,-67.57142857142857,-90.71428571428571,-30.714285714285715,-78.14285714285714,-77.42857142857143
2020-04-17,-76.42857142857143,-83.28571428571429,-56.857142857142854,-85.28571428571429,-47.57142857142857,-68.0,-89.71428571428571,-26.857142857142858,-76.0,-77.0
2020-04-18,-76.57142857142857,-83.28571428571429,-58.142857142857146,-85.14285714285714,-48.0,-66.71428571428571,-89.71428571428571,-24.571428571428573,-75.85714285714286,-77.0
2020-04-19,-76.71428571428571,-83.57142857142857,-57.57142857142857,-84.85714285714286,-45.142857142857146,-65.0,-89.85714285714286,-22.857142857142858,-75.28571428571429,-75.71428571428571
2020-04-20,-73.85714285714286,-81.85714285714286,-52.285714285714285,-82.42857142857143,-41.42857142857143,-58.285714285714285,-89.42857142857143,-19.142857142857142,-73.0,-74.71428571428571
2020-04-21,-72.85714285714286,-81.85714285714286,-52.57142857142857,-82.14285714285714,-40.285714285714285,-56.57142857142857,-89.42857142857143,-18.285714285714285,-72.71428571428571,-74.85714285714286
2020-04-22,-72.0,-81.71428571428571,-52.714285714285715,-82.0,-39.714285714285715,-55.714285714285715,-89.28571428571429,-17.428571428571427,-72.14285714285714,-74.85714285714286
2020-04-23,-71.14285714285714,-81.42857142857143,-51.857142857142854,-81.85714285714286,-39.0,-54.285714285714285,-89.14285714285714,-16.571428571428573,-71.85714285714286,-74.71428571428571
2020-04-24,-70.57142857142857,-81.14285714285714,-51.142857142857146,-81.28571428571429,-38.285714285714285,-53.285714285714285,-89.0,-15.857142857142858,-71.57142857142857,-74.42857142857143
2020-04-25,-69.85714285714286,-80.85714285714286,-50.0,-82.42857142857143,-37.142857142857146,-52.42857142857143,-89.0,-14.571428571428571,-71.28571428571429,-74.0
2020-04-26,-69.0,-80.57142857142857,-49.0,-82.14285714285714,-36.0,-49.285714285714285,-88.57142857142857,-13.285714285714286,-71.14285714285714,-73.71428571428571
2020-04-27,-68.57142857142857,-80.14285714285714,-48.857142857142854,-81.14285714285714,-36.42857142857143,-48.57142857142857,-88.28571428571429,-13.428571428571429,-69.57142857142857,-73.42857142857143
2020-04-28,-68.85714285714286,-79.85714285714286,-49.0,-80.57142857142857,-36.857142857142854,-47.714285714285715,-88.0,-13.857142857142858,-68.57142857142857,-73.71428571428571
2020-04-29,-68.85714285714286,-79.28571428571429,-49.0,-80.0,-36.857142857142854,-46.857142857142854,-87.57142857142857,-13.857142857142858,-67.71428571428571,-73.85714285714286
2020-04-30,-67.85714285714286,-78.42857142857143,-47.142857142857146,-79.0,-37.142857142857146,-44.42857142857143,-86.85714285714286,-13.285714285714286,-66.57142857142857,-74.14285714285714
2020-05-01,-69.57142857142857,-80.14285714285714,-51.714285714285715,-81.42857142857143,-37.714285714285715,-49.57142857142857,-87.71428571428571,-18.0,-66.71428571428571,-74.28571428571429
2020-05-02,-69.0,-79.28571428571429,-50.142857142857146,-79.28571428571429,-38.0,-48.857142857142854,-86.57142857142857,-18.571428571428573,-65.57142857142857,-74.28571428571429
2020-05-03,-68.85714285714286,-79.0,-50.857142857142854,-78.85714285714286,-38.285714285714285,-50.57142857142857,-85.28571428571429,-19.285714285714285,-64.85714285714286,-74.42857142857143
2020-05-04,-68.0,-78.14285714285714,-49.285714285714285,-76.85714285714286,-36.285714285714285,-49.0,-83.85714285714286,-19.428571428571427,-64.28571428571429,-74.42857142857143
2020-05-05,-66.28571428571429,-77.14285714285714,-47.57142857142857,-74.71428571428571,-35.57142857142857,-48.142857142857146,-82.57142857142857,-19.142857142857142,-63.714285714285715,-73.85714285714286
2020-05-06,-64.71428571428571,-76.42857142857143,-45.714285714285715,-72.71428571428571,-34.57142857142857,-47.285714285714285,-81.42857142857143,-19.285714285714285,-63.0,-73.28571428571429
2020-05-07,-64.28571428571429,-75.85714285714286,-45.57142857142857,-71.14285714285714,-33.57142857142857,-47.857142857142854,-80.57142857142857,-19.857142857142858,-61.714285714285715,-72.28571428571429
2020-05-08,-61.0,-74.71428571428571,-39.0,-66.57142857142857,-32.285714285714285,-40.42857142857143,-78.28571428571429,-15.285714285714286,-59.285714285714285,-72.42857142857143
2020-05-09,-60.142857142857146,-74.42857142857143,-38.142857142857146,-64.42857142857143,-31.142857142857142,-37.714285714285715,-78.28571428571429,-14.714285714285714,-57.857142857142854,-72.42857142857143
2020-05-10,-59.142857142857146,-74.14285714285714,-37.142857142857146,-62.285714285714285,-31.428571428571427,-34.57142857142857,-78.71428571428571,-15.0,-56.857142857142854,-72.57142857142857
2020-05-11,-56.857142857142854,-70.71428571428571,-37.42857142857143,-62.285714285714285,-32.714285714285715,-34.57142857142857,-77.42857142857143,-14.857142857142858,-54.0,-72.28571428571429
2020-05-12,-54.57142857142857,-67.14285714285714,-36.714285714285715,-61.714285714285715,-32.285714285714285,-33.857142857142854,-76.57142857142857,-15.428571428571429,-50.142857142857146,-72.0
2020-05-13,-52.714285714285715,-64.14285714285714,-36.42857142857143,-61.42857142857143,-32.714285714285715,-33.142857142857146,-75.57142857142857,-16.0,-47.285714285714285,-71.85714285714286
2020-05-14,-51.285714285714285,-61.285714285714285,-35.857142857142854,-60.857142857142854,-33.0,-32.714285714285715,-75.0,-16.428571428571427,-44.857142857142854,-71.85714285714286
2020-05-15,-49.857142857142854,-56.285714285714285,-34.857142857142854,-60.57142857142857,-33.142857142857146,-32.714285714285715,-74.14285714285714,-16.857142857142858,-42.142857142857146,-71.0
2020-05-16,-48.285714285714285,-52.714285714285715,-34.142857142857146,-60.285714285714285,-33.285714285714285,-32.42857142857143,-73.0,-17.285714285714285,-38.857142857142854,-70.42857142857143
2020-05-17,-47.857142857142854,-49.285714285714285,-32.142857142857146,-59.42857142857143,-31.857142857142858,-32.714285714285715,-71.42857142857143,-17.285714285714285,-35.42857142857143,-69.57142857142857
2020-05-18,-46.857142857142854,-48.285714285714285,-29.428571428571427,-56.57142857142857,-30.714285714285715,-31.285714285714285,-70.14285714285714,-17.0,-34.142857142857146,-69.0
2020-05-19,-45.857142857142854,-47.57142857142857,-27.428571428571427,-54.285714285714285,-29.571428571428573,-30.142857142857142,-68.42857142857143,-15.857142857142858,-33.0,-68.42857142857143
2020-05-20,-43.285714285714285,-45.42857142857143,-23.857142857142858,-51.57142857142857,-26.857142857142858,-28.285714285714285,-66.85714285714286,-12.571428571428571,-29.714285714285715,-67.85714285714286
2020-05-21,-45.857142857142854,-46.42857142857143,-27.571428571428573,-48.857142857142854,-27.285714285714285,-26.428571428571427,-64.85714285714286,-13.285714285714286,-32.857142857142854,-67.42857142857143
2020-05-22,-44.142857142857146,-45.142857142857146,-26.142857142857142,-46.0,-25.857142857142858,-25.0,-63.142857142857146,-12.285714285714286,-30.428571428571427,-67.0
2020-05-23,-43.142857142857146,-44.714285714285715,-26.142857142857142,-42.714285714285715,-25.285714285714285,-24.0,-61.714285714285715,-12.285714285714286,-30.714285714285715,-66.71428571428571
2020-05-24,-43.0,-43.857142857142854,-27.0,-39.142857142857146,-26.428571428571427,-23.285714285714285,-60.57142857142857,-11.571428571428571,-30.0,-66.28571428571429
2020-05-25,-42.285714285714285,-43.142857142857146,-27.142857142857142,-38.285714285714285,-25.428571428571427,-22.714285714285715,-58.714285714285715,-10.0,-28.714285714285715,-66.42857142857143
2020-05-26,-41.714285714285715,-42.42857142857143,-27.285714285714285,-37.142857142857146,-24.571428571428573,-21.571428571428573,-56.857142857142854,-8.714285714285714,-27.571428571428573,-65.85714285714286
2020-05-27,-42.57142857142857,-42.714285714285715,-28.571428571428573,-36.0,-25.285714285714285,-21.571428571428573,-55.0,-9.714285714285714,-28.0,-65.42857142857143
2020-05-28,-37.857142857142854,-40.142857142857146,-23.0,-35.285714285714285,-23.142857142857142,-21.714285714285715,-53.0,-6.714285714285714,-22.571428571428573,-64.85714285714286
2020-05-29,-37.714285714285715,-39.857142857142854,-22.428571428571427,-34.857142857142854,-23.142857142857142,-21.142857142857142,-51.142857142857146,-5.571428571428571,-22.714285714285715,-64.28571428571429
2020-05-30,-36.857142857142854,-38.57142857142857,-20.714285714285715,-34.285714285714285,-22.571428571428573,-20.285714285714285,-49.142857142857146,-3.7142857142857144,-20.571428571428573,-63.857142857142854
2020-05-31,-35.42857142857143,-37.285714285714285,-17.428571428571427,-33.42857142857143,-22.285714285714285,-19.285714285714285,-47.714285714285715,-1.2857142857142858,-18.714285714285715,-63.285714285714285
2020-06-01,-39.42857142857143,-38.57142857142857,-21.571428571428573,-31.0,-20.571428571428573,-16.571428571428573,-46.857142857142854,-1.1428571428571428,-23.142857142857142,-62.142857142857146
2020-06-02,-38.42857142857143,-36.857142857142854,-19.857142857142858,-31.0,-19.714285714285715,-16.714285714285715,-45.857142857142854,-1.2857142857142858,-22.857142857142858,-62.0
2020-06-03,-38.0,-35.57142857142857,-19.285714285714285,-30.571428571428573,-19.0,-16.0,-45.0,-1.1428571428571428,-23.142857142857142,-62.142857142857146
2020-06-04,-38.57142857142857,-34.42857142857143,-19.857142857142858,-30.714285714285715,-19.428571428571427,-15.285714285714286,-44.57142857142857,-1.4285714285714286,-23.714285714285715,-62.285714285714285
2020-06-05,-39.142857142857146,-32.857142857142854,-20.571428571428573,-29.714285714285715,-19.857142857142858,-15.571428571428571,-43.142857142857146,-2.142857142857143,-23.857142857142858,-62.42857142857143
2020-06-06,-38.857142857142854,-30.714285714285715,-20.857142857142858,-28.428571428571427,-19.142857142857142,-15.0,-41.857142857142854,-4.0,-23.428571428571427,-62.57142857142857
2020-06-07,-38.42857142857143,-28.285714285714285,-22.571428571428573,-28.0,-16.571428571428573,-12.857142857142858,-41.142857142857146,-5.0,-26.714285714285715,-62.57142857142857
2020-06-08,-32.285714285714285,-25.142857142857142,-17.285714285714285,-29.428571428571427,-17.857142857142858,-14.857142857142858,-39.857142857142854,-4.857142857142857,-22.142857142857142,-62.57142857142857
2020-06-09,-31.142857142857142,-25.0,-18.142857142857142,-27.857142857142858,-18.0,-13.714285714285714,-38.857142857142854,-4.142857142857143,-22.285714285714285,-62.42857142857143
2020-06-10,-29.142857142857142,-24.428571428571427,-17.285714285714285,-27.0,-17.857142857142858,-10.857142857142858,-37.285714285714285,-3.4285714285714284,-21.428571428571427,-62.285714285714285
2020-06-11,-26.142857142857142,-23.714285714285715,-19.571428571428573,-25.285714285714285,-16.285714285714285,-16.0,-35.857142857142854,-2.4285714285714284,-21.0,-62.0
2020-06-12,-22.857142857142858,-23.571428571428573,-17.857142857142858,-24.0,-14.285714285714286,-13.428571428571429,-35.0,-1.8571428571428572,-20.0,-61.714285714285715
2020-06-13,-20.142857142857142,-24.0,-18.0,-23.857142857142858,-13.428571428571429,-13.285714285714286,-33.857142857142854,-0.42857142857142855,-20.428571428571427,-61.0
2020-06-14,-16.714285714285715,-24.285714285714285,-18.285714285714285,-22.285714285714285,-12.714285714285714,-10.857142857142858,-32.0,-0.14285714285714285,-18.857142857142858,-60.42857142857143
2020-06-15,-15.714285714285714,-23.857142857142858,-18.571428571428573,-21.285714285714285,-11.857142857142858,-9.714285714285714,-31.142857142857142,0.42857142857142855,-18.571428571428573,-59.0
2020-06-16,-14.857142857142858,-23.142857142857142,-18.428571428571427,-20.571428571428573,-11.714285714285714,-9.428571428571429,-30.428571428571427,0.14285714285714285,-18.0,-57.857142857142854
2020-06-17,-15.142857142857142,-22.714285714285715,-19.142857142857142,-19.714285714285715,-11.142857142857142,-11.428571428571429,-29.857142857142858,0.42857142857142855,-18.285714285714285,-56.57142857142857
2020-06-18,-14.714285714285714,-21.857142857142858,-15.714285714285714,-18.857142857142858,-11.0,-5.571428571428571,-28.857142857142858,1.8571428571428572,-17.428571428571427,-55.857142857142854
2020-06-19,-14.0,-20.714285714285715,-16.428571428571427,-18.428571428571427,-10.571428571428571,-7.0,-28.142857142857142,-5.857142857142857,-17.714285714285715,-54.714285714285715
2020-06-20,-13.571428571428571,-19.857142857142858,-15.571428571428571,-17.428571428571427,-9.714285714285714,-6.714285714285714,-27.714285714285715,-11.142857142857142,-17.142857142857142,-53.57142857142857
2020-06-21,-13.142857142857142,-17.857142857142858,-12.0,-17.285714285714285,-8.571428571428571,-8.714285714285714,-27.0,-11.285714285714286,-14.571428571428571,-52.857142857142854
2020-06-22,-12.428571428571429,-17.142857142857142,-11.428571428571429,-16.571428571428573,-7.714285714285714,-9.0,-26.142857142857142,-11.142857142857142,-14.285714285714286,-52.714285714285715
2020-06-23,-11.0,-16.428571428571427,-10.714285714285714,-15.857142857142858,-5.857142857142857,-8.142857142857142,-24.714285714285715,-10.714285714285714,-14.0,-52.42857142857143
2020-06-24,-9.285714285714286,-15.857142857142858,-10.142857142857142,-15.142857142857142,-5.0,-8.0,-25.571428571428573,-11.428571428571429,-13.285714285714286,-52.0
2020-06-25,-8.428571428571429,-15.714285714285714,-10.0,-14.857142857142858,-3.857142857142857,-7.142857142857143,-24.714285714285715,-12.714285714285714,-12.428571428571429,-51.285714285714285
2020-06-26,-8.714285714285714,-15.714285714285714,-10.142857142857142,-14.571428571428571,-4.142857142857143,-6.142857142857143,-24.142857142857142,-4.714285714285714,-11.857142857142858,-51.0
2020-06-27,-9.0,-15.714285714285714,-10.571428571428571,-14.714285714285714,-4.857142857142857,-5.857142857142857,-23.714285714285715,0.7142857142857143,-11.428571428571429,-51.285714285714285
2020-06-28,-8.142857142857142,-16.0,-12.0,-14.714285714285714,-3.7142857142857144,2.4285714285714284,-23.285714285714285,1.2857142857142858,-12.0,-51.0
2020-06-29,-7.571428571428571,-15.428571428571429,-11.571428571428571,-14.285714285714286,-4.142857142857143,1.8571428571428572,-22.714285714285715,2.0,-11.428571428571429,-51.0
2020-06-30,-7.571428571428571,-14.714285714285714,-10.714285714285714,-13.857142857142858,-5.285714285714286,2.142857142857143,-22.285714285714285,2.4285714285714284,-10.428571428571429,-50.57142857142857
2020-07-01,-7.571428571428571,-14.0,-10.142857142857142,-13.428571428571429,-5.142857142857143,3.2857142857142856,-20.0,3.4285714285714284,-10.0,-50.285714285714285
2020-07-02,-7.142857142857143,-12.714285714285714,-9.428571428571429,-13.0,-4.857142857142857,3.5714285714285716,-19.285714285714285,3.5714285714285716,-9.857142857142858,-50.0
2020-07-03,-6.142857142857143,-11.714285714285714,-8.142857142857142,-13.0,-3.7142857142857144,3.5714285714285716,-18.714285714285715,3.5714285714285716,-9.428571428571429,-49.714285714285715
2020-07-04,-5.857142857142857,-11.285714285714286,-7.142857142857143,-12.571428571428571,-3.857142857142857,4.285714285714286,-18.142857142857142,3.4285714285714284,-9.571428571428571,-48.57142857142857
2020-07-05,-6.0,-10.571428571428571,-5.857142857142857,-12.0,-4.714285714285714,-0.14285714285714285,-17.142857142857142,2.2857142857142856,-8.285714285714286,-47.42857142857143
