,Belgium,France,Germany,Italy,Netherlands,Poland,Spain,Sweden,Switzerland,United Kingdom
2020-10-11,-17.571428571428573,-17.285714285714285,-9.142857142857142,-12.571428571428571,-20.142857142857142,-11.0,-23.285714285714285,-9.428571428571429,-14.142857142857142,-26.714285714285715
2020-10-12,-18.142857142857142,-17.428571428571427,-9.571428571428571,-13.142857142857142,-19.142857142857142,-11.714285714285714,-25.0,-10.0,-14.571428571428571,-27.142857142857142
2020-10-13,-18.857142857142858,-17.857142857142858,-9.428571428571429,-13.571428571428571,-18.0,-12.714285714285714,-25.285714285714285,-9.857142857142858,-14.714285714285714,-27.571428571428573
2020-10-14,-19.571428571428573,-18.285714285714285,-9.714285714285714,-14.0,-17.571428571428573,-13.428571428571429,-25.714285714285715,-10.142857142857142,-15.0,-28.0
2020-10-15,-19.857142857142858,-18.571428571428573,-9.714285714285714,-15.285714285714286,-18.0,-14.285714285714286,-26.428571428571427,-10.142857142857142,-15.714285714285714,-28.0
2020-10-16,-20.142857142857142,-18.714285714285715,-10.0,-16.0,-19.714285714285715,-15.571428571428571,-27.0,-10.428571428571429,-16.142857142857142,-27.857142857142858
2020-10-17,-20.285714285714285,-19.428571428571427,-10.714285714285714,-16.714285714285715,-21.285714285714285,-17.142857142857142,-27.714285714285715,-10.285714285714286,-16.285714285714285,-28.142857142857142
2020-10-18,-19.857142857142858,-18.428571428571427,-11.428571428571429,-16.142857142857142,-23.428571428571427,-19.857142857142858,-29.714285714285715,-10.571428571428571,-16.428571428571427,-28.571428571428573
2020-10-19,-22.285714285714285,-18.142857142857142,-11.571428571428571,-16.285714285714285,-24.714285714285715,-20.571428571428573,-29.142857142857142,-10.142857142857142,-16.857142857142858,-28.428571428571427
2020-10-20,-24.571428571428573,-18.0,-12.285714285714286,-16.857142857142858,-26.428571428571427,-21.142857142857142,-30.428571428571427,-10.142857142857142,-17.571428571428573,-28.285714285714285
2020-10-21,-27.142857142857142,-18.0,-12.285714285714286,-17.0,-28.285714285714285,-22.285714285714285,-31.142857142857142,-10.142857142857142,-18.285714285714285,-28.857142857142858
2020-10-22,-29.428571428571427,-17.714285714285715,-12.285714285714286,-16.714285714285715,-27.571428571428573,-22.857142857142858,-32.142857142857146,-10.142857142857142,-18.857142857142858,-28.714285714285715
2020-10-23,-32.142857142857146,-18.142857142857142,-12.857142857142858,-17.285714285714285,-27.0,-23.714285714285715,-32.285714285714285,-9.285714285714286,-19.857142857142858,-28.857142857142858
2020-10-24,-35.285714285714285,-18.714285714285715,-13.285714285714286,-18.428571428571427,-26.714285714285715,-25.0,-32.57142857142857,-8.857142857142858,-19.857142857142858,-29.571428571428573
2020-10-25,-39.285714285714285,-19.428571428571427,-13.142857142857142,-19.571428571428573,-26.714285714285715,-25.0,-33.142857142857146,-8.0,-19.285714285714285,-29.428571428571427
2020-10-26,-39.42857142857143,-19.571428571428573,-14.285714285714286,-21.0,-27.0,-26.0,-33.142857142857146,-6.714285714285714,-20.285714285714285,-28.714285714285715
2020-10-27,-39.42857142857143,-19.428571428571427,-14.714285714285714,-21.857142857142858,-27.428571428571427,-27.142857142857142,-32.714285714285715,-5.0,-20.428571428571427,-28.571428571428573
2020-10-28,-39.57142857142857,-18.428571428571427,-15.142857142857142,-22.857142857142858,-27.857142857142858,-27.571428571428573,-32.714285714285715,-3.7142857142857144,-20.714285714285715,-27.428571428571427
2020-10-29,-39.42857142857143,-14.571428571428571,-15.428571428571429,-23.857142857142858,-29.0,-28.857142857142858,-32.285714285714285,-2.4285714285714284,-21.142857142857142,-27.571428571428573
2020-10-30,-38.57142857142857,-20.428571428571427,-14.571428571428571,-24.714285714285715,-29.857142857142858,-30.142857142857142,-32.857142857142854,-3.142857142857143,-20.857142857142858,-27.285714285714285
2020-10-31,-37.57142857142857,-26.285714285714285,-15.857142857142858,-25.285714285714285,-29.714285714285715,-30.571428571428573,-33.42857142857143,-5.428571428571429,-21.428571428571427,-27.285714285714285
2020-11-01,-37.714285714285715,-32.714285714285715,-17.142857142857142,-26.714285714285715,-30.142857142857142,-33.285714285714285,-33.142857142857146,-7.285714285714286,-24.142857142857142,-27.285714285714285
2020-11-02,-41.0,-38.0,-18.428571428571427,-26.428571428571427,-30.857142857142858,-34.142857142857146,-34.142857142857146,-10.0,-23.571428571428573,-26.714285714285715
2020-11-03,-43.42857142857143,-43.42857142857143,-20.285714285714285,-26.857142857142858,-31.0,-34.42857142857143,-34.57142857142857,-12.428571428571429,-24.857142857142858,-25.285714285714285
2020-11-04,-45.857142857142854,-49.714285714285715,-22.571428571428573,-26.857142857142858,-30.428571428571427,-35.0,-35.285714285714285,-15.0,-25.714285714285715,-23.571428571428573
2020-11-05,-48.0,-58.857142857142854,-24.857142857142858,-26.714285714285715,-30.428571428571427,-34.0,-36.285714285714285,-17.571428571428573,-26.571428571428573,-27.428571428571427
2020-11-06,-51.0,-57.857142857142854,-27.714285714285715,-28.714285714285715,-30.428571428571427,-32.857142857142854,-36.857142857142854,-18.857142857142858,-27.571428571428573,-31.571428571428573
2020-11-07,-54.42857142857143,-57.285714285714285,-28.285714285714285,-31.0,-30.571428571428573,-34.0,-37.857142857142854,-18.714285714285715,-28.428571428571427,-34.714285714285715
2020-11-08,-55.0,-56.857142857142854,-31.285714285714285,-33.142857142857146,-30.0,-32.42857142857143,-39.0,-18.571428571428573,-28.857142857142858,-39.142857142857146
2020-11-09,-53.57142857142857,-56.42857142857143,-31.285714285714285,-34.714285714285715,-29.714285714285715,-32.857142857142854,-38.57142857142857,-18.714285714285715,-30.0,-43.42857142857143
2020-11-10,-52.857142857142854,-55.857142857142854,-31.285714285714285,-35.857142857142854,-29.714285714285715,-32.142857142857146,-39.142857142857146,-19.285714285714285,-30.285714285714285,-47.857142857142854
2020-11-11,-54.857142857142854,-58.285714285714285,-31.142857142857142,-38.0,-29.857142857142858,-38.285714285714285,-39.42857142857143,-19.571428571428573,-30.571428571428573,-53.285714285714285
2020-11-12,-54.57142857142857,-58.142857142857146,-31.285714285714285,-40.142857142857146,-30.0,-39.857142857142854,-39.714285714285715,-20.142857142857142,-30.571428571428573,-52.42857142857143
2020-11-13,-54.57142857142857,-58.0,-31.0,-40.0,-30.142857142857142,-41.714285714285715,-40.0,-21.0,-30.571428571428573,-51.57142857142857
2020-11-14,-54.285714285714285,-57.857142857142854,-30.714285714285715,-40.0,-30.428571428571427,-41.0,-40.142857142857146,-21.857142857142858,-30.142857142857142,-51.42857142857143
2020-11-15,-55.57142857142857,-58.42857142857143,-30.714285714285715,-41.857142857142854,-31.857142857142858,-40.42857142857143,-40.57142857142857,-23.0,-29.571428571428573,-51.0
2020-11-16,-56.0,-58.714285714285715,-30.857142857142858,-43.0,-32.42857142857143,-40.285714285714285,-41.142857142857146,-23.571428571428573,-29.714285714285715,-50.857142857142854
2020-11-17,-56.285714285714285,-59.0,-31.0,-44.142857142857146,-32.714285714285715,-41.57142857142857,-41.142857142857146,-24.428571428571427,-29.571428571428573,-50.857142857142854
2020-11-18,-53.42857142857143,-56.285714285714285,-31.142857142857142,-44.57142857142857,-32.42857142857143,-36.142857142857146,-41.142857142857146,-24.857142857142858,-29.428571428571427,-50.857142857142854
2020-11-19,-54.0,-56.142857142857146,-31.428571428571427,-45.0,-32.42857142857143,-36.42857142857143,-41.0,-25.285714285714285,-29.714285714285715,-50.857142857142854
2020-11-20,-53.714285714285715,-55.857142857142854,-31.714285714285715,-45.714285714285715,-31.714285714285715,-36.42857142857143,-41.0,-25.0,-29.714285714285715,-51.0
2020-11-21,-53.857142857142854,-55.285714285714285,-32.142857142857146,-46.42857142857143,-31.285714285714285,-36.42857142857143,-40.42857142857143,-25.857142857142858,-29.571428571428573,-50.57142857142857
2020-11-22,-53.57142857142857,-54.42857142857143,-33.42857142857143,-46.0,-29.428571428571427,-38.0,-40.0,-25.571428571428573,-30.285714285714285,-50.0
2020-11-23,-53.285714285714285,-54.0,-33.285714285714285,-45.285714285714285,-28.142857142857142,-38.0,-39.42857142857143,-25.0,-30.0,-49.714285714285715
2020-11-24,-53.0,-53.714285714285715,-33.0,-45.0,-27.142857142857142,-37.857142857142854,-38.857142857142854,-24.428571428571427,-29.857142857142858,-49.57142857142857
2020-11-25,-53.142857142857146,-53.42857142857143,-32.714285714285715,-44.57142857142857,-26.428571428571427,-37.42857142857143,-38.285714285714285,-23.0,-29.142857142857142,-49.285714285714285
2020-11-26,-52.714285714285715,-53.142857142857146,-32.0,-44.142857142857146,-25.428571428571427,-37.0,-38.0,-21.285714285714285,-27.857142857142858,-49.0
2020-11-27,-52.42857142857143,-52.857142857142854,-30.571428571428573,-43.285714285714285,-24.714285714285715,-36.57142857142857,-37.42857142857143,-19.857142857142858,-26.285714285714285,-48.57142857142857
2020-11-28,-51.857142857142854,-49.42857142857143,-29.857142857142858,-42.857142857142854,-24.142857142857142,-34.42857142857143,-36.714285714285715,-17.857142857142858,-25.571428571428573,-48.42857142857143
2020-11-29,-51.285714285714285,-45.285714285714285,-29.857142857142858,-42.142857142857146,-23.857142857142858,-34.285714285714285,-35.42857142857143,-16.857142857142858,-25.571428571428573,-48.42857142857143
2020-11-30,-51.285714285714285,-42.142857142857146,-28.857142857142858,-41.142857142857146,-24.428571428571427,-32.142857142857146,-34.857142857142854,-16.142857142857142,-24.714285714285715,-48.0
2020-12-01,-49.42857142857143,-39.142857142857146,-28.857142857142858,-40.42857142857143,-24.571428571428573,-30.571428571428573,-34.42857142857143,-15.428571428571429,-24.714285714285715,-47.42857142857143
2020-12-02,-47.285714285714285,-36.142857142857146,-28.714285714285715,-40.57142857142857,-24.857142857142858,-29.285714285714285,-33.857142857142854,-16.0,-24.857142857142858,-45.142857142857146
2020-12-03,-45.57142857142857,-33.714285714285715,-28.714285714285715,-40.142857142857146,-25.142857142857142,-28.0,-33.0,-17.0,-25.0,-43.42857142857143
2020-12-04,-43.714285714285715,-30.714285714285715,-29.714285714285715,-40.142857142857146,-25.714285714285715,-26.571428571428573,-32.714285714285715,-18.571428571428573,-26.428571428571427,-41.714285714285715
2020-12-05,-42.0,-30.0,-29.857142857142858,-39.714285714285715,-26.571428571428573,-26.428571428571427,-32.714285714285715,-19.285714285714285,-27.142857142857142,-39.0
2020-12-06,-41.0,-28.428571428571427,-29.857142857142858,-39.42857142857143,-27.714285714285715,-18.285714285714285,-32.57142857142857,-20.285714285714285,-27.857142857142858,-36.57142857142857
2020-12-07,-38.857142857142854,-28.571428571428573,-30.714285714285715,-38.0,-28.0,-19.142857142857142,-31.857142857142858,-20.857142857142858,-28.0,-34.42857142857143
2020-12-08,-38.714285714285715,-28.428571428571427,-30.428571428571427,-40.57142857142857,-28.285714285714285,-19.571428571428573,-34.142857142857146,-21.428571428571427,-28.0,-32.714285714285715
2020-12-09,-39.142857142857146,-28.571428571428573,-30.571428571428573,-39.142857142857146,-29.0,-19.857142857142858,-33.857142857142854,-21.714285714285715,-28.285714285714285,-32.714285714285715
2020-12-10,-39.142857142857146,-28.428571428571427,-30.571428571428573,-38.142857142857146,-29.142857142857142,-19.857142857142858,-33.857142857142854,-21.714285714285715,-28.0,-32.42857142857143
2020-12-11,-39.857142857142854,-29.142857142857142,-30.428571428571427,-36.857142857142854,-30.0,-20.142857142857142,-33.714285714285715,-21.857142857142858,-27.285714285714285,-32.142857142857146
2020-12-12,-40.142857142857146,-29.571428571428573,-30.428571428571427,-35.57142857142857,-30.0,-20.428571428571427,-33.0,-22.285714285714285,-27.285714285714285,-32.285714285714285
2020-12-13,-39.42857142857143,-29.714285714285715,-30.857142857142858,-32.57142857142857,-29.428571428571427,-20.285714285714285,-32.142857142857146,-22.571428571428573,-27.142857142857142,-33.0
2020-12-14,-39.142857142857146,-29.714285714285715,-27.857142857142858,-32.285714285714285,-24.571428571428573,-19.571428571428573,-32.142857142857146,-22.714285714285715,-26.571428571428573,-32.857142857142854
2020-12-15,-38.714285714285715,-29.428571428571427,-25.285714285714285,-27.571428571428573,-28.285714285714285,-18.714285714285715,-28.857142857142858,-22.571428571428573,-25.571428571428573,-32.0
2020-12-16,-38.0,-28.857142857142858,-29.142857142857142,-26.285714285714285,-31.571428571428573,-17.857142857142858,-28.428571428571427,-22.285714285714285,-24.285714285714285,-32.285714285714285
2020-12-17,-37.142857142857146,-28.285714285714285,-32.857142857142854,-25.0,-34.857142857142854,-16.857142857142858,-27.571428571428573,-22.142857142857142,-23.714285714285715,-31.857142857142858
2020-12-18,-36.142857142857146,-27.714285714285715,-36.857142857142854,-23.714285714285715,-37.42857142857143,-16.0,-26.714285714285715,-21.142857142857142,-23.0,-31.857142857142858
2020-12-19,-36.0,-27.714285714285715,-41.42857142857143,-22.571428571428573,-41.0,-15.428571428571429,-26.428571428571427,-20.857142857142858,-22.571428571428573,-32.285714285714285
2020-12-20,-34.857142857142854,-26.714285714285715,-41.857142857142854,-22.571428571428573,-44.0,-13.714285714285714,-25.428571428571427,-20.428571428571427,-22.0,-32.57142857142857
2020-12-21,-33.857142857142854,-25.0,-48.142857142857146,-21.0,-51.42857142857143,-11.428571428571429,-24.0,-18.0,-19.857142857142858,-32.714285714285715
2020-12-22,-32.285714285714285,-23.285714285714285,-54.0,-19.142857142857142,-49.714285714285715,-9.285714285714286,-22.714285714285715,-15.714285714285714,-19.285714285714285,-32.857142857142854
2020-12-23,-31.285714285714285,-21.714285714285715,-53.285714285714285,-16.285714285714285,-48.42857142857143,-6.142857142857143,-20.714285714285715,-13.285714285714286,-19.0,-32.0
2020-12-24,-31.428571428571427,-21.142857142857142,-56.285714285714285,-21.0,-47.142857142857146,-11.285714285714286,-21.0,-20.714285714285715,-22.0,-32.857142857142854
2020-12-25,-37.714285714285715,-29.0,-61.0,-30.571428571428573,-51.714285714285715,-21.285714285714285,-27.571428571428573,-28.428571428571427,-32.0,-41.285714285714285
2020-12-26,-39.42857142857143,-31.285714285714285,-64.28571428571429,-38.857142857142854,-55.142857142857146,-30.0,-29.0,-31.428571428571427,-39.0,-47.142857142857146
2020-12-27,-43.42857142857143,-36.142857142857146,-65.14285714285714,-44.0,-57.142857142857146,-40.142857142857146,-30.0,-32.857142857142854,-42.42857142857143,-49.285714285714285
2020-12-28,-43.42857142857143,-37.57142857142857,-66.14285714285714,-48.0,-56.714285714285715,-43.57142857142857,-30.428571428571427,-34.285714285714285,-46.142857142857146,-52.857142857142854
2020-12-29,-44.142857142857146,-39.142857142857146,-67.14285714285714,-51.285714285714285,-57.714285714285715,-46.857142857142854,-30.857142857142858,-35.714285714285715,-48.285714285714285,-55.857142857142854
2020-12-30,-44.42857142857143,-40.42857142857143,-67.28571428571429,-54.714285714285715,-57.857142857142854,-50.142857142857146,-31.285714285714285,-37.285714285714285,-50.57142857142857,-58.0
2020-12-31,-44.714285714285715,-41.285714285714285,-66.57142857142857,-54.42857142857143,-58.142857142857146,-48.42857142857143,-31.714285714285715,-34.42857142857143,-51.142857142857146,-60.57142857142857
2021-01-01,-44.857142857142854,-41.0,-66.57142857142857,-54.57142857142857,-57.714285714285715,-48.0,-32.0,-34.857142857142854,-51.0,-59.285714285714285
2021-01-02,-44.57142857142857,-40.714285714285715,-64.14285714285714,-52.285714285714285,-55.142857142857146,-43.0,-31.142857142857142,-33.714285714285715,-49.714285714285715,-57.42857142857143
2021-01-03,-43.285714285714285,-41.0,-63.714285714285715,-52.42857142857143,-53.714285714285715,-43.285714285714285,-30.714285714285715,-33.857142857142854,-49.857142857142854,-58.285714285714285
2021-01-04,-45.0,-42.714285714285715,-64.0,-50.57142857142857,-55.285714285714285,-43.285714285714285,-29.714285714285715,-34.857142857142854,-50.857142857142854,-58.57142857142857
2021-01-05,-46.857142857142854,-44.42857142857143,-64.28571428571429,-53.285714285714285,-56.57142857142857,-43.142857142857146,-28.571428571428573,-36.142857142857146,-52.0,-60.57142857142857
2021-01-06,-48.285714285714285,-45.857142857142854,-66.57142857142857,-60.285714285714285,-58.285714285714285,-51.285714285714285,-34.57142857142857,-41.0,-53.714285714285715,-63.42857142857143
2021-01-07,-49.42857142857143,-47.0,-65.0,-56.857142857142854,-60.142857142857146,-49.714285714285715,-35.57142857142857,-37.857142857142854,-53.57142857142857,-64.71428571428571
2021-01-08,-44.285714285714285,-40.714285714285715,-61.142857142857146,-48.142857142857146,-56.714285714285715,-42.0,-31.285714285714285,-32.285714285714285,-47.285714285714285,-62.0
2021-01-09,-42.857142857142854,-39.57142857142857,-60.857142857142854,-45.57142857142857,-55.857142857142854,-40.57142857142857,-34.42857142857143,-32.142857142857146,-44.42857142857143,-62.0
2021-01-10,-41.857142857142854,-39.0,-60.142857142857146,-44.714285714285715,-55.57142857142857,-40.0,-38.57142857142857,-32.857142857142854,-43.714285714285715,-62.57142857142857
2021-01-11,-41.857142857142854,-38.714285714285715,-60.142857142857146,-45.714285714285715,-55.42857142857143,-39.714285714285715,-42.42857142857143,-34.714285714285715,-43.857142857142854,-63.42857142857143
2021-01-12,-42.285714285714285,-39.142857142857146,-60.57142857142857,-43.285714285714285,-55.142857142857146,-40.42857142857143,-46.857142857142854,-36.0,-44.57142857142857,-63.42857142857143
2021-01-13,-43.0,-39.714285714285715,-59.57142857142857,-37.57142857142857,-55.142857142857146,-34.285714285714285,-44.857142857142854,-34.285714285714285,-44.285714285714285,-63.714285714285715
2021-01-14,-43.857142857142854,-40.42857142857143,-59.714285714285715,-39.0,-54.857142857142854,-35.0,-46.0,-34.714285714285715,-44.57142857142857,-64.28571428571429
2021-01-15,-44.285714285714285,-41.142857142857146,-59.57142857142857,-40.714285714285715,-55.0,-35.857142857142854,-46.142857142857146,-34.57142857142857,-44.714285714285715,-64.28571428571429
2021-01-16,-45.42857142857143,-42.857142857142854,-59.57142857142857,-39.714285714285715,-55.57142857142857,-36.857142857142854,-45.285714285714285,-34.57142857142857,-44.42857142857143,-64.57142857142857
2021-01-17,-46.42857142857143,-43.42857142857143,-60.142857142857146,-40.0,-56.0,-37.857142857142854,-44.857142857142854,-34.285714285714285,-45.714285714285715,-64.42857142857143
2021-01-18,-47.0,-44.42857142857143,-60.285714285714285,-41.57142857142857,-56.142857142857146,-39.42857142857143,-45.42857142857143,-34.0,-47.857142857142854,-64.57142857142857
2021-01-19,-47.714285714285715,-45.0,-60.42857142857143,-43.0,-56.857142857142854,-40.42857142857143,-45.857142857142854,-33.857142857142854,-49.0,-64.85714285714286
2021-01-20,-47.714285714285715,-45.0,-60.285714285714285,-44.285714285714285,-56.714285714285715,-40.57142857142857,-46.57142857142857,-33.57142857142857,-50.57142857142857,-65.0
2021-01-21,-47.285714285714285,-45.0,-60.0,-45.142857142857146,-56.714285714285715,-40.42857142857143,-47.142857142857146,-33.42857142857143,-52.0,-64.42857142857143
2021-01-22,-47.0,-45.142857142857146,-59.857142857142854,-46.0,-56.285714285714285,-40.142857142857146,-48.0,-33.285714285714285,-53.42857142857143,-64.14285714285714
2021-01-23,-46.285714285714285,-43.714285714285715,-59.57142857142857,-46.857142857142854,-55.857142857142854,-39.57142857142857,-48.857142857142854,-32.285714285714285,-55.57142857142857,-63.714285714285715
2021-01-24,-46.0,-42.42857142857143,-59.57142857142857,-46.142857142857146,-55.285714285714285,-39.285714285714285,-49.42857142857143,-31.428571428571427,-54.0,-64.28571428571429
2021-01-25,-45.857142857142854,-41.857142857142854,-59.57142857142857,-45.714285714285715,-55.0,-39.0,-50.142857142857146,-30.714285714285715,-54.0,-64.14285714285714
2021-01-26,-45.0,-41.142857142857146,-59.285714285714285,-45.142857142857146,-54.42857142857143,-38.714285714285715,-50.57142857142857,-29.714285714285715,-53.714285714285715,-64.0
2021-01-27,-45.285714285714285,-41.142857142857146,-59.42857142857143,-44.57142857142857,-54.714285714285715,-38.857142857142854,-50.57142857142857,-28.571428571428573,-54.0,-63.285714285714285
2021-01-28,-45.142857142857146,-40.857142857142854,-59.57142857142857,-43.857142857142854,-55.0,-39.142857142857146,-50.42857142857143,-28.0,-54.0,-63.142857142857146
2021-01-29,-44.857142857142854,-40.42857142857143,-59.42857142857143,-43.0,-55.285714285714285,-39.142857142857146,-50.0,-27.142857142857142,-53.714285714285715,-62.857142857142854
2021-01-30,-45.0,-40.142857142857146,-59.285714285714285,-42.0,-55.142857142857146,-39.285714285714285,-50.0,-26.714285714285715,-53.714285714285715,-62.857142857142854
2021-01-31,-44.42857142857143,-40.714285714285715,-58.142857142857146,-41.285714285714285,-54.714285714285715,-35.142857142857146,-50.142857142857146,-26.142857142857142,-54.142857142857146,-62.0
2021-02-01,-44.42857142857143,-41.42857142857143,-57.714285714285715,-39.857142857142854,-54.857142857142854,-33.857142857142854,-49.857142857142854,-26.142857142857142,-54.0,-61.57142857142857
2021-02-02,-44.57142857142857,-41.857142857142854,-57.285714285714285,-38.42857142857143,-55.142857142857146,-32.57142857142857,-49.714285714285715,-26.714285714285715,-54.0,-61.42857142857143
2021-02-03,-44.42857142857143,-42.285714285714285,-57.142857142857146,-37.285714285714285,-55.285714285714285,-31.571428571428573,-49.57142857142857,-27.0,-53.57142857142857,-61.42857142857143
2021-02-04,-43.857142857142854,-42.57142857142857,-56.42857142857143,-36.285714285714285,-54.285714285714285,-30.714285714285715,-49.57142857142857,-26.857142857142858,-52.857142857142854,-61.285714285714285
2021-02-05,-43.57142857142857,-42.714285714285715,-56.142857142857146,-35.142857142857146,-53.57142857142857,-29.714285714285715,-49.714285714285715,-26.857142857142858,-52.285714285714285,-61.142857142857146
2021-02-06,-43.0,-43.42857142857143,-56.285714285714285,-33.857142857142854,-53.42857142857143,-28.285714285714285,-49.714285714285715,-27.142857142857142,-51.714285714285715,-60.857142857142854
2021-02-07,-44.142857142857146,-43.857142857142854,-58.142857142857146,-32.714285714285715,-56.0,-33.0,-49.42857142857143,-27.571428571428573,-52.42857142857143,-61.285714285714285
2021-02-08,-44.714285714285715,-43.42857142857143,-59.142857142857146,-32.714285714285715,-57.285714285714285,-34.42857142857143,-49.57142857142857,-27.857142857142858,-51.857142857142854,-61.857142857142854
2021-02-09,-44.857142857142854,-43.285714285714285,-59.57142857142857,-32.857142857142854,-57.285714285714285,-34.714285714285715,-49.714285714285715,-27.714285714285715,-51.714285714285715,-61.857142857142854
2021-02-10,-44.57142857142857,-43.42857142857143,-59.714285714285715,-33.0,-56.857142857142854,-34.42857142857143,-49.42857142857143,-28.0,-51.714285714285715,-61.714285714285715
2021-02-11,-44.57142857142857,-43.57142857142857,-60.0,-32.42857142857143,-57.0,-33.857142857142854,-49.0,-27.857142857142858,-52.0,-61.42857142857143
2021-02-12,-44.714285714285715,-44.0,-60.0,-32.42857142857143,-57.142857142857146,-34.0,-48.42857142857143,-27.714285714285715,-52.42857142857143,-61.285714285714285
2021-02-13,-43.857142857142854,-43.714285714285715,-59.42857142857143,-33.0,-56.57142857142857,-33.42857142857143,-47.0,-27.285714285714285,-52.57142857142857,-61.0
2021-02-14,-41.42857142857143,-42.285714285714285,-57.0,-31.857142857142858,-53.42857142857143,-30.571428571428573,-45.285714285714285,-26.0,-50.57142857142857,-60.57142857142857
2021-02-15,-40.0,-42.142857142857146,-56.285714285714285,-32.0,-52.857142857142854,-29.142857142857142,-44.42857142857143,-25.857142857142858,-50.714285714285715,-59.42857142857143
2021-02-16,-38.285714285714285,-42.0,-55.57142857142857,-31.857142857142858,-51.857142857142854,-29.0,-43.857142857142854,-25.571428571428573,-50.285714285714285,-58.57142857142857
2021-02-17,-37.142857142857146,-41.57142857142857,-54.714285714285715,-31.571428571428573,-51.142857142857146,-30.0,-43.42857142857143,-25.857142857142858,-49.57142857142857,-58.0
2021-02-18,-36.42857142857143,-41.42857142857143,-54.285714285714285,-32.0,-51.0,-30.428571428571427,-43.0,-26.0,-49.142857142857146,-57.57142857142857
2021-02-19,-35.57142857142857,-40.857142857142854,-53.57142857142857,-31.857142857142858,-50.42857142857143,-30.428571428571427,-42.42857142857143,-25.857142857142858,-48.57142857142857,-57.42857142857143
2021-02-20,-35.57142857142857,-40.857142857142854,-52.714285714285715,-31.0,-49.714285714285715,-30.428571428571427,-42.42857142857143,-26.0,-47.714285714285715,-57.285714285714285
2021-02-21,-34.857142857142854,-40.857142857142854,-50.285714285714285,-31.142857142857142,-47.857142857142854,-29.714285714285715,-43.714285714285715,-26.571428571428573,-46.42857142857143,-56.57142857142857
2021-02-22,-34.714285714285715,-40.714285714285715,-48.857142857142854,-31.142857142857142,-45.285714285714285,-29.142857142857142,-43.714285714285715,-25.857142857142858,-45.714285714285715,-56.57142857142857
2021-02-23,-34.857142857142854,-40.285714285714285,-47.857142857142854,-31.285714285714285,-43.857142857142854,-28.571428571428573,-43.142857142857146,-25.571428571428573,-45.285714285714285,-56.57142857142857
2021-02-24,-34.142857142857146,-39.857142857142854,-46.714285714285715,-31.142857142857142,-42.142857142857146,-26.857142857142858,-42.714285714285715,-24.285714285714285,-44.857142857142854,-56.42857142857143
2021-02-25,-33.857142857142854,-39.142857142857146,-45.57142857142857,-31.0,-40.857142857142854,-25.571428571428573,-42.285714285714285,-22.714285714285715,-44.142857142857146,-56.142857142857146
2021-02-26,-33.714285714285715,-38.857142857142854,-45.285714285714285,-30.857142857142858,-40.285714285714285,-24.714285714285715,-41.714285714285715,-21.285714285714285,-43.57142857142857,-55.285714285714285
2021-02-27,-33.714285714285715,-38.857142857142854,-45.42857142857143,-31.0,-40.285714285714285,-24.142857142857142,-40.857142857142854,-20.285714285714285,-43.714285714285715,-54.42857142857143
2021-02-28,-34.0,-38.714285714285715,-46.285714285714285,-30.571428571428573,-41.142857142857146,-24.857142857142858,-39.142857142857146,-19.0,-44.42857142857143,-53.714285714285715
2021-03-01,-33.714285714285715,-38.142857142857146,-45.0,-30.714285714285715,-41.57142857142857,-25.0,-38.714285714285715,-18.428571428571427,-42.142857142857146,-53.285714285714285
2021-03-02,-33.42857142857143,-37.857142857142854,-43.857142857142854,-31.0,-41.857142857142854,-24.714285714285715,-38.142857142857146,-17.857142857142858,-40.142857142857146,-52.857142857142854
2021-03-03,-33.42857142857143,-37.714285714285715,-43.142857142857146,-31.428571428571427,-41.857142857142854,-24.714285714285715,-37.42857142857143,-17.714285714285715,-38.42857142857143,-52.857142857142854
2021-03-04,-34.142857142857146,-37.714285714285715,-43.285714285714285,-32.0,-42.0,-25.571428571428573,-36.857142857142854,-18.428571428571427,-37.142857142857146,-53.0
2021-03-05,-34.142857142857146,-37.714285714285715,-42.714285714285715,-32.857142857142854,-41.57142857142857,-26.0,-36.42857142857143,-19.428571428571427,-36.142857142857146,-53.285714285714285
2021-03-06,-33.714285714285715,-37.42857142857143,-42.0,-34.142857142857146,-41.0,-26.142857142857142,-36.0,-20.285714285714285,-33.857142857142854,-53.42857142857143
2021-03-07,-33.857142857142854,-37.57142857142857,-42.714285714285715,-35.57142857142857,-41.714285714285715,-26.857142857142858,-36.285714285714285,-21.714285714285715,-34.285714285714285,-53.57142857142857
2021-03-08,-33.57142857142857,-37.857142857142854,-42.285714285714285,-36.285714285714285,-41.0,-25.714285714285715,-35.714285714285715,-22.0,-34.714285714285715,-53.285714285714285
2021-03-09,-34.285714285714285,-38.285714285714285,-42.0,-37.57142857142857,-41.0,-26.0,-35.42857142857143,-22.714285714285715,-35.285714285714285,-52.857142857142854
2021-03-10,-35.0,-38.57142857142857,-41.285714285714285,-38.42857142857143,-41.714285714285715,-25.857142857142858,-35.142857142857146,-23.285714285714285,-35.285714285714285,-53.0
2021-03-11,-34.857142857142854,-39.142857142857146,-40.42857142857143,-39.142857142857146,-42.285714285714285,-26.0,-34.857142857142854,-24.857142857142858,-35.857142857142854,-52.857142857142854
2021-03-12,-35.57142857142857,-39.42857142857143,-39.42857142857143,-39.42857142857143,-43.0,-25.714285714285715,-34.57142857142857,-25.428571428571427,-35.57142857142857,-52.714285714285715
