date,deaths
2020-09-07,1.0
2020-09-08,1.1428571428571428
2020-09-09,0.7142857142857143
2020-09-10,0.5714285714285714
2020-09-11,0.5714285714285714
2020-09-12,0.5714285714285714
2020-09-13,0.5714285714285714
2020-09-14,0.5714285714285714
2020-09-15,0.8571428571428571
2020-09-16,0.8571428571428571
2020-09-17,0.8571428571428571
2020-09-18,1.1428571428571428
2020-09-19,1.1428571428571428
2020-09-20,1.5714285714285714
2020-09-21,1.7142857142857142
2020-09-22,2.2857142857142856
2020-09-23,3.2857142857142856
2020-09-24,3.857142857142857
2020-09-25,3.857142857142857
2020-09-26,4.142857142857143
2020-09-27,4.428571428571429
2020-09-28,4.571428571428571
2020-09-29,3.7142857142857144
2020-09-30,3.0
2020-10-01,3.5714285714285716
2020-10-02,3.7142857142857144
2020-10-03,3.7142857142857144
2020-10-04,3.857142857142857
2020-10-05,3.7142857142857144
2020-10-06,4.428571428571429
2020-10-07,6.142857142857143
2020-10-08,5.714285714285714
2020-10-09,6.428571428571429
2020-10-10,6.571428571428571
2020-10-11,6.428571428571429
2020-10-12,7.428571428571429
2020-10-13,8.428571428571429
2020-10-14,8.0
2020-10-15,9.285714285714286
2020-10-16,9.571428571428571
2020-10-17,11.857142857142858
2020-10-18,12.571428571428571
2020-10-19,14.285714285714286
2020-10-20,14.142857142857142
2020-10-21,14.285714285714286
2020-10-22,14.714285714285714
2020-10-23,14.857142857142858
2020-10-24,14.714285714285714
2020-10-25,16.285714285714285
2020-10-26,17.428571428571427
2020-10-27,18.428571428571427
2020-10-28,19.857142857142858
2020-10-29,19.142857142857142
2020-10-30,20.714285714285715
2020-10-31,22.142857142857142
2020-11-01,23.142857142857142
2020-11-02,22.571428571428573
2020-11-03,23.142857142857142
2020-11-04,23.857142857142858
2020-11-05,25.142857142857142
2020-11-06,26.142857142857142
2020-11-07,26.142857142857142
2020-11-08,27.0
2020-11-09,30.428571428571427
2020-11-10,30.857142857142858
2020-11-11,31.142857142857142
2020-11-12,32.57142857142857
2020-11-13,32.857142857142854
2020-11-14,31.714285714285715
2020-11-15,30.428571428571427
2020-11-16,27.714285714285715
2020-11-17,26.714285714285715
2020-11-18,28.285714285714285
2020-11-19,28.714285714285715
2020-11-20,29.857142857142858
2020-11-21,30.285714285714285
2020-11-22,32.0
2020-11-23,33.0
2020-11-24,34.42857142857143
2020-11-25,35.142857142857146
2020-11-26,36.142857142857146
2020-11-27,34.714285714285715
2020-11-28,35.857142857142854
2020-11-29,35.714285714285715
2020-11-30,35.0
2020-12-01,34.857142857142854
2020-12-02,31.428571428571427
2020-12-03,30.571428571428573
2020-12-04,30.0
2020-12-05,29.714285714285715
2020-12-06,30.285714285714285
2020-12-07,30.0
2020-12-08,30.428571428571427
2020-12-09,32.714285714285715
2020-12-10,31.285714285714285
2020-12-11,32.714285714285715
2020-12-12,32.142857142857146
2020-12-13,28.857142857142858
2020-12-14,30.142857142857142
2020-12-15,29.571428571428573
2020-12-16,28.428571428571427
2020-12-17,29.142857142857142
2020-12-18,28.285714285714285
2020-12-19,28.571428571428573
2020-12-20,31.285714285714285
2020-12-21,31.428571428571427
2020-12-22,33.714285714285715
2020-12-23,34.0
2020-12-24,36.0
2020-12-25,38.142857142857146
2020-12-26,43.285714285714285
2020-12-27,45.57142857142857
2020-12-28,48.285714285714285
2020-12-29,49.714285714285715
2020-12-30,53.42857142857143
2020-12-31,58.714285714285715
2021-01-01,61.57142857142857
2021-01-02,61.142857142857146
2021-01-03,65.42857142857143
2021-01-04,68.71428571428571
2021-01-05,75.0
2021-01-06,79.14285714285714
2021-01-07,78.85714285714286
2021-01-08,83.28571428571429
2021-01-09,88.42857142857143
2021-01-10,89.42857142857143
2021-01-11,91.14285714285714
2021-01-12,91.42857142857143
2021-01-13,97.28571428571429
2021-01-14,98.14285714285714
