date,Cases,Recent
2020-09-01,,
2020-09-02,,
2020-09-03,,
2020-09-04,76.42857142857143,
2020-09-05,81.42857142857143,
2020-09-06,83.14285714285714,
2020-09-07,87.57142857142857,
2020-09-08,87.85714285714286,
2020-09-09,90.57142857142857,
2020-09-10,87.71428571428571,
2020-09-11,83.28571428571429,
2020-09-12,81.14285714285714,
2020-09-13,81.71428571428571,
2020-09-14,80.14285714285714,
2020-09-15,84.28571428571429,
2020-09-16,92.14285714285714,
2020-09-17,98.57142857142857,
2020-09-18,98.14285714285714,
2020-09-19,104.57142857142857,
2020-09-20,103.57142857142857,
2020-09-21,105.0,
2020-09-22,105.14285714285714,
2020-09-23,98.85714285714286,
2020-09-24,97.85714285714286,
2020-09-25,101.0,
2020-09-26,96.71428571428571,
2020-09-27,97.42857142857143,
2020-09-28,97.42857142857143,
2020-09-29,101.57142857142857,
2020-09-30,102.71428571428571,
2020-10-01,103.85714285714286,
2020-10-02,107.0,
2020-10-03,114.0,
2020-10-04,120.14285714285714,
2020-10-05,122.0,
2020-10-06,123.28571428571429,
2020-10-07,128.14285714285714,
2020-10-08,132.57142857142858,
2020-10-09,138.0,
2020-10-10,143.85714285714286,
2020-10-11,154.14285714285714,
2020-10-12,162.28571428571428,
2020-10-13,167.14285714285714,
2020-10-14,176.0,
2020-10-15,177.85714285714286,
2020-10-16,194.42857142857142,
2020-10-17,206.42857142857142,
2020-10-18,216.28571428571428,
2020-10-19,220.57142857142858,
2020-10-20,228.85714285714286,
2020-10-21,226.14285714285714,
2020-10-22,233.28571428571428,
2020-10-23,233.85714285714286,
2020-10-24,230.28571428571428,
2020-10-25,224.85714285714286,
2020-10-26,223.71428571428572,
2020-10-27,221.71428571428572,
2020-10-28,229.14285714285714,
2020-10-29,226.28571428571428,
2020-10-30,227.28571428571428,
2020-10-31,229.14285714285714,
2020-11-01,226.0,
2020-11-02,225.14285714285714,
2020-11-03,223.71428571428572,
2020-11-04,213.71428571428572,
2020-11-05,210.28571428571428,
2020-11-06,199.85714285714286,
2020-11-07,193.28571428571428,
2020-11-08,192.14285714285714,
2020-11-09,187.85714285714286,
2020-11-10,184.85714285714286,
2020-11-11,181.71428571428572,
2020-11-12,177.57142857142858,
2020-11-13,170.14285714285714,
2020-11-14,158.0,
2020-11-15,148.0,
2020-11-16,140.42857142857142,
2020-11-17,136.0,
2020-11-18,126.0,
2020-11-19,121.14285714285714,
2020-11-20,114.42857142857143,
2020-11-21,112.57142857142857,112.57142857142857
2020-11-22,,106.71428571428571
2020-11-23,,101.42857142857143
2020-11-24,,91.0
2020-11-25,,90.71428571428571
2020-11-26,,85.14285714285714
2020-11-27,,76.85714285714286
2020-11-28,,62.42857142857143
2020-11-29,,
2020-11-30,,
2020-12-01,,
