,under 30,30s,40s,50s,over 60
66,58.063441680620485,64.01239315253099,71.78104348907515,84.37835832160144,91.68390315861495
67,58.29899278595016,64.16406060902051,72.25630108789224,84.3906504927994,91.76324870450682
68,58.591962333358424,64.32470145500935,72.4820453811523,84.41778467892716,91.8167689486105
69,58.911913792835804,64.50225864292511,72.70079878844267,84.45068006858118,91.84249434594301
70,59.294425242651016,64.57746981543906,72.95906909853016,84.49182636766942,91.87352181545806
71,59.49330355961141,64.66146117050138,73.21678749656742,84.5326479225088,91.88397610313966
72,59.718194701010894,64.76498789504784,73.49123496208303,84.58340424585063,91.89116922394719
73,60.00215532267343,64.87411762117162,73.72593249526919,84.6084095530136,91.91612392976461
74,60.30463628570965,65.00036762989276,73.94950593446498,84.63698704691411,91.94946347382492
75,60.566944977268165,65.12988068934094,74.0623290222461,84.67839795242737,91.98384487863713
76,60.77781126713322,65.27697558132482,74.13222561723084,84.72872128343738,92.02171580336491
77,60.99070546259443,65.34531717336084,74.22579310681473,84.7850463692691,92.05587599116815
78,61.10281454453374,65.42189152825088,74.34070119567453,84.84471511810769,92.07054767408512
79,61.188471123387025,65.50045162124782,74.46461158330935,84.91214164622481,92.08623980965632
80,61.37680612585415,65.58718007478183,74.58186223220461,84.94324492872765,92.10428683596808
81,61.56430663619544,65.67477795959505,74.73107472116483,84.9780406736158,92.12451035220674
82,61.74319303426989,65.76354581983345,74.80867355542846,85.03144306120768,92.14503358181236
83,61.89906360113143,65.86188815786296,74.88325527048413,85.1014074054919,92.16570666810149
84,62.07582339024002,65.91156381169407,74.9702734037385,85.17496799164324,92.18572323939627
85,62.1599007151777,65.97272454538673,75.06993645529948,85.23787215540575,92.1939296768255
86,62.25410859506252,66.0411627408982,75.17849142322541,85.30405984435129,92.20580403498397
87,62.3537002951141,66.11411983231783,75.2925900410782,85.33725592312462,92.22118932115565
88,62.457931053542715,66.18650803660412,75.4234913146827,85.37279737702868,92.23935766002072
89,62.56792249954978,66.25599813662629,75.48929149578345,85.42618773705578,92.25666253894758
90,62.67246731415479,66.33901272321441,75.55396332335927,85.48737195905576,92.27515913530982
91,62.790229407269216,66.38504964613611,75.63327921733475,85.63066836576066,92.29376277216025
92,62.8474145504739,66.43519758362507,75.71496220077016,85.69936981574372,92.30190498529656
93,62.92216889348946,66.49176428537311,75.81032033833925,85.75769147732774,92.31303719607013
94,63.00390425665461,66.55335436784564,75.90593603486514,85.78873462200671,92.32683828301633
95,63.093167995019606,66.61697312330307,76.02782274498242,85.81209215279578,92.3422663853833
96,63.176886398612844,66.68262055174539,76.08282997932292,85.84652707074072,92.3602277793045
97,63.2532289685776,66.75539516993356,76.13618147751271,85.88773350765284,92.37703313595306
98,63.352461747284735,66.7949489262792,76.20571013113062,85.9288798067411,92.38917866334832
99,63.401032778222586,66.84182307932164,76.27712755043157,85.96464978437584,92.39440937520538
100,63.47026870556722,66.89643624412128,76.35829541595342,86.00745588740276,92.39798452751151
101,63.54079674975187,66.95583664781647,76.4449946666899,86.02731339684289,92.40735413824594
102,63.6021543535858,67.0151082468777,76.56343499267122,86.04862624162054,92.4207556073695
103,,67.06772493985092,76.62489346564342,86.07316247375736,92.43620511783409
104,,67.12721121330209,76.67230884311508,86.10339977159654,92.45023455782182
105,,67.15871468002513,76.72718116562109,86.13500821181985,92.46520595410574
106,,67.19874072002864,76.78676313762246,86.16774724313181,92.47152134290998
107,,67.24297437807488,76.8473998748754,86.2086048806655,92.48060551234252
108,,67.29049255428713,76.90872343601309,86.22628540088174,92.49427101467033
109,,67.34024334415471,76.98749968265058,86.2459143865912,92.51172575028068
110,,67.39012293865626,77.02306734811043,86.27087158349505,92.53065764462829
111,,67.4436305303477,77.06133325026035,86.29633393811939,92.54932550577166
112,,67.4729765194519,77.10732592111361,86.32719666932677,92.56857852158389
113,,67.50712048117119,77.15999059541866,86.35568997027387,92.5764638375485
114,,67.55223430421616,77.2185300668807,86.39522457568255,92.58688244506736
115,,67.59730519238315,77.2820858056438,86.41271265486242,92.60275298145224
116,,67.64354605597528,77.35606654980032,86.42919041860135,92.62474623376258
117,,67.68885308597119,77.38871521375002,86.45197062628131,92.65028609424887
118,,67.73274326499353,77.42185446618882,86.4765549686772,92.66910381207573
119,,67.75585296307011,77.46340731121573,86.50427850547887,92.68919174369597
120,,67.77473357566494,77.50738856926368,86.53297627502711,92.69808324024974
121,,67.81145363006344,77.55793144835336,86.57712946530859,92.70869452064736
122,,67.85009502025184,77.60916115132778,86.60009008646014,92.72619207245299
123,,67.88999225562138,77.67319521386776,86.61742180729797,92.74533091174447
124,,67.93343161842486,77.70245881724267,86.63820543922562,92.82245001548162
125,,67.98142207829497,77.73288756827918,86.66127430846014,92.85232858375659
126,,68.0050362611879,77.76581832061012,86.68599095406854,92.87188844896835
127,,68.03591717218012,77.80267378085388,86.70855466558258,92.88452636260935
128,,68.0707158907887,77.84053494750029,86.73785381336948,92.89578702196877
129,,68.10733934171171,77.87958579123277,86.75079547306517,92.91035880043007
130,,68.14661402135044,77.92232831334573,86.76572168094839,92.9273568299574
131,,68.18785297165708,77.9448463249955,86.7831015120453,92.94107942054559
132,,68.23090592055867,77.97074939722005,86.80309132469795,92.95184055762671
133,,68.25205134796732,78.00011111829278,86.82616019393245,92.96305840079084
134,,68.28179448469291,78.03051533990485,86.84958989011015,92.96853173775452
135,,68.31509048257193,78.06358100407029,86.87979110525502,92.97479717433093
136,,68.35061909410628,78.0946229907182,86.8924681585257,92.98310351621582
137,,68.38813344374752,78.13271718689691,86.90560225925776,92.99340794721391
138,,68.42399480058627,78.15178881441074,86.92149067232283,93.00464719847568
139,,68.46652179723253,78.17453985559283,86.94025367336863,93.01456628371623
140,,68.48736668049527,78.20028348655843,86.96136204954514,93.02555577383886
141,,68.5209310213617,78.2277073830992,86.98161646862279,93.03007288244122
142,,68.55422701924073,78.25649266269723,87.00938811568352,93.03591729309734
143,,68.58492545700152,78.28649214880579,87.02074213682918,93.0435385758577
144,,,78.3200361367481,87.03236076439985,93.05218744730486
145,,,78.33752561638457,87.04523025870691,93.06249901433551
146,,,78.35868224497708,87.05977158451739,93.07137623882417
147,,,78.38405793457585,87.07516686742677,93.0821088317751
148,,,78.41197241960573,87.09112744588047,93.08659739624726
149,,,78.43875855111068,87.1079179263035,93.09120013724018
150,,,78.46269926937883,87.11649357998661,93.09816490500621
151,,,78.49065054854537,87.12718608506977,93.10613585336138
152,,,78.50485308530487,87.13897309854724,93.11557682442128
153,,,78.52279635929376,87.1522876127509,93.12404729505475
154,,,78.5435237229583,87.16649216674776,93.13597160544104
155,,,78.56452091029185,87.17992695659913,93.14206577723633
156,,,78.5877502752508,87.19568306645169,93.14725367289812
157,,,78.60947108060577,87.20353706624843,93.15370464632075
158,,,78.63465053480891,87.21240138148609,93.16137588130894
159,,,78.64718507070545,87.22403203662152,93.16881162722308
160,,,78.66330090257244,87.2353860577672,93.17595479580278
161,,,78.68368485429461,87.2482314969447,93.18411128100419
162,,,78.704081070729,87.2612573495938,93.18753657662683
163,,,78.7261698174508,87.27636397094862,93.19178251599239
164,,,78.74755947557563,87.28400147457944,93.19721303676077
165,,,78.76715848571523,87.29296201033529,93.20362833002068
166,,,78.77804955017328,87.30349815707639,93.21122106865084
167,,,78.78604614254564,87.31505664682318,93.21900648015979
168,,,78.80282426887291,87.32703610133704,93.22730568601214
169,,,78.81967598347354,87.33743994486565,93.23075238973242
170,,,78.8378277575703,87.34961184041586,93.23449880681967
171,,,78.85714467932867,87.35496410673983,93.2398579672626
172,,,78.87895133766924,87.36267377575928,93.24596641112296
173,,,78.88911878410586,87.3718267525515,93.25286695459607
174,,,78.90300243834744,87.38076323317779,93.25936074421398
175,,,78.91816162266068,87.39068597411548,93.26734596463425
176,,,78.93478030772899,87.40059668748839,93.27054290721539
177,,,78.95258866988337,87.41240775609542,93.2743606846281
178,,,78.9715744444116,87.41800057371483,93.2790490580116
179,,,78.9906828660621,87.42485628563543,93.2844082184545
180,,,79.00027387102404,87.43400926242764,93.28991009954836
181,,,79.01415752526562,87.4435350937278,93.29494100249411
182,,,79.03043279839156,87.45349391735981,93.30014317022099
183,,,79.04921007281192,87.4622499845145,93.30241242857099
184,,,79.06959402453408,87.47054900420784,93.30583058816107
185,,,79.08726747485396,87.47484284483178,93.30994807894079
186,,,79.10886563308667,87.47812637001479,93.31440809928276
187,,,79.11833399092633,87.48558346017403,93.31956031478181
188,,,79.13463379347672,87.49331718432303,93.32386334240775
189,,,79.15111756671052,87.50113510142545,93.3284089951403
190,,,79.16547954472898,87.50898910122218,93.33049985267661
191,,,,87.5178293613303,93.33341848998839
192,,,,87.52197887117697,93.33732903582424
193,,,,87.52837753563617,93.34125385372518
194,,,,87.53492053087265,93.345842322653
195,,,,87.54128311263754,93.35011680614875
196,,,,87.5488604784445,93.35486940382516
197,,,,87.55683475388896,93.3567675884827
198,,,,87.56633653005959,93.3595506411761
199,,,,87.57044995721193,93.36325424206807
200,,,,87.57625927099727,93.36704347535061
201,,,,87.583584057944,93.37160340014825
202,,,,87.59181091224869,93.37511432816144
203,,,,87.6003865659318,93.37853248775153
204,,,,87.60791582147966,93.38004532665153
205,,,,87.61645539246847,93.38257861820577
206,,,,87.62029218563103,93.38573988062416
207,,,,87.62754480718911,93.3885586134803
208,,,,87.6343524088506,93.3921623099166
209,,,,87.64037821880186,93.39546629298594
210,,,,,93.39894867686895
211,,,,,93.40038301941094
212,,,,,93.4026308696633
213,,,,,93.40578499604914
214,,,,,93.40903902689064
215,,,,,93.41250713870856
216,,,,,93.41544718411798
217,,,,,93.41783775502128
218,,,,,93.4189581121312
219,,,,,93.41981443603686
220,,,,,93.42244763204675
221,,,,,93.42473116246184
222,,,,,93.42717882162552
223,,,,,93.42964788888683
224,,,,,93.43222399663635
225,,,,,93.43326585738825
226,,,,,93.43522826633871
227,,,,,93.43736194007032
228,,,,,93.43970969477833
229,,,,,93.44224298633257
230,,,,,93.4447762778868
231,,,,,93.44706694433445
232,,,,,93.44802317269577
233,,,,,93.44963591605143
234,,,,,93.45195512662924
235,,,,,93.4543671056302
236,,,,,93.45717156642122
237,,,,,93.45931237618538
238,,,,,93.46202406855329
239,,,,,93.46295175278443
240,,,,,93.46497124999527
241,,,,,93.46744745328913
242,,,,,93.46962394321602
