,Cars,Motorbikes,Buses,Trucks,Vans,Pedestrians & cyclists
2020-11-23,0.6801154867121885,0.9773482331621867,0.7896235442388032,0.7871598098870826,0.7205451742039524,0.7015494599901816
2020-11-24,0.6921579170454734,1.0132890365448506,0.8009584490551652,0.7976720249447523,0.7308396870977324,0.7163966617574865
2020-11-25,0.7105812728001633,1.0416792509815767,0.832084704491174,0.8230330275784822,0.7525320753115585,0.7457995827196858
2020-11-26,0.7337559991233155,1.0770160072485653,0.8602547047245627,0.8478188478188479,0.7783691454599466,0.7930841924398625
2020-11-27,0.7519322256953442,1.144065237088493,0.8735345142794906,0.8680259134804589,0.7981341858458405,0.8368127147766323
2020-11-28,0.7643695634700132,1.1615826034430685,0.8849705541422581,0.8849559531377713,0.8085984468051999,0.8529976681394207
2020-11-29,0.7732102979479292,1.2195711265478708,0.8984993115037225,0.8983743529198075,0.8198442561498309,0.8800288414334806
2020-11-30,0.7867290131158197,1.2467532467532467,0.9220326588403701,0.929373656646384,0.8436938593637276,0.8956400343642611
2020-12-01,0.7935283107696902,1.2443370582905466,0.9235808030122685,0.9427163745345563,0.8528001357984525,0.8897060628375062
2020-12-02,0.8027709422012271,1.2286318332829962,0.9203289222893863,0.953902158447613,0.8614961877413606,0.893578178694158
2020-12-03,0.7977934109868142,1.1247357293868923,0.9122847962906777,0.9641494868767596,0.8511627742492184,0.8252393225331369
2020-12-04,0.8048598078583086,1.0718816067653276,0.9143775137893746,0.9669648533284897,0.8517568924787462,0.8118372606774669
2020-12-05,0.8233081261567019,1.0308064028994262,0.9045129569553684,0.9658598976780796,0.8553605024542741,0.8000828424153167
2020-12-06,0.8432152555091087,0.9704016913319239,0.8995962377762737,0.9692655829019465,0.8620549417905592,0.7798324742268041
2020-12-07,0.8385357770665117,0.9257022047719722,0.8760395515827634,0.9568007749825931,0.8524075933968003,0.7683511291114383
2020-12-08,0.8312851566224879,0.8791905768649955,0.8628764363121494,0.9490660854297219,0.8422722193145008,0.755771354933726
2020-12-09,0.8227085258569515,0.8556327393536697,0.8514948537820617,0.9369191414645961,0.8317690577567793,0.7411450662739323
2020-12-10,0.8288433205974436,0.9139232860163092,0.8511914486428455,0.928336814700451,0.841278485847255,0.8031142611683849
2020-12-11,0.8301613429049711,0.9142253095741468,0.8537587228977525,0.9252944025671298,0.8413244592816828,0.7965758468335788
2020-12-12,0.827415463097622,0.9121111446692841,0.8602858232003797,0.9269821088002905,0.8446734471588417,0.8059032891507119
2020-12-13,0.815285164610502,0.8816067653276957,0.8530896756676858,0.9234477643568553,0.8382866761914193,0.769688880706922
2020-12-14,0.8148333425694745,0.8396254907882816,0.854777852980761,0.9155011655011656,0.823589322846675,0.7269207167403043
2020-12-15,0.8280310394253423,0.829356689821806,0.8602235862487454,0.9174840311203948,0.824865969756553,0.7235886107020127
2020-12-16,0.825849313105685,0.8184838417396557,0.8588232548369782,0.9169845306208942,0.8209546914121625,0.6978154148257242
2020-12-17,0.8207619466989782,0.8196919359710056,0.8479240086820548,0.9065025883207701,0.8102888546249275,0.6702442317133038
2020-12-18,0.8144164680896315,0.8441558441558442,0.8425716308415214,0.9068885659794751,0.8025016621164756,0.657477295041728
2020-12-19,0.7997394908939136,0.7894895801872546,0.8329949199088228,0.8993430811612629,0.7849963928536063,0.6005031909671085
2020-12-20,0.7885487825517811,0.8199939595288432,0.8319835694447686,0.8846683619410892,0.7714872759679176,0.6154056210112911
2020-12-21,0.7766116941529235,0.8447598912715192,0.8309488801238515,0.8731495776950322,0.7617373714512047,0.6135646784486991
2020-12-22,0.7577629766535313,0.8674116581093326,0.8375771154728842,0.8546680592135137,0.7466616213769397,0.6043323514973
2020-12-23,0.7545762583243842,0.8649954696466323,0.8392263946911881,0.8283761692852601,0.7227978724909114,0.5922342906234659
2020-12-24,0.7545627785507846,0.8511023859861069,0.8311900483114336,0.776791390427754,0.6821078466043314,0.5889052528227785
2020-12-25,0.7263680846889242,0.7774086378737541,0.7205171890680795,0.6583265219628854,0.5964805567736551,0.5506075110456554
2020-12-26,0.6920975076897117,0.8248263364542433,0.6950155981360034,0.6018148518148517,0.5523531325590936,0.5530498281786942
2020-12-27,0.677564314745724,0.7964361220175175,0.6920593429333831,0.5881996791087699,0.5348973731486851,0.5433204467353951
2020-12-28,0.6679801957163276,0.8378133494412564,0.668681587975821,0.5310144401053492,0.4917813644915338,0.5621624938635248
2020-12-29,0.6587710140933529,0.8755662941709453,0.6553162026123961,0.49523204068658616,0.4657250364251057,0.5730516691212567
2020-12-30,0.65031520203934,0.9066747206282091,0.6436312149430921,0.47057487966578876,0.4500728502114778,0.5989567992145312
2020-12-31,0.6387660315696297,0.9426155240108729,0.6510607510444139,0.4749341567523386,0.4516607019082512,0.6050779332351498
2021-01-01,0.6372547991738396,0.9909392932648746,0.730716269517119,0.5123437168891715,0.47119941154003936,0.6236714531173294
2021-01-02,0.6440590893364506,0.9800664451827242,0.7527559300145478,0.5375533557351739,0.4864732010241467,0.6323422925871379
2021-01-03,0.6489672246793685,0.9891271519178496,0.7613913070537804,0.5411331093149274,0.4961205494179056,0.6370857879234169
2021-01-04,0.6507660255786193,0.9546964663243733,0.7843800810636294,0.5721021402839586,0.525479891927065,0.6233339469808542
2021-01-05,0.6424944370971357,0.891875566294171,0.7825051928956519,0.5945342536251628,0.5378927192225539,0.5838549337260678
2021-01-06,0.6326137630485457,0.8628813047417699,0.7829252923191822,0.6147337510973874,0.5541673150099727,0.5625429553264605
2021-01-07,0.6183856123886109,0.842343702808819,0.7739087139511905,0.6375896830442285,0.5688646683547168,0.539742881688758
2021-01-08,0.6235024345968874,0.8822108124433706,0.7958394597832598,0.6868661641388913,0.6158247634136336,0.5575447962690231
2021-01-09,0.6220116714869339,0.8822108124433707,0.7858426494270311,0.6954030817667182,0.6259495282418344,0.5563604565537555
2021-01-10,0.6112687911788361,0.9184536393838718,0.7829019534623195,0.693889443889444,0.6248603114877004,0.5638960481099656
