,Black,Mixed,Other,South Asian,Unknown,White,All
2020-12-30,1.6739692169419167,2.076365663322185,2.027401051757542,2.946184185003987,1.9877056399055908,3.931950629554711,3.6493121095875263
2020-12-31,1.814402876081339,2.2993311036789295,2.234984777193468,3.222052199400849,2.17793356113714,4.226247558849679,3.9296405663822176
2021-01-01,1.8424896079092237,2.3272017837235226,2.283420979795184,3.260846138925408,2.2272519110860607,4.28924185539072,3.989577344060688
2021-01-02,1.876193686102685,2.355072463768116,2.324937724882369,3.3190370482122455,2.2615986190862016,4.354565679076575,4.050815327224716
2021-01-03,1.8986630715649926,2.3968784838350055,2.3387766399114307,3.3578309877368047,2.290661218163244,4.396303040421178,4.090664745219899
2021-01-04,1.9604538815863386,2.480490523968785,2.4079712150567394,3.4267979913360205,2.3276499806249342,4.455705982613963,4.148649714670034
2021-01-05,2.061566116166723,2.591973244147157,2.5325214503182947,3.575508092846828,2.4201218867791594,4.5765502032512435,4.267628691255656
2021-01-06,2.2357038534996065,2.8288740245261983,2.719346803210628,3.7953404168193283,2.585690633036249,4.810667681305157,4.493469168342647
2021-01-07,2.5334232108751826,3.1911928651059087,3.148353169111542,4.288885536326214,2.9996124986789727,5.538159595904691,5.17131590097501
2021-01-08,3.010897651949219,3.7346711259754737,3.7780238029338498,4.9979525420806485,3.4866312044245604,6.391640103586307,5.9756235417349455
2021-01-09,3.4939894393888324,4.138795986622074,4.186271796291171,5.657449513998147,3.9260929298622607,7.143980307730535,6.685593784791999
2021-01-10,3.741152679474216,4.389632107023411,4.393855521727097,5.972111467919567,4.149786874273436,7.497777242849322,7.022036728151337
2021-01-11,3.9658465340972926,4.612597547380156,4.5945197896484915,6.219961637104248,4.337372741043436,7.7771263729650615,7.289678431461848
2021-01-12,4.263565891472868,4.9052396878483835,4.864378632715195,6.534623591025669,4.706379680839821,8.355431486665399,7.829353406596624
2021-01-13,4.7410403325469055,5.379041248606466,5.30030445613064,7.084204400956917,5.237432627611231,9.233663220260674,8.649763465240328
2021-01-14,5.387035164588248,5.992196209587513,5.923055632438417,7.920429319597405,5.799309543100715,10.157611924072945,9.527589215934237
2021-01-15,6.117290192113246,6.688963210702341,6.490451148629947,8.71570507985086,6.502096029872829,11.29335347080132,10.595390967519473
2021-01-16,6.69025952140209,7.3021181716833885,7.037088292277885,9.42692730446777,7.18814950505513,12.468502851729479,11.68848490073022
2021-01-17,6.993596225143242,7.636566332218505,7.3692222529753675,9.750210133839092,7.524571106492409,13.019338957847207,12.20351829698226
2021-01-18,7.3643410852713185,7.98494983277592,7.652920011071132,10.067027306622988,7.811674357980766,13.451951561365568,12.615187182475365
2021-01-19,7.937310414560161,8.62597547380156,8.213396069748132,10.780404750102372,8.4994892028041,14.602640907273173,13.68835640668852
2021-01-20,8.723738905740928,9.39241917502787,8.92610019374481,11.793357615465851,9.284179377884243,15.940857188338386,14.944507652308136
2021-01-21,9.49893270419054,10.24247491638796,9.521173539994464,12.713636069742881,10.109381054708141,17.307804304189656,16.22391794598208
2021-01-22,10.56622851365015,11.385172798216276,10.738998062551897,14.021853919265501,11.261316799943637,19.258395033448128,18.050403820989906
2021-01-23,11.38636108302438,12.318840579710146,11.783836147246056,15.228776482251774,12.503963081692323,21.320706002026686,19.968218056015267
2021-01-24,11.824514099539378,12.834448160535118,12.358151120952117,15.830082544882432,12.95663507943777,22.058486661515822,20.666965401759395
2021-01-25,12.318840579710146,13.350055741360089,12.759479656794905,16.474492984762605,13.396096804875471,22.737543824229412,21.315697661652415
2021-01-26,12.94798337265476,14.005016722408026,13.4306670357044,17.267613526153582,13.960615774826504,23.62858795712117,22.165140867692614
2021-01-27,13.695090439276486,14.687848383500556,14.129532244672019,18.168495010668334,14.537464332264769,24.48507743736484,22.99303285787827
2021-01-28,14.470284237726098,15.496098104793758,14.925269858843066,19.261190973943403,15.311586289498713,25.82329371843005,24.25227446652608
2021-01-29,15.296034153465904,16.429765886287626,15.810960420703015,20.364663031530853,16.455595871349562,27.736223758847352,26.030127786511216
2021-01-30,16.031906527356476,17.224080267558527,16.73124827013562,21.48753205888058,17.63307147638003,29.67739931589553,27.83376124017895
2021-01-31,16.45882485114032,17.837235228539576,17.27096595626903,22.23108256643462,18.361397822947122,30.80032846332742,28.886029851280348
2021-02-01,16.902595214020895,18.394648829431436,17.75532798228619,22.87980344403974,18.973473773206045,31.800957435656517,29.82078334196737
2021-02-02,17.453095157847436,18.99386845039019,18.40575698865209,23.77852970969202,19.69739669567055,32.93679604601593,30.892326059323583
2021-02-03,18.05415121896416,19.648829431438127,19.090783282590646,24.71389469600638,20.640610138443655,34.37469667615302,32.24004964098928
2021-02-04,18.823727671048196,20.48494983277592,19.893440354276223,25.806590659281447,21.59439179906295,35.88937463843798,33.663893743560045
2021-02-05,19.520278620379734,21.307134894091416,20.813728203708827,26.869113558481867,22.58252016768239,37.31543350558893,35.01576491771095
2021-02-06,20.183125491517806,22.198996655518393,21.637143647938,27.972585616069313,23.892979180610844,39.126058478896425,36.71993747707642
2021-02-07,20.503314234355692,22.714604236343366,22.10074730141157,28.5803573352874,24.623066896818965,40.04660995562251,37.59467286474213
2021-02-08,20.963936636332996,23.14659977703456,22.59894824245779,29.265716933554604,25.25451791312925,40.89446077270416,38.404266652787136
2021-02-09,21.53690596562184,23.787625418060202,23.29781345142541,30.21185801418134,26.16338464790221,42.096302652166656,39.55111663761996
2021-02-10,22.239074261318954,24.581939799331103,24.065873235538334,31.476971486454445,27.14094479867545,43.36958336407015,40.77977991735718
2021-02-11,23.154701718907987,25.571348940914156,25.124550235261555,32.99640078449966,28.31401697960334,44.900373889106746,42.25949453046407
2021-02-12,24.16582406471183,26.714046822742475,26.217824522557432,34.46841526757042,29.569873533659774,46.53492543571864,43.83468509607369
2021-02-13,24.96910459498933,27.703455964325528,27.24882369222253,35.86930752817949,30.87680980730616,48.271976176702395,45.49315281275897
2021-02-14,25.379170879676437,28.246934225195098,27.81621920841406,36.70122200909503,31.491527812026632,48.985005610277874,46.1945025694742
2021-02-15,25.822941242557018,28.818283166109254,28.362856352062,37.492187331623526,32.130904991721565,49.737054623529005,46.92968366881393
2021-02-16,26.570048309178745,29.68227424749164,29.248546913921945,38.662471173947715,33.084686652340864,50.93093728524671,48.0884884790453
2021-02-17,27.480058420402205,30.824972129319956,30.334901743703295,40.15388262678075,34.29474759573044,52.547629123748365,49.643673010314494
2021-02-18,28.305808336142007,31.911928651059085,31.248270135621368,41.46856613289079,35.36477965265791,53.92680625710992,50.97667670492482
2021-02-19,28.96865520728008,32.77591973244147,32.057846664821476,42.58281428479062,36.1952654384049,54.99635040747313,52.01568928514211
2021-02-20,29.558476575665654,33.58416945373467,32.735953501245504,43.53542102200478,36.960580547433686,56.02153647845382,53.002490995251414
2021-02-21,29.850578586675653,33.8628762541806,33.06116800442845,44.06344964331128,37.24063832035791,56.38309850405532,53.36089178117953
2021-02-22,30.266262217728347,34.308807134894096,33.4763354553003,44.694928770016595,37.63870785923134,56.84541257867007,53.82233177649519
2021-02-23,30.990899898887765,35.075250836120404,34.20979795184058,45.67986379016789,38.32211927995209,57.718208748927445,54.67746775653469
2021-02-24,31.79979777553084,36.06465997770346,35.13700525878771,46.90618332291645,39.28118504949449,58.94703431781739,55.87026656007625
2021-02-25,32.799685428603524,37.20735785953177,36.16800442845281,48.367421711674815,40.3538591608835,60.243124983013864,57.14365877837949
2021-02-26,33.84451185260083,38.44760312151617,37.34431220592306,49.738140908209225,41.4899425793497,61.62666997977194,58.495692603216085
2021-02-27,34.70958319289967,39.53455964325529,38.195405480210354,50.85238906010905,42.3952865748406,62.67466600404561,59.52828048134844
2021-02-28,35.10841478485563,40.05016722408027,38.624411846111265,51.41490118321516,42.88054391094515,63.16619623160159,60.01997350420331
2021-03-01,35.3836647567689,40.41248606465998,38.94962634929421,51.79206448414837,43.329693169408536,63.595702798926865,60.44546769798045
2021-03-02,35.76564430962813,40.900222965440356,39.56545806808746,52.27052307161792,43.86426885546201,64.11984640651025,60.967657724403054
