,Black 44.2%,Mixed 38.5%,Other 43.1%,South Asian 28.5%,Unknown 28.3%,White 15.5%,All 19.3%
2021-07-10,48.081364515080494,42.15833512121863,46.089816532352344,31.966869665539747,31.279379283003905,17.24309917858305,21.43240007146801
2021-07-11,47.975296391973046,42.04186716523125,45.99161379826353,31.853220909075247,31.17000339808574,17.184926862346217,21.36226542895467
2021-07-12,47.869228268865584,41.92846415545407,45.88561719638988,31.73038841471464,31.068060825734833,17.131026808446165,21.295445134023453
2021-07-13,47.7426308316083,41.78747662978515,45.77026795317444,31.608703887591048,30.940986577561304,17.063763515376422,21.21471981762707
2021-07-14,47.5989256325595,41.60051491096331,45.63465465371846,31.46233806487163,30.79515206433709,16.981348594251827,21.117270379523276
2021-07-15,47.45864198586899,41.42581297698226,45.5021589013764,31.314250291296688,30.645069943931574,16.89784076880852,21.018716158892104
2021-07-16,47.287564367953735,41.263370827841975,45.372780696148276,31.179938124565922,30.510916350455915,16.816866494285847,20.92427630077667
2021-07-17,47.10793286914273,41.119318355962854,45.22625598179353,31.003151170065607,30.324729569009463,16.71309026147736,20.80355023769968
2021-07-18,47.03608026961833,41.042694700708005,45.14831730394525,30.918775578145002,30.24154726170923,16.66450569676377,20.7472825207023
2021-07-19,46.94027680358579,40.9415514757716,45.06414353186913,30.843009740501998,30.16084272526477,16.616566939147575,20.691357667247885
2021-07-20,46.851316442269855,40.846538143255586,45.00023381603354,30.784463411414237,30.070935039927505,16.56341204728301,20.632308945957462
2021-07-21,46.7384052144458,40.71781040242743,44.90982494972955,30.70754960653423,29.965452794925525,16.500868113771332,20.56156476825663
2021-07-22,46.62036165808428,40.607472338860454,44.82876872476736,30.6139902767175,29.86988163334655,16.44150353827773,20.493563498899604
2021-07-23,46.509161206439366,40.500199221503664,44.7321247642355,30.524448832230334,29.779619980744172,16.3862621927138,20.42937182446454
2021-07-24,46.3962499786153,40.386796211726484,44.64171589793151,30.410226092147326,29.671305997621346,16.322128580193095,20.354818051841733
2021-07-25,46.32610815527005,40.30710761026144,44.57624740853896,30.34307000878195,29.610423628022872,16.2860130602066,20.311960108969657
2021-07-26,46.247412451029035,40.233548901216786,44.515455239817314,30.269026121994486,29.54812538936399,16.250394314910437,20.268873590402265
2021-07-27,46.155030537354804,40.13547062249058,44.442192882639944,30.1869464645479,29.480163674463384,16.21214266375557,20.221710805268373
2021-07-28,46.04725163806819,40.046587182394944,44.3673717519056,30.097979003679228,29.405476581525733,16.16470068082971,20.166052623458498
2021-07-29,45.941183514960734,39.94544395745855,44.292550621171266,30.009585526429078,29.328311717732348,16.11850063462967,20.111003976836145
2021-07-30,45.83682616803244,39.8688203022037,44.20837684909513,29.92234001641593,29.266721413603676,16.077268335332846,20.061631626647497
2021-07-31,45.723914940208374,39.767677077267294,44.121085529905066,29.81270914528099,29.18460100809878,16.02540505766312,19.999839997013282
2021-08-01,45.6760132071921,39.70024826064302,44.07899864386701,29.751866881719195,29.134691623718638,15.995250833960512,19.964372668289812
2021-08-02,45.580209741159564,39.62362460538817,44.01664770158838,29.682988847498294,29.087260010194257,15.965543707479185,19.927305309699122
2021-08-03,45.496381708381094,39.54393600392313,43.94650289152495,29.59402138662962,29.03062524777708,15.932855932855944,19.88566643720206
2021-08-04,45.38347048055703,39.464247402458085,43.86544666656275,29.508497827472,28.972574616299482,15.89410750701073,19.83854174801739
2021-08-05,45.28253468598703,39.37229901615227,43.80153695072717,29.422974268314377,28.9102763776406,15.855508113572625,19.791607538578816
2021-08-06,45.167912681983815,39.28648052226683,43.7282745935498,29.33515477468272,28.855765418814073,15.818945496364861,19.746463838753556
2021-08-07,45.06355533505552,39.20066202838141,43.65501223637243,29.226097887166304,28.782848162201958,15.772745450164805,19.690767560994473
2021-08-08,45.010521273501794,39.1516228890183,43.611366576777385,29.17386537788211,28.74391176304016,15.748006070586712,19.661281296298483
2021-08-09,44.93011479308162,39.093388911024604,43.5568095022836,29.0958036057651,28.70001982216685,15.721279592247342,19.627033037950042
2021-08-10,44.846286760303144,39.01063536334938,43.50225242778981,29.01716785002955,28.655065979498218,15.692416982739559,19.59061331049608
2021-08-11,44.748772518091464,38.93707665430471,43.4399014855112,28.932792258108947,28.60374072605765,15.657692431885977,19.548250614963862
2021-08-12,44.656390604417226,38.85738805283967,43.38066809034652,28.848416666188342,28.553477374412424,15.622570461280134,19.5058117275332
2021-08-13,44.570851795459596,38.786894290005215,43.3229934687388,28.77379879578237,28.508169564478678,15.593310432020118,19.469353904130017
2021-08-14,44.478469881785365,38.71333558096055,43.26531884713107,28.691145154717276,28.4561363765079,15.55943039814008,19.427905511379066
2021-08-15,44.433989701127395,38.67655622643823,43.22634950820694,28.643504514381164,28.423925355383133,15.539012958367792,19.40321933628475
2021-08-16,44.36384787778215,38.618322248444535,43.17490998082708,28.586680136148914,28.390298465197944,15.516360032489061,19.374914046014567
2021-08-17,44.28857372589944,38.55395837803046,43.12814677411813,28.5321516923907,28.349946196975708,15.491670330380003,19.344399190689657
2021-08-18,44.20474569312097,38.483464615196006,43.0751484731813,28.469587477973377,28.310301863283684,15.464397399881264,19.311027139173262
2021-08-19,44.19790258840436,38.477334722775616,43.07203092606737,28.46556959264383,28.30676219063261,15.462410301119974,19.308550902473982
