date,East Midlands,East of England,London,North East,North West,South East,South West,West Midlands,Yorkshire and The Humber
2020-10-08,58.51418110792843,25.877641466533678,51.473968636191096,161.6493080325296,232.27477175061856,24.720990502117523,20.898510824677764,63.376065439993944,123.67509528030301
2020-10-09,63.581051539061896,27.88755536684697,52.76421323261276,164.78812954772434,242.24771109899007,24.67769629808579,23.151044925541235,66.67105999273699,126.71872007411598
2020-10-10,66.35965790452218,27.950365176231763,53.103751284302675,160.93593950634897,245.53488105180523,24.59110789002233,24.59016393442623,68.14329160140942,132.28632640426167
2020-10-11,70.36412001945024,29.64623002962111,52.01722951889495,169.06834070480812,248.37633304491666,24.374636869863686,26.404705293455137,70.31658588087824,136.74041146837823
2020-10-12,75.75788531710845,32.22143221439752,54.190273049710406,174.91796261948923,261.63644234610337,26.019816623069403,27.59354273557753,73.19094283114345,149.2118496479046
2020-10-13,82.45923008086562,35.36192268363704,57.58565356660956,172.9205307461835,260.9678654065477,30.046177598020243,30.471780753347517,78.51901912919602,162.49987008918563
2020-10-14,88.91540369472924,38.502413152876564,60.9810340835087,180.33956341846198,260.410717956918,31.171826902845208,31.472907020397948,83.28624529061152,172.22462247917343
2020-10-15,95.69847217511757,43.21314885673585,60.64149603181879,185.19046939649022,264.36646484928883,33.899361756844165,31.472907020397948,88.82464038990302,178.53457632000521
2020-10-16,98.06845995742194,45.599921613357886,65.12339831412567,183.9064060493651,271.55366694951186,36.49701399874793,34.601426604930545,95.0640981599909,193.01035277838403
2020-10-17,104.19773870476081,48.67760227321262,67.02481140358918,183.05036381794835,281.9166095126241,40.13372713741321,36.353397572268804,100.32206819096386,203.40321792798932
2020-10-18,106.89462135358991,49.305700367060524,71.03136041353018,178.7701526608646,283.64376660647616,42.514908359158326,37.66737579777249,107.19248236476851,213.5733788243888
2020-10-19,122.01350893035915,52.257761408145676,77.48258339563857,182.05164788129548,294.89814508899593,45.50220843734766,42.67300713302465,114.483534141051,230.87007582337475
2020-10-20,133.45482925872503,53.01147912076317,81.2854095745656,194.32158653160224,308.1025396452196,48.57609692360045,44.988111625578775,124.85926166883763,248.38947707556653
2020-10-21,140.40134517237576,57.21973634954413,84.1375292087609,198.3164502782137,320.69407200685066,52.55916369451956,49.55575021899637,133.62254505379255,262.86525353394535
2020-10-22,151.35232320095454,58.664361965394306,90.8603826322212,203.16735625624196,328.15984783188856,53.728107203376254,54.62395194593918,142.1054033704289,281.34970655002905
2020-10-23,163.20226211247635,60.29741700939886,95.07065447317615,207.59024111856186,332.61702742892606,58.14411601461266,59.00387936428483,145.04986658777375,293.1530319699379
2020-10-24,166.22603962783018,60.48584643755323,98.26231215906137,215.00927379084033,328.9955690063331,59.05329429927898,59.19159053935678,151.49964315910054,298.27522979367194
2020-10-25,173.00910810821856,62.93542900356006,99.688371976159,220.28820088457698,333.67560758322253,60.82835666457989,61.56926542360156,156.61740065591422,301.3930893385535
2020-10-26,176.76839907325305,64.75691347571899,97.85486649703346,219.28948494792408,327.379841402407,64.89801184356246,65.26091853335002,168.81589112777147,312.4540672477763
2020-10-27,177.34046508967134,65.82468023526042,98.12649693838539,216.86403195890998,326.37697599307353,66.1535437604826,69.26542360155175,171.1995042084792,314.1614665223543
2020-10-28,185.59456046942103,64.12881538187108,97.99068171770942,214.58125267513196,319.8026360874432,65.37424808791148,74.08334376173195,176.87811184193,314.0129970202171
2020-10-29,189.92591745087384,64.63129385694941,98.26231215906137,214.86660008560423,318.9669149129987,69.61708008302097,79.33925666374671,184.7300137548496,318.6897863375395
2020-10-30,199.56931601335364,66.45277832910833,99.34883392446908,228.27792837779998,320.52692777196177,70.65614097978248,80.5280941058691,197.5594606304236,325.3709139337143
2020-10-31,205.12652874427422,68.33707261065204,98.60185021075127,226.13782279925812,317.40690205403547,72.86414538540068,84.09460643223626,201.69573038812234,328.11759972325285
2020-11-01,206.92445051016028,69.27921975142391,100.29954046920085,225.85247538878585,315.9583186849983,74.68250195473331,85.90914779126517,200.71424264900736,333.83367555553576
