date,Cases,Recent
2020-09-01,,
2020-09-02,,
2020-09-03,,
2020-09-04,322.57142857142856,
2020-09-05,347.7142857142857,
2020-09-06,350.42857142857144,
2020-09-07,365.7142857142857,
2020-09-08,377.7142857142857,
2020-09-09,386.14285714285717,
2020-09-10,379.2857142857143,
2020-09-11,383.7142857142857,
2020-09-12,397.85714285714283,
2020-09-13,441.57142857142856,
2020-09-14,475.57142857142856,
2020-09-15,506.42857142857144,
2020-09-16,553.2857142857143,
2020-09-17,618.5714285714286,
2020-09-18,632.1428571428571,
2020-09-19,676.1428571428571,
2020-09-20,699.4285714285714,
2020-09-21,739.0,
2020-09-22,774.7142857142857,
2020-09-23,791.1428571428571,
2020-09-24,830.1428571428571,
2020-09-25,920.8571428571429,
2020-09-26,999.1428571428571,
2020-09-27,1094.7142857142858,
2020-09-28,1186.7142857142858,
2020-09-29,1266.2857142857142,
2020-09-30,1328.142857142857,
2020-10-01,1351.7142857142858,
2020-10-02,1439.0,
2020-10-03,1506.142857142857,
2020-10-04,1535.4285714285713,
2020-10-05,1547.4285714285713,
2020-10-06,1554.4285714285713,
2020-10-07,1558.857142857143,
2020-10-08,1564.142857142857,
2020-10-09,1579.0,
2020-10-10,1573.7142857142858,
2020-10-11,1607.5714285714287,
2020-10-12,1617.0,
2020-10-13,1640.7142857142858,
2020-10-14,1687.5714285714287,
2020-10-15,1723.0,
2020-10-16,1827.857142857143,
2020-10-17,1955.4285714285713,
2020-10-18,2047.0,
2020-10-19,2123.1428571428573,
2020-10-20,2204.4285714285716,
2020-10-21,2215.714285714286,
2020-10-22,2249.285714285714,
2020-10-23,2270.5714285714284,
2020-10-24,2247.5714285714284,
2020-10-25,2217.4285714285716,
2020-10-26,2225.8571428571427,
2020-10-27,2240.4285714285716,2240.4285714285716
2020-10-28,,2244.4285714285716
2020-10-29,,2233.714285714286
2020-10-30,,2265.5714285714284
2020-10-31,,2230.285714285714
2020-11-01,,2154.285714285714
2020-11-02,,2049.285714285714
2020-11-03,,1729.5714285714287
2020-11-04,,
2020-11-05,,
2020-11-06,,
