date,Under 18,18 to 64,65 to 84,85+
2020-05-04,1.2603968558065646,30.33513936873045,42.484306656772695,25.92015711869029
2020-05-05,1.3368012365552926,30.520019960043555,42.286403378623,25.856775424778153
2020-05-06,1.303240210303858,31.08018012391512,41.907121164805595,25.709458500975426
2020-05-07,1.2764848380756508,31.035130884103314,41.72583697311801,25.96254730470303
2020-05-08,1.299368166412308,30.622253363497457,40.792472356247195,27.285906113843033
2020-05-09,1.1645774080036815,30.126265494665716,40.64820412263797,28.060952974692636
2020-05-10,1.1476958555107664,29.44849839038564,40.888630104109644,28.515175649993946
2020-05-11,1.0634200639191804,29.095991482111724,41.18638896110517,28.654199492863913
2020-05-12,1.040842731242449,28.404806363389486,41.483453535995245,29.070897369372812
2020-05-13,0.9825398005656655,27.94536551085273,41.79545160838685,29.276643080194752
2020-05-14,0.9936058615271124,27.287790506916867,42.4168622687683,29.30174136278772
2020-05-15,0.9145898488845504,27.584021220980446,42.85763833929247,28.643750590842533
2020-05-16,0.9282701049618439,27.439096008161616,43.19996537222662,28.43266851464992
2020-05-17,0.8666671246579508,27.820787400254197,43.3417870009937,27.970758474094158
2020-05-18,0.949961665543684,28.233780083170007,42.90800457916989,27.908253672116416
2020-05-19,0.9725191476869919,27.9394060679472,43.18978155891007,27.89829322545574
2020-05-20,1.0614732108399731,27.35041567454565,43.46435016473128,28.123760949883092
2020-05-21,1.1293118558340332,27.164017165102674,43.25223607590682,28.454434903156464
2020-05-22,1.1699076491632159,26.41059807694851,44.287701871675395,28.131792402212874
2020-05-23,1.2546878298922237,26.988152481795026,44.34667570996693,27.410483978345813
2020-05-24,1.3285335789781212,26.9327574924576,44.070982066040116,27.667726862524155
2020-05-25,1.2853864306981129,26.686449363660614,44.58804051510055,27.440123690540727
2020-05-26,1.2988617832922167,27.212119581685243,44.57804903415273,26.910969600869812
2020-05-27,1.369694646679944,27.76880134317113,44.40803685382803,26.4534671563209
2020-05-28,1.3146833456363112,28.49828986109989,44.7430961008235,25.4439306924403
2020-05-29,1.3297156493839764,29.238597166261048,44.285440978666955,25.146246205688023
2020-05-30,1.2520121541927967,28.456186500845455,44.56302327595369,25.72877806900806
2020-05-31,1.146897159290648,29.20707234119183,44.99373051748101,24.65229998203652
2020-06-01,1.1389837321832037,29.338962792982564,45.056708208211084,24.465345266623142
2020-06-02,1.1490398767557013,29.109995554560765,44.75752673368531,24.983437834998224
2020-06-03,1.2335319106479414,29.963365096872387,44.120556200530636,24.682546791949033
2020-06-04,1.4513253024243256,29.825027987723974,44.086519142820855,24.63712756703084
2020-06-05,1.619689241186203,30.452965646866897,43.46630668464677,24.46103842730014
2020-06-06,1.760751413181438,31.205364307480572,42.543466284118736,24.490417995219257
2020-06-07,1.8858002526369746,31.11185038550866,41.98763857186792,25.01471078998645
2020-06-08,2.0089529619965805,31.221319460494982,41.50871136880278,25.261016208705655
2020-06-09,2.0283440682461777,32.01414240863288,41.32826996735938,24.62924355576156
2020-06-10,1.7836658201424345,31.088734320269083,42.17532275960424,24.95227709998424
2020-06-11,1.5271392317381167,31.366055252611847,42.07721126411284,25.029594251537198
2020-06-12,1.570512285657671,30.537908930697547,42.26693666956211,25.624642114082665
2020-06-13,1.6605357164136212,31.17353425000766,42.73132368222882,24.434606351349903
2020-06-14,1.5327653100054441,30.952393161993506,43.01143572704674,24.503405800954305
2020-06-15,1.4411037044090251,31.25088383837743,43.438702524176556,23.86930993303699
2020-06-16,1.350635036046833,30.84621443528767,44.17302349074788,23.63012703791762
2020-06-17,1.586198025207105,31.84209048702215,43.992786948906186,22.578924538864555
2020-06-18,1.7285556675647478,31.74552039045206,44.07770203382127,22.448221908161923
2020-06-19,1.6838382023628937,32.47881102744856,44.2230337957273,21.61431697446125
2020-06-20,1.6709470738031844,31.694503046668064,44.72432290858326,21.91022697094549
2020-06-21,1.8433571230942185,32.27687553054533,44.94059546411711,20.939171882243336
2020-06-22,2.2316695946323297,32.314537532539205,45.2096449293413,20.24414794348717
2020-06-23,2.485833509813194,33.11621043590703,45.287126769535,19.110829284744785
2020-06-24,2.416288847774131,32.75836560212856,45.379199984065586,19.44614556603172
2020-06-25,2.5779761188364025,32.81130745194541,45.25471509395571,19.356001335262487
2020-06-26,2.4119955356047673,32.96681463760687,45.08850682816819,19.53268299862017
2020-06-27,2.5799054289151186,33.92858170349293,44.28053333712835,19.21097953046361
2020-06-28,2.590622393870643,33.84498937683984,43.708247408503325,19.85614082078619
2020-06-29,2.504954076521764,33.561343667568856,43.0396166389511,20.89408561695828
2020-06-30,2.469308870663792,33.15764098727043,42.261501137431345,22.111549004634433
2020-07-01,3.36286149345773,32.98738749874307,41.71290656328762,21.93684444451159
2020-07-02,3.451622878884384,33.43718675569417,40.50432854315339,22.60686182226806
2020-07-03,3.3766591770978804,33.611575998797505,40.30389927732421,22.707865546780397
2020-07-04,3.493428372814445,33.333038746576044,40.6667381927947,22.506794687814807
2020-07-05,3.325981931051332,32.88557682657042,41.076208062988535,22.71223317938971
2020-07-06,3.0181192510956287,33.93651813332568,39.66757018923438,23.37779242634431
2020-07-07,2.7347051378942817,35.18929066269395,38.607847852916294,23.468156346495466
2020-07-08,1.973792870251662,35.634879232468364,38.653337173264504,23.737990724015468
2020-07-09,1.9145745520518989,35.700442370475244,39.55007170600378,22.83491137146908
2020-07-10,2.091452468655843,36.00903788455022,38.95734251738417,22.94216712940977
2020-07-11,2.0853159934472028,35.931718296921346,38.833385718169644,23.14957999146181
2020-07-12,3.166740929833971,37.234274942989444,38.37143248904084,21.227551638135747
2020-07-13,3.706191746657051,36.307615228008565,39.63941997600643,20.34677304932796
2020-07-14,3.84385868760268,35.80600120180437,40.24072385599884,20.109416254594116
2020-07-15,4.177506453385442,35.27495973165799,39.90620266674544,20.641331148211133
2020-07-16,4.383904802198652,34.88980567003334,40.91608030201007,19.810209225757944
2020-07-17,4.625530646234134,33.698226165200815,42.02987614472158,19.646367043843473
2020-07-18,5.22690521668087,35.38268860997254,40.9038329439361,18.48657322941048
2020-07-19,4.4332544230300766,37.16840289568683,38.91970595980912,19.478636721473976
2020-07-20,4.2016662861627,38.78830735042408,37.73145269211263,19.278573671300588
2020-07-21,3.967474248691974,39.00767710704223,37.535798584858604,19.48905005940719
2020-07-22,3.576990048283467,39.80066040633334,37.917271611411536,18.705077933971648
2020-07-23,3.081485231194874,39.363788409828324,37.7091825814973,19.845543777479502
2020-07-24,2.8723537744924887,39.97637701308929,37.35014273547728,19.80112647694094
2020-07-25,1.9050918697305843,39.52994844166072,37.64776178309632,20.91719790551237
2020-07-26,1.731480758619473,38.66189288610517,37.8957776561122,21.710848699163165
2020-07-27,1.5815739439367082,38.44716150291094,38.819527757400586,21.15173679575177
2020-07-28,1.7886132814108284,38.63847633374145,39.8127924270549,19.76011795779281
2020-07-29,1.4401812256616995,39.36437644988548,40.556114145986385,18.63932817846645
2020-07-30,1.3091196267101923,39.801248446390495,40.538639266126175,18.35099266077313
2020-07-31,1.2616402243920801,40.85975982748251,39.11705010260153,18.761549845523863
2020-08-01,1.3241402243920801,40.48475982748251,40.04562153117296,18.145478416952436
2020-08-02,1.3515525050938346,38.27219717084091,43.54656138079702,16.829688943268227
2020-08-03,1.7753212215454777,35.84258986318483,44.53535505251752,17.846733862752167
2020-08-04,2.3071981402289934,35.46420762573212,44.02846564008088,18.200128593957995
2020-08-05,2.783388616419469,35.940398101922604,42.12370373531898,19.152509546338944
2020-08-06,3.6075644405952936,37.22244938397388,40.95154256315781,18.218443612273013
2020-08-07,3.82401465704551,35.77223293375743,43.440720052335294,16.963032356861756
2020-08-08,4.048504452963877,35.445702321512535,43.02235270539653,17.483440520127065
2020-08-09,3.7978778865478375,36.30634449297894,40.89439129243014,19.00138632804308
2020-08-10,3.025677114347065,37.20981939645384,41.47354187158072,18.29096161761837
2020-08-11,3.874062445491017,37.91354916422302,39.87060184499537,18.341786545290585
2020-08-12,3.958096058936395,38.48777885609977,40.150713889813304,17.403411195150532
2020-08-13,3.610110710951047,37.9200132883342,40.846684585784,17.62319141493075
2020-08-14,3.9131410139813503,39.62996999829091,39.65620839530781,16.80068059241993
2020-08-15,4.154816631596817,42.7986058736937,36.42044040390072,16.626137090808758
2020-08-16,4.521116997897184,45.735920131762676,35.05890885368992,14.684054016650212
2020-08-17,4.831676004108364,47.996789696980066,32.574436804000484,14.59709749491108
2020-08-18,3.499476457623103,48.50699377861273,33.878291679283926,14.115238084480241
2020-08-19,3.18555778670646,51.602714825652235,31.299329059753358,13.912398327887948
2020-08-20,3.3442879454366192,53.42811165104905,29.55329731372161,13.674303089792712
2020-08-21,2.8566123557202134,52.442158828361535,30.25300576853211,14.448223047386138
2020-08-22,2.6761612279006646,50.4571964223465,32.19285539259226,14.673786957160575
2020-08-23,2.6345361862756227,53.112874078024156,31.085629285366156,13.166960450334068
2020-08-24,2.672409235813572,51.855488833364255,32.00215708418451,13.46994484663766
2020-08-25,2.417307194997245,52.84188339118738,31.866102662415805,12.874706751399563
2020-08-26,2.9951776004538573,50.710394190732664,32.699751771926984,13.594676436886491
2020-08-27,2.7743356404814628,48.58479032599837,34.0524087767579,14.588465256762268
2020-08-28,3.781491749678388,50.479834057776806,30.885167854414938,14.853506338129879
2020-08-29,4.034239002425641,51.61170218964493,29.885167854414938,14.468890953514494
2020-08-30,5.589262925870616,44.28087512197576,32.226247827073855,17.903614125079773
2020-08-31,6.0650066942973115,43.92574244976991,32.42056570431857,17.588685151614214
2020-09-01,6.0650066942973115,41.479108623825745,33.59462153354681,18.861263148330142
2020-09-02,5.240830870121487,40.2028532336463,35.36120937608401,19.195106520148197
2020-09-03,5.861948882543848,41.85916793343926,34.740091363661655,17.538791820355236
2020-09-04,5.4161260486613125,40.473240428108774,37.037048138230375,17.073585384999546
2020-09-05,4.743925908376066,38.67875831447772,39.08871987075317,17.488595906393048
2020-09-06,3.368428340928034,41.51378706281916,39.53984769030204,15.577936905950764
2020-09-07,2.8843885711739787,43.43686398589608,38.8726577373978,14.806089705532134
2020-09-08,3.4558171426025504,45.26445019279264,37.36526857483623,13.914464089768588
2020-09-09,3.872918289630704,44.725914534604385,37.62001706020469,13.781150115560223
2020-09-10,3.237322001860503,44.18732269166471,37.93853911785718,14.6368161886176
2020-09-11,2.7019038545020577,45.414520038265046,37.15673385843998,14.726842248792915
2020-09-12,2.8496284703117802,44.58662452951848,37.82733984819491,14.73640715197484
2020-09-13,2.532168152851462,43.970378030919036,38.92911389114541,14.568339925084084
2020-09-14,2.609743042456427,42.842558482046854,39.59148410238781,14.956214373108907
2020-09-15,2.406502983546265,42.02812549235613,40.56055626733626,15.004815256761336
2020-09-16,2.379721898969321,41.80874852294925,40.785061529534474,15.026468048546949
2020-09-17,2.410846553209553,42.19128056377275,40.53104419008999,14.866828692927697
2020-09-18,2.232759058048887,42.45454033922765,40.78656103097269,14.526139571750772
2020-09-19,2.0030867695530694,43.681744507608286,40.6553197232608,13.659848999577845
2020-09-20,2.24007421990044,44.43543581463957,39.40826722994709,13.916222735512898
2020-09-21,2.030155483665914,44.18663198688838,40.03346659198856,13.749745937457151
2020-09-22,1.9817963954545412,44.504263270822165,39.678466921709614,13.835473412013675
2020-09-23,2.0464353866884997,44.986320978524645,39.77741430059852,13.189829334188332
2020-09-24,1.9133293804669154,44.80809851701073,40.19168805029941,13.086884052222947
2020-09-25,1.982507131681341,43.869366606229676,40.90940721914907,13.238719042939906
2020-09-26,2.2040243099812327,43.91109758433521,40.81108217484564,13.073795930837921
2020-09-27,1.95812596470881,44.25344635308527,40.93264989610391,12.855777786102005
2020-09-28,2.075009081591927,44.74880813416134,40.1552844044527,13.020898379794025
2020-09-29,1.8473455559024023,44.190310300747754,40.29697227844679,13.665371864903042
2020-09-30,1.7843725649350042,43.480962556678875,40.31750091867405,14.417163959712072
2020-10-01,1.5643932688687516,43.11648705633381,41.10683839279413,14.212281282003307
2020-10-02,1.5868785059053094,42.58372747129886,41.60966450602417,14.219729516771666
2020-10-03,1.3693525614046373,42.77421373242063,41.72613152214223,14.130302184032502
2020-10-04,1.4604999771583833,41.60492259889401,42.819776501097714,14.114800922849893
2020-10-05,1.4082217469140512,40.4583391581217,43.805594557133695,14.327844537830552
2020-10-06,1.4523699159083172,39.80262452062918,43.98658446109823,14.758421102364272
2020-10-07,1.467715828750629,40.032458394469806,43.99811607190459,14.501709704874969
2020-10-08,1.6685500398823225,39.273465501609635,43.346275116859985,15.71170934164806
2020-10-09,1.7263797755501749,38.53958704456644,43.56839226560627,16.165640914277112
2020-10-10,1.8465352878280272,37.13932977379255,43.87877005120917,17.135364887170258
2020-10-11,1.7649110337639622,36.99675679700597,43.11328545007054,18.125046719159517
2020-10-12,1.8420115365369887,36.534431453246945,42.69696124662148,18.926595763594584
2020-10-13,1.9152212784490208,36.82639801086236,42.75068716446953,18.507693546219084
2020-10-14,1.7592508445730615,35.83443287725082,43.67537511694804,18.73094116122808
2020-10-15,1.5713073906700321,35.294214566370115,44.202146206056526,18.932331836903327
2020-10-16,1.561187489050848,35.57159381075079,43.80477994247793,19.062438757720432
2020-10-17,1.5405234315957836,35.4984086072641,43.56018039281961,19.400887568320496
2020-10-18,1.6916938368257024,35.071368861212626,43.7364348741009,19.50050242786077
2020-10-19,1.7154571829538854,35.35590639432825,43.781367314596544,19.147269108121318
2020-10-20,1.7069228601338486,34.320408558830415,44.048776096291036,19.923892484744695
2020-10-21,1.7184885752420136,34.31415450547563,43.965288767602836,20.002068151679516
2020-10-22,1.7442202376566012,34.086713870189065,43.80815432804747,20.360911564106857
2020-10-23,1.6687266255776232,33.32597054847013,44.17691158704864,20.828391238903606
2020-10-24,1.6406916313083058,32.95270069830029,44.86971754837212,20.536890122019276
2020-10-25,1.4881795008637113,32.71802596347745,45.073537227902705,20.72025730775613
2020-10-26,1.3082761553477054,32.96733487959425,45.06843109600565,20.655957869052404
2020-10-27,1.316646274555263,33.495771959755466,44.72680228147043,20.460779484218847
2020-10-28,1.2167182027670507,33.413629513324835,44.615588551824786,20.754063732083324
2020-10-29,1.2741425274459492,33.44199933834408,45.118912757635336,20.16494537657463
2020-10-30,1.2572837847671896,33.59643408066781,45.26445809872315,19.881824035841852
2020-10-31,1.3344730270595433,33.571503912586685,45.01693458691336,20.077088473440416
2020-11-01,1.410479805368953,33.25555067722555,45.202768489852524,20.131201027552965
2020-11-02,1.4660399564705056,32.830922227119395,45.15003459953902,20.55300321687108
2020-11-03,1.5818836025916956,32.03113048535961,45.74597356385477,20.64101234819392
2020-11-04,1.6271309815193156,31.93451731786319,45.631480383717594,20.806871316899908
2020-11-05,1.6255615252312892,31.623699578821913,45.377620829129285,21.37311806681751
2020-11-06,1.683159939671778,31.570853658900994,45.2297818668376,21.51620453458963
2020-11-07,1.5921605612758403,32.08144027995816,44.836117295766904,21.490281862999094
2020-11-08,1.485315964132176,32.08545420293446,44.88516604242526,21.544063790508112
2020-11-09,1.4596125009287124,31.8064363457916,45.1337455878798,21.600205565399886
2020-11-10,1.288702224027795,31.988680626030735,44.93177010651671,21.79084704342476
2020-11-11,1.2583916031565983,31.780322898452813,44.87895502304269,22.082330475347895
2020-11-12,1.3040445984128846,32.107450223082346,44.870034322820196,21.71847085568457
2020-11-13,1.323477412874498,32.138191447384266,45.20883670424845,21.32949443549279
2020-11-14,1.408418341615856,31.9790202908583,45.46060155366091,21.151959813864938
2020-11-15,1.409053000454006,32.16261519288185,45.44878103280036,20.97955077386378
2020-11-16,1.359831388732394,32.02954513793679,45.71635200349634,20.894271469834475
2020-11-17,1.368420467830934,32.200967573439264,45.8168825784874,20.613729380242404
2020-11-18,1.3180355451785992,32.46138694200011,45.93998087728836,20.28059663553293
2020-11-19,1.2548100867866638,32.45581532731555,45.79659719917456,20.492777386723226
2020-11-20,1.219349093878862,32.20469360202969,45.44415835129498,21.131798952796466
2020-11-21,1.2651798389518307,32.068651341848145,45.147243008417085,21.518925810782946
2020-11-22,1.3451443232075717,32.19847491664339,44.473286906186736,21.983093853962306
2020-11-23,1.4087304117394304,32.77583501135707,43.90337597835823,21.91205859854527
2020-11-24,1.447529029778195,32.80913283752979,43.63548290563618,22.107855227055833
2020-11-25,1.4917298784344892,32.59552547096222,43.560251257106906,22.35249339349638
2020-11-26,1.5404130365917068,32.45640302065474,43.38607337646106,22.617110566292496
2020-11-27,1.6374325845540805,32.620468848659826,43.158747798655064,22.58335076813102
2020-11-28,1.5627887685162132,32.113325884377865,43.062836869823286,23.26104847728263
2020-11-29,1.5739291197415857,31.80807320436483,43.14666735125318,23.471330324640412
2020-11-30,1.52447498978613,31.19600501938751,43.216193889808395,24.063326101017964
2020-12-01,1.482922419999208,31.24728189522992,42.912408003956855,24.357387680814014
2020-12-02,1.6291355747821272,31.022412712876758,42.73778102177517,24.610670690565946
2020-12-03,1.6185242125652928,31.020621765667162,42.84873020140941,24.512123820358134
2020-12-04,1.506584102431392,30.926104284420607,42.542863779011064,25.024447834136932
2020-12-05,1.5014724435608628,31.219252774680154,42.657996176121785,24.6212786056372
2020-12-06,1.4289077790816294,31.037181923908566,42.85922388307031,24.674686413939494
2020-12-07,1.4845666667465847,30.963906416427523,42.66194984430973,24.889577072516158
2020-12-08,1.5207736427986305,30.72987476328152,42.738361010639956,25.01099058327989
2020-12-09,1.4424399553567837,30.809468588605892,42.380042269019505,25.368049187017814
2020-12-10,1.4561832115177988,30.68483777174286,42.10298496996984,25.7559940467695
2020-12-11,1.3714846056380388,30.805697897332372,42.08498191525797,25.737835581771616
2020-12-12,1.4320022608058136,30.528703498498214,41.87487868431704,26.16441555637893
2020-12-13,1.475202293551549,30.803986165549865,41.56104925309166,26.159762287806924
2020-12-14,1.4618335198612955,30.865971214991863,41.556280308191226,26.115914956955617
2020-12-15,1.504969952475076,30.64034529897766,41.72420003184136,26.130484716705897
2020-12-16,1.5039641330914992,30.5794419089558,42.2170823201831,25.699511637769604
2020-12-17,1.5416743695376867,30.874453145153943,42.255143116596244,25.32872936871212
2020-12-18,1.712373073954065,31.054504879692274,42.380198561642224,24.852923484711425
2020-12-19,1.6662723574592544,31.937676099960445,42.26272474967271,24.133326792907592
2020-12-20,1.6873006212072617,32.59993796313067,41.94653012410058,23.76623129156149
2020-12-21,1.6934043231024611,33.35085678825525,41.74854129387505,23.20719759476724
2020-12-22,1.7133193627619898,34.18214945162661,41.42981069866913,22.674720486942277
2020-12-23,1.664005044225547,35.033903896482954,41.018017489936746,22.284073569354756
2020-12-24,1.6202396420101217,35.67852707662654,40.91808983909594,21.783143442267402
2020-12-25,1.491088735223554,36.40816740853651,40.68285794531617,21.417885910923765
2020-12-26,1.4754555184607674,36.79276111687642,40.48268232285722,21.2491010418056
2020-12-27,1.4986438311227643,37.31950532783115,40.40465606062043,20.77719478042565
2020-12-28,1.5095863302529975,37.688287302084305,40.352935864151966,20.449190503510724
2020-12-29,1.4350796075573844,38.085747972167596,40.181678593089465,20.29749382718556
2020-12-30,1.4320162697383392,38.50622572356065,39.780827754858635,20.28093025184238
2020-12-31,1.4126868097826428,38.68325490292516,39.81126832381085,20.092789963481348
2021-01-01,1.4326380335804036,38.368732326139934,40.084622176065785,20.114007464213874
2021-01-02,1.4283244851685326,38.27181875160404,40.3362126726899,19.96364409053752
2021-01-03,1.3541362292906005,38.149095749928954,40.49829100090874,19.9984770198717
2021-01-04,1.3177549742619121,38.09018694813301,40.53628485689908,20.055773220706005
2021-01-05,1.3224229392723077,38.01666446966927,40.621838507789604,20.039074083268815
2021-01-06,1.3126308386260086,37.79864335512393,41.07470761865697,19.814018187593092
2021-01-07,1.3098097162124822,37.568201733976515,41.025615680657836,20.096372869153168
2021-01-08,1.3051813474690068,37.48046605503227,40.98939133800659,20.224961259492137
2021-01-09,1.2356141285805207,37.41242110010949,41.0143816344901,20.33758313681989
2021-01-10,1.1840531814936683,36.76458925703556,41.39610813400069,20.65524942747009
2021-01-11,1.1087134552015858,36.82224031240436,41.45841889360345,20.610627338790596
2021-01-12,1.0746705345654675,36.76369333847949,41.43519773094971,20.72643839600533
2021-01-13,1.0694349040770512,36.61915240559785,41.59575331278768,20.715659377537424
2021-01-14,1.0349926681901487,36.817404906391175,41.50208387263854,20.645518552780135
2021-01-15,0.9931561770124022,36.99339639351508,41.43274825238085,20.580699177091677
2021-01-16,1.0858759168264946,37.115326751866334,41.08446846365928,20.714328867647897
2021-01-17,1.0625427049216971,37.34111721219046,40.891955733151185,20.704384349736653
2021-01-18,1.0692364300155976,37.154256404363124,41.00252527632832,20.77398188929295
2021-01-19,1.0957634889642323,37.34927803579129,40.91138088137378,20.643577593870702
2021-01-20,1.1305125806356533,37.559546593879965,40.47825559841342,20.83168522707096
2021-01-21,1.1326637366741188,37.708127782690994,40.52398508979649,20.635223390838398
2021-01-22,1.1931636489416755,38.23104573491771,40.11621813254567,20.45957248359495
2021-01-23,1.1778540474120989,38.119907019898214,40.224685160701846,20.47755377198784
2021-01-24,1.262459484505165,38.50078001074631,40.02936806551187,20.207392439236664
2021-01-25,1.3465263594142396,38.96025084414448,39.84523444892422,19.84798834751706
2021-01-26,1.38396056384445,38.86678795044566,39.833686737303864,19.91556474840602
2021-01-27,1.3290802245835527,38.956848285087325,39.80186572141921,19.91220576890991
2021-01-28,1.3566004955251638,38.88109072903434,39.74370397212812,20.01860480331238
2021-01-29,1.398923949512827,38.56900807050759,39.91016174197666,20.121906238002932
2021-01-30,1.4222895518610044,38.57658736974563,39.87200760582471,20.12911547256866
2021-01-31,1.414779160593951,38.41001704124607,40.13312868547462,20.042075112685353
2021-02-01,1.4560976947138298,38.34543356674338,39.98557037026439,20.2128983682784
2021-02-02,1.487370918499231,37.89643597980049,40.384553768833925,20.23163933286636
2021-02-03,1.5339374345940349,37.51655621457487,40.67982137392998,20.269684976901114
2021-02-04,1.5629228235873274,37.45774468113009,40.7264157657658,20.252916729516787
2021-02-05,1.5363759982429368,37.57916315088121,40.6754354653363,20.209025385539555
2021-02-06,1.447134057571221,37.85559521993303,40.47151150356499,20.22575921893076
2021-02-07,1.4712138999805064,38.24852182010615,39.85027899965716,20.429985280256183
2021-02-08,1.4998130787364246,38.29958426451151,39.8784326318353,20.322170024916776
2021-02-09,1.4263621393530397,38.877575253868905,39.550076571446205,20.14598603533185
2021-02-10,1.4799864062764088,39.045299279600734,39.51951913127342,19.955195182849423
2021-02-11,1.535554453712242,39.3798526532412,38.98879118777004,20.09580170527651
2021-02-12,1.4568055283468169,39.40266626259616,39.515627547527814,19.624900661529193
2021-02-13,1.5450602773059021,39.76174410957004,39.230072452466295,19.463123160657762
2021-02-14,1.5930372182710604,39.850761717420944,39.31355860124123,19.24264246306677
2021-02-15,1.5127416968702363,39.72376624105089,39.37901826071397,19.38447380136491
2021-02-16,1.5424926140774904,40.02812239454768,39.20254122909821,19.226843762276612
2021-02-17,1.4765912366851122,40.513744066597944,38.84979412440741,19.159870572309533
2021-02-18,1.3802859608759201,40.45681050117874,39.3832030928686,18.77970044507674
2021-02-19,1.5336548394157248,40.606667890043134,38.80453801104074,19.055139259500404
2021-02-20,1.5970253165309425,41.01749712625807,38.63150860939984,18.753968947811156
2021-02-21,1.5910539167222773,41.26094890798621,38.50086730398722,18.64712987130429
2021-02-22,1.6854901652070688,42.13960202022104,38.19303779844298,17.981870016128912
2021-02-23,1.844375886280958,42.827340164584086,37.76983751333963,17.55844643579532
2021-02-24,1.8878305506579698,43.376833542586375,37.443092373753124,17.29224353300253
2021-02-25,2.0696059119372476,44.213681637920104,36.57238181799035,17.144330632152293
2021-02-26,2.1135720446016992,44.42371306997902,36.147736043433774,17.314978841985507
2021-02-27,1.9115096142783996,44.53619117158756,36.28708944365674,17.265209770477306
2021-02-28,2.022499764949301,44.78252102426633,36.17098889332252,17.02399031746185
2021-03-01,1.9351550444524064,44.88360394755422,35.967982789695306,17.213258218298073
2021-03-02,1.9248041335722488,44.33543428005205,36.260229936015605,17.479531650360094
2021-03-03,2.0960653214247684,44.21913285389875,36.06101762976829,17.6237841949082
2021-03-04,2.0642598785454997,43.977595867395316,36.15989107176254,17.79825318229665
2021-03-05,2.0780281194218952,44.57845497294175,35.6708121057942,17.67270480184216
2021-03-06,2.2799095713033473,44.224642119128895,35.321161756143844,18.174286553423908
2021-03-07,2.098987086640799,44.7596858447933,34.78092206778926,18.360405000776638
2021-03-08,2.246459997961016,45.26865167935794,34.54762243329202,17.93726588938902
2021-03-09,2.39369566987317,44.95317759998146,34.32365099354801,18.32947573659737
