,areaType,areaCode,areaName,date,newCasesBySpecimenDate-0_4,newCasesBySpecimenDate-0_59,newCasesBySpecimenDate-10_14,newCasesBySpecimenDate-15_19,newCasesBySpecimenDate-20_24,newCasesBySpecimenDate-25_29,newCasesBySpecimenDate-30_34,newCasesBySpecimenDate-35_39,newCasesBySpecimenDate-40_44,newCasesBySpecimenDate-45_49,newCasesBySpecimenDate-50_54,newCasesBySpecimenDate-55_59,newCasesBySpecimenDate-5_9,newCasesBySpecimenDate-60+,newCasesBySpecimenDate-60_64,newCasesBySpecimenDate-65_69,newCasesBySpecimenDate-70_74,newCasesBySpecimenDate-75_79,newCasesBySpecimenDate-80_84,newCasesBySpecimenDate-85_89,newCasesBySpecimenDate-90+,newCasesBySpecimenDate-unassigned,newCasesBySpecimenDateRollingRate-0_4,newCasesBySpecimenDateRollingRate-0_59,newCasesBySpecimenDateRollingRate-10_14,newCasesBySpecimenDateRollingRate-15_19,newCasesBySpecimenDateRollingRate-20_24,newCasesBySpecimenDateRollingRate-25_29,newCasesBySpecimenDateRollingRate-30_34,newCasesBySpecimenDateRollingRate-35_39,newCasesBySpecimenDateRollingRate-40_44,newCasesBySpecimenDateRollingRate-45_49,newCasesBySpecimenDateRollingRate-50_54,newCasesBySpecimenDateRollingRate-55_59,newCasesBySpecimenDateRollingRate-5_9,newCasesBySpecimenDateRollingRate-60+,newCasesBySpecimenDateRollingRate-60_64,newCasesBySpecimenDateRollingRate-65_69,newCasesBySpecimenDateRollingRate-70_74,newCasesBySpecimenDateRollingRate-75_79,newCasesBySpecimenDateRollingRate-80_84,newCasesBySpecimenDateRollingRate-85_89,newCasesBySpecimenDateRollingRate-90+,newCasesBySpecimenDateRollingSum-0_4,newCasesBySpecimenDateRollingSum-0_59,newCasesBySpecimenDateRollingSum-10_14,newCasesBySpecimenDateRollingSum-15_19,newCasesBySpecimenDateRollingSum-20_24,newCasesBySpecimenDateRollingSum-25_29,newCasesBySpecimenDateRollingSum-30_34,newCasesBySpecimenDateRollingSum-35_39,newCasesBySpecimenDateRollingSum-40_44,newCasesBySpecimenDateRollingSum-45_49,newCasesBySpecimenDateRollingSum-50_54,newCasesBySpecimenDateRollingSum-55_59,newCasesBySpecimenDateRollingSum-5_9,newCasesBySpecimenDateRollingSum-60+,newCasesBySpecimenDateRollingSum-60_64,newCasesBySpecimenDateRollingSum-65_69,newCasesBySpecimenDateRollingSum-70_74,newCasesBySpecimenDateRollingSum-75_79,newCasesBySpecimenDateRollingSum-80_84,newCasesBySpecimenDateRollingSum-85_89,newCasesBySpecimenDateRollingSum-90+,newCasesBySpecimenDateRollingSum-unassigned
106070,ltla,E08000001,Bolton,2021-04-03,1,20,4,2,0,2,0,1,5,2,2,1,0,1,0,1,0,0,0,0,0,0,15.7,93.5,239.6,162.8,60.3,75.4,96.7,102.9,166.1,82.8,74.8,21.9,34.7,16.9,32.8,21.7,14.4,10.4,0.0,0.0,0.0,3,208,45,27,10,14,19,19,28,16,15,4,7,11,5,3,2,1,0,0,0,1
106071,ltla,E08000001,Bolton,2021-04-04,1,22,6,1,1,2,4,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,20.9,75.5,159.7,108.5,54.3,70.0,96.7,81.3,130.5,62.1,54.8,27.4,44.6,15.4,32.8,21.7,7.2,10.4,0.0,0.0,0.0,4,168,30,18,9,13,19,15,22,12,11,5,9,10,5,3,1,1,0,0,0,1
106072,ltla,E08000001,Bolton,2021-04-05,0,17,2,2,1,4,2,3,0,0,2,1,0,5,2,0,1,0,0,2,0,0,20.9,70.6,143.7,90.4,54.3,86.1,81.4,81.3,118.7,56.9,54.8,27.4,39.6,21.5,45.9,21.7,7.2,10.4,0.0,53.5,0.0,4,157,27,15,9,16,16,15,20,11,11,5,8,14,7,3,1,1,0,2,0,0
106073,ltla,E08000001,Bolton,2021-04-06,1,17,0,1,3,2,4,1,2,2,0,0,1,2,0,1,0,1,0,0,0,0,20.9,68.3,122.4,84.4,60.3,91.5,91.6,65.0,130.5,56.9,44.9,21.9,39.6,18.4,39.3,14.4,7.2,10.4,0.0,53.5,0.0,4,152,23,14,10,17,18,12,22,11,9,4,8,12,6,2,1,1,0,2,0,0
106074,ltla,E08000001,Bolton,2021-04-07,1,29,8,4,2,0,3,1,2,3,3,2,0,1,0,0,0,1,0,0,0,0,26.1,65.2,133.1,90.4,60.3,70.0,91.6,43.3,112.7,56.9,44.9,32.9,29.7,20.0,39.3,14.4,7.2,20.8,0.0,53.5,0.0,5,145,25,15,10,13,18,8,19,11,9,6,6,13,6,2,1,2,0,2,0,0
106075,ltla,E08000001,Bolton,2021-04-08,0,20,5,2,0,0,2,4,2,2,0,2,1,1,1,0,0,0,0,0,0,0,20.9,62.5,133.1,78.4,42.2,64.6,86.5,65.0,100.9,56.9,39.9,43.8,24.8,18.4,32.8,14.4,7.2,20.8,0.0,53.5,0.0,4,139,25,13,7,12,17,12,17,11,8,8,5,12,5,2,1,2,0,2,0,0
106076,ltla,E08000001,Bolton,2021-04-09,1,12,2,2,0,0,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,26.1,61.6,143.7,84.4,42.2,53.8,81.4,70.4,83.1,56.9,39.9,43.8,19.8,18.4,26.2,14.4,14.4,20.8,0.0,53.5,0.0,5,137,27,14,7,10,16,13,14,11,8,8,4,12,4,2,2,2,0,2,0,0
106077,ltla,E08000001,Bolton,2021-04-10,0,10,1,1,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,20.9,57.1,127.8,78.4,48.2,43.1,86.5,75.9,65.3,51.8,34.9,38.3,19.8,16.9,26.2,7.2,14.4,20.8,0.0,53.5,0.0,4,127,24,13,8,8,17,14,11,10,7,7,4,11,4,1,2,2,0,2,0,0
106078,ltla,E08000001,Bolton,2021-04-11,0,13,1,5,0,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15.7,53.0,101.1,102.5,42.2,37.7,71.3,97.5,53.4,46.6,34.9,32.9,9.9,16.9,26.2,7.2,14.4,20.8,0.0,53.5,0.0,3,118,19,17,7,7,14,18,9,9,7,6,2,11,4,1,2,2,0,2,0,0
106079,ltla,E08000001,Bolton,2021-04-12,0,27,5,3,3,1,2,2,3,5,2,1,0,7,0,2,1,0,1,0,3,0,15.7,57.5,117.1,108.5,54.3,21.5,71.3,92.1,71.2,72.5,34.9,32.9,9.9,20.0,13.1,21.7,14.4,20.8,14.9,0.0,146.5,3,128,22,18,9,4,14,17,12,14,7,6,2,13,2,3,2,2,1,0,3,0
106080,ltla,E08000001,Bolton,2021-04-13,0,18,2,1,5,2,2,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,10.4,58.0,127.8,108.5,66.3,21.5,61.1,97.5,77.1,67.3,34.9,32.9,5.0,18.4,13.1,14.4,14.4,20.8,14.9,0.0,146.5,2,129,24,18,11,4,12,18,13,13,7,6,1,12,2,2,2,2,1,0,3,0
106081,ltla,E08000001,Bolton,2021-04-14,1,15,2,2,4,1,0,0,3,1,0,0,1,4,0,2,0,2,0,0,0,0,10.4,51.7,95.8,96.5,78.4,26.9,45.8,92.1,83.1,56.9,19.9,21.9,9.9,23.1,13.1,28.9,14.4,31.2,14.9,0.0,146.5,2,115,18,16,13,5,9,17,14,11,4,4,2,15,2,4,2,3,1,0,3,0
106082,ltla,E08000001,Bolton,2021-04-15,1,29,3,3,2,3,6,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,15.7,55.7,85.2,102.5,90.4,43.1,66.2,75.9,77.1,56.9,24.9,27.4,19.8,21.5,6.6,28.9,14.4,31.2,14.9,0.0,146.5,3,124,16,17,15,8,13,14,13,11,5,5,4,14,1,4,2,3,1,0,3,0
106083,ltla,E08000001,Bolton,2021-04-16,1,16,1,4,2,0,0,1,2,2,0,1,2,1,1,0,0,0,0,0,0,0,15.7,57.5,79.9,114.5,102.5,43.1,61.1,70.4,83.1,62.1,19.9,27.4,29.7,21.5,13.1,28.9,7.2,31.2,14.9,0.0,146.5,3,128,15,19,17,8,12,13,14,12,4,5,6,14,2,4,1,3,1,0,3,0
106084,ltla,E08000001,Bolton,2021-04-17,0,11,0,1,1,1,1,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,15.7,58.0,74.5,114.5,102.5,48.5,61.1,70.4,83.1,62.1,15.0,32.9,34.7,23.1,13.1,36.1,7.2,31.2,14.9,0.0,146.5,3,129,14,19,17,9,12,13,14,12,3,6,7,15,2,5,1,3,1,0,3,0
106085,ltla,E08000001,Bolton,2021-04-18,1,26,7,3,0,2,3,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,20.9,63.8,106.5,102.5,102.5,53.8,71.3,65.0,89.0,72.5,15.0,32.9,49.5,21.5,6.6,36.1,7.2,31.2,14.9,0.0,146.5,4,142,20,17,17,10,14,12,15,14,3,6,10,14,1,5,1,3,1,0,3,0
106086,ltla,E08000001,Bolton,2021-04-19,0,22,4,4,3,1,1,2,4,3,0,0,0,5,2,1,1,0,1,0,0,0,20.9,61.6,101.1,108.5,102.5,53.8,66.2,65.0,94.9,62.1,5.0,27.4,49.5,18.4,19.7,28.9,7.2,31.2,14.9,0.0,0.0,4,137,19,18,17,10,13,12,16,12,1,5,10,12,3,4,1,3,1,0,0,0
106087,ltla,E08000001,Bolton,2021-04-20,1,10,3,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26.1,58.0,106.5,108.5,72.4,43.1,71.3,54.2,77.1,56.9,10.0,27.4,54.5,16.9,19.7,28.9,7.2,20.8,14.9,0.0,0.0,5,129,20,18,12,8,14,10,13,11,2,5,11,11,3,4,1,2,1,0,0,0
106088,ltla,E08000001,Bolton,2021-04-21,1,18,5,2,2,3,0,1,1,2,1,0,0,2,0,2,0,0,0,0,0,0,26.1,59.3,122.4,108.5,60.3,53.8,71.3,59.6,65.3,62.1,15.0,27.4,49.5,13.8,19.7,28.9,7.2,0.0,14.9,0.0,0.0,5,132,23,18,10,10,14,11,11,12,3,5,10,9,3,4,1,0,1,0,0,0
106089,ltla,E08000001,Bolton,2021-04-22,0,10,1,3,1,2,2,0,0,0,1,0,0,5,2,1,0,0,2,0,0,0,20.9,50.8,111.8,108.5,54.3,48.5,50.9,54.2,59.3,51.8,15.0,11.0,34.7,21.5,32.8,36.1,7.2,0.0,44.7,0.0,0.0,4,113,21,18,9,9,10,10,10,10,3,2,7,14,5,5,1,0,3,0,0,0
106090,ltla,E08000001,Bolton,2021-04-23,0,21,2,5,0,2,4,2,2,1,1,1,1,3,1,0,1,0,0,1,0,0,15.7,53.0,117.1,114.5,42.2,59.2,71.3,59.6,59.3,46.6,19.9,11.0,29.7,24.6,32.8,36.1,14.4,0.0,44.7,26.8,0.0,3,118,22,19,7,11,14,11,10,9,4,2,6,16,5,5,2,0,3,1,0,0
106091,ltla,E08000001,Bolton,2021-04-24,0,13,1,3,2,0,1,2,1,1,2,0,0,2,0,0,0,1,1,0,0,0,15.7,53.9,122.4,126.6,48.2,53.8,71.3,59.6,53.4,46.6,29.9,5.5,24.8,26.1,32.8,28.9,14.4,10.4,59.6,26.8,0.0,3,120,23,21,8,10,14,11,9,9,6,1,5,17,5,4,2,1,4,1,0,0
106092,ltla,E08000001,Bolton,2021-04-25,0,25,0,2,5,3,4,1,2,1,3,1,3,2,2,0,0,0,0,0,0,0,10.4,53.5,85.2,120.6,78.4,59.2,76.3,43.3,59.3,41.4,44.9,11.0,24.8,29.2,45.9,28.9,14.4,10.4,59.6,26.8,0.0,2,119,16,20,13,11,15,8,10,8,9,2,5,19,7,4,2,1,4,1,0,0
106093,ltla,E08000001,Bolton,2021-04-26,1,28,2,4,5,3,1,3,3,3,1,0,2,5,2,1,0,2,0,0,0,0,15.7,56.2,74.5,120.6,90.4,70.0,76.3,48.8,53.4,41.4,49.9,11.0,34.7,29.2,45.9,28.9,7.2,31.2,44.7,26.8,0.0,3,125,14,20,15,13,15,9,9,8,10,2,7,19,7,4,1,3,3,1,0,0
106094,ltla,E08000001,Bolton,2021-04-27,2,34,3,6,2,3,3,3,2,4,1,2,3,1,0,0,0,0,1,0,0,0,20.9,67.0,74.5,150.7,102.5,86.1,76.3,65.0,65.3,62.1,49.9,21.9,44.6,30.7,45.9,28.9,7.2,31.2,59.6,26.8,0.0,4,149,14,25,17,16,15,12,11,12,10,4,9,20,7,4,1,3,4,1,0,0
106095,ltla,E08000001,Bolton,2021-04-28,0,32,3,3,5,3,2,4,4,3,1,3,1,0,0,0,0,0,0,0,0,0,15.7,73.3,63.9,156.7,120.6,86.1,86.5,81.3,83.1,67.3,49.9,38.3,49.5,27.7,45.9,14.4,7.2,31.2,59.6,26.8,0.0,3,163,12,26,20,16,17,15,14,13,10,7,10,18,7,2,1,3,4,1,0,0
106096,ltla,E08000001,Bolton,2021-04-29,0,34,7,2,5,2,4,1,5,3,4,1,0,2,0,0,2,0,0,0,0,0,15.7,84.1,95.8,150.7,144.7,86.1,96.7,86.7,112.7,82.8,64.8,43.8,49.5,23.1,32.8,7.2,21.6,31.2,29.8,26.8,0.0,3,187,18,25,24,16,19,16,19,16,13,8,10,15,5,1,3,3,2,1,0,0
106097,ltla,E08000001,Bolton,2021-04-30,0,31,2,4,2,5,7,1,1,1,3,3,2,5,3,2,0,0,0,0,0,0,15.7,88.5,95.8,144.7,156.8,102.3,112.0,81.3,106.8,82.8,74.8,54.8,54.5,26.1,45.9,21.7,14.4,31.2,29.8,0.0,0.0,3,197,18,24,26,19,22,15,18,16,15,10,11,17,7,3,2,3,2,0,0,0
106098,ltla,E08000001,Bolton,2021-05-01,0,34,3,3,4,3,1,5,9,1,1,2,2,7,0,3,3,1,0,0,0,0,15.7,98.0,106.5,144.7,168.8,118.4,112.0,97.5,154.3,82.8,69.8,65.7,64.4,33.8,45.9,43.3,36.1,31.2,14.9,0.0,0.0,3,218,20,24,28,22,22,18,26,16,14,12,13,22,7,6,5,3,1,0,0,0
106099,ltla,E08000001,Bolton,2021-05-02,0,26,4,1,2,2,4,6,2,3,1,1,0,5,1,2,1,1,0,0,0,0,15.7,98.4,127.8,138.7,150.7,113.1,112.0,124.6,154.3,93.2,59.8,65.7,49.5,38.4,39.3,57.8,43.3,41.6,14.9,0.0,0.0,3,219,24,23,25,21,22,23,26,18,12,12,10,25,6,8,6,4,1,0,0,0
106100,ltla,E08000001,Bolton,2021-05-03,3,41,4,8,5,3,2,4,4,3,1,1,3,3,1,1,1,0,0,0,0,0,26.1,104.3,138.4,162.8,150.7,113.1,117.1,130.0,160.2,93.2,59.8,71.2,54.5,35.3,32.8,57.8,50.5,20.8,14.9,0.0,0.0,5,232,26,27,25,21,23,24,27,18,12,13,11,23,5,8,7,2,1,0,0,0
106101,ltla,E08000001,Bolton,2021-05-04,1,66,11,16,7,4,8,2,6,2,3,0,6,1,0,0,0,0,1,0,0,0,20.9,118.7,181.0,223.1,180.9,118.4,142.5,124.6,183.9,82.8,69.8,60.3,69.3,35.3,32.8,57.8,50.5,20.8,14.9,0.0,0.0,4,264,34,37,30,22,28,23,31,16,14,11,14,23,5,8,7,2,1,0,0,0
106102,ltla,E08000001,Bolton,2021-05-05,1,84,15,4,4,9,11,10,6,6,1,0,17,7,3,2,0,2,0,0,0,0,26.1,142.0,244.9,229.1,174.9,150.7,188.3,157.1,195.8,98.3,69.8,43.8,148.6,46.1,52.4,72.2,50.5,41.6,14.9,0.0,0.0,5,316,46,38,29,28,37,29,33,19,14,8,30,30,8,10,7,4,1,0,0,0
106103,ltla,E08000001,Bolton,2021-05-06,0,72,9,7,11,6,6,13,3,4,5,1,7,3,1,2,0,0,0,0,0,0,26.1,159.1,255.5,259.2,211.0,172.3,198.5,222.1,183.9,103.5,74.8,43.8,183.3,47.6,59.0,86.7,36.1,41.6,14.9,0.0,0.0,5,354,48,43,35,32,39,41,31,20,15,8,37,31,9,12,5,4,1,0,0,0
106104,ltla,E08000001,Bolton,2021-05-07,6,91,10,11,7,8,10,11,7,8,1,7,5,2,1,1,0,0,0,0,0,0,57.4,186.1,298.1,301.4,241.2,188.4,213.8,276.3,219.5,139.7,64.8,65.7,198.1,43.0,45.9,79.5,36.1,41.6,14.9,0.0,0.0,11,414,56,50,40,35,42,51,37,27,13,12,40,28,7,11,5,4,1,0,0,0
106105,ltla,E08000001,Bolton,2021-05-08,4,70,7,7,8,6,9,5,8,4,0,2,10,3,2,1,0,0,0,0,0,0,78.3,202.3,319.4,325.5,265.3,204.6,254.5,276.3,213.6,155.3,59.8,65.7,237.7,36.9,59.0,65.0,14.4,31.2,14.9,0.0,0.0,15,450,60,54,44,38,50,51,36,30,12,12,48,24,9,9,2,3,1,0,0,0
106106,ltla,E08000001,Bolton,2021-05-09,7,106,18,11,4,7,6,10,11,8,5,7,12,5,4,0,1,0,0,0,0,0,114.8,238.2,393.9,385.8,277.4,231.5,264.6,298.0,267.0,181.1,79.8,98.6,297.2,36.9,78.7,50.6,14.4,20.8,14.9,0.0,0.0,22,530,74,64,46,43,52,55,45,35,16,18,60,24,12,7,2,2,1,0,0,0
