,Black,Mixed,Other,South Asian,Unknown,White,All
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,0.0,0.0,0.007810669374365383,0.008455801525426595,0.015365636290998809,0.014238512889032403
2020-12-09,0.0,0.03078817733990148,0.041379310344827586,0.027337342810278838,0.028749725186450425,0.053413878535376824,0.04996192469097977
2020-12-10,0.024934546814611644,0.06157635467980296,0.09655172413793103,0.06248535499492307,0.05242596945764489,0.09980346619486845,0.09407588873110695
2020-12-11,0.04986909362922329,0.12315270935960591,0.1103448275862069,0.08591736311801922,0.07271989311866872,0.14458332052863643,0.13590152034263964
2020-12-12,0.08727091385114076,0.12315270935960591,0.13793103448275862,0.10934937124111535,0.08794033586443659,0.17750968400934816,0.16704826728739802
2020-12-13,0.08727091385114076,0.1539408866995074,0.16551724137931034,0.1327813793642115,0.10316077861020446,0.20619220508587927,0.1942539972717992
2020-12-14,0.1122054606657524,0.18472906403940886,0.1793103448275862,0.16792939154885575,0.13021934349156955,0.25170375638588527,0.2374780542563619
2020-12-15,0.31168183518264553,0.43103448275862066,0.4,0.38272279934390374,0.37374642742385555,0.6708197786470338,0.6319611390301793
2020-12-16,0.6607654905872086,0.7389162561576355,0.7172413793103448,0.7576349293134421,0.7762425800341614,1.3574442117648091,1.2786693092668564
2020-12-17,0.98491459917716,1.0160098522167487,1.006896551724138,1.1286417245957978,1.1246216028817373,1.9836304754713225,1.868042039209305
2020-12-18,1.2342600673232764,1.293103448275862,1.2137931034482758,1.4723111770678747,1.3343254807123168,2.399088012901281,2.2615080873481914
2020-12-19,1.5459419025059218,1.6317733990147785,1.5172413793103448,1.9721940170272592,1.5558674806784936,2.895617574190414,2.7331588267973896
2020-12-20,1.7703528238374269,1.8780788177339902,1.710344827586207,2.2846207920018746,1.7993945646107794,3.343562456921341,3.155864678190539
2020-12-21,1.9324273781324026,2.001231527093596,1.903448275862069,2.5345622119815667,1.946525511153202,3.628631594967681,3.4266506822408878
2020-12-22,2.1319037526492957,2.3399014778325125,2.110344827586207,2.8313676482074515,2.179905633254976,4.132917144098937,3.8972843850551553
2020-12-23,2.2690437601296596,2.4938423645320196,2.3586206896551722,3.0695930641255953,2.369315587424532,4.512082512003489,4.252992948122233
2020-12-24,2.3189128537588832,2.6169950738916254,2.4,3.2062797781769894,2.4251238774923474,4.603837311569739,4.342746431154883
2020-12-25,2.3189128537588832,2.6169950738916254,2.4,3.2062797781769894,2.4251238774923474,4.603983650962987,4.34287356073425
2020-12-26,2.3189128537588832,2.6169950738916254,2.4,3.2062797781769894,2.4251238774923474,4.604569008535977,4.343382079051715
2020-12-27,2.3189128537588832,2.6169950738916254,2.413793103448276,3.2101851128641723,2.4335796790177744,4.613056693344339,4.351645501710529
2020-12-28,2.3189128537588832,2.647783251231527,2.4413793103448276,3.225806451612903,2.4454178011533716,4.631641796286784,4.369570772401185
2020-12-29,2.4311183144246353,2.770935960591133,2.5379310344827584,3.3859251737873937,2.528284656102552,4.809444159082628,4.538017465061613
2020-12-30,2.680463782570752,2.9864532019704435,2.7448275862068967,3.721783956885105,2.766738259119582,5.27480342961002,4.976487384296192
2020-12-31,2.8550056102730332,3.294334975369458,2.951724137931034,4.022494727798173,3.0035007018315265,5.626896009763764,5.314906324569444
