date,under 65,85+
2020-12-01,27.25294292214858,36.99547511312217
2020-12-02,26.669304580077164,36.76018099547511
2020-12-03,27.11445246809773,37.212669683257914
2020-12-04,27.460678603224846,38.60633484162896
2020-12-05,28.014640419428233,38.53393665158371
2020-12-06,28.093777821743004,39.05882352941176
2020-12-07,28.855475319022656,40.5972850678733
2020-12-08,29.587496290434267,42.04524886877827
2020-12-09,30.537145118211495,44.036199095022624
2020-12-10,31.031753882678803,45.59276018099547
2020-12-11,31.85280443169453,46.678733031674206
2020-12-12,32.92115936294391,49.3393665158371
2020-12-13,34.078543871797415,50.55203619909502
2020-12-14,34.97873182312791,51.764705882352935
2020-12-15,35.413987535859135,52.70588235294117
2020-12-16,36.136116331981405,52.92307692307692
2020-12-17,37.6792956771194,53.719457013574655
2020-12-18,38.82678801068355,53.755656108597286
2020-12-19,40.55791868631912,53.21266968325792
2020-12-20,42.803442477000694,54.135746606334834
2020-12-21,45.098427144129,54.44343891402714
2020-12-22,47.868236225145914,55.095022624434385
2020-12-23,49.49055297259867,54.841628959276015
2020-12-24,49.925808685329905,53.32126696832579
2020-12-25,51.65693936096548,53.484162895927604
2020-12-26,53.93213967751509,54.87782805429864
2020-12-27,57.117420120684535,55.78280542986425
2020-12-28,60.25323968740726,57.303167420814475
2020-12-29,63.319814027104556,59.2760180995475
2020-12-30,67.43495894747255,62.570135746606326
2020-12-31,70.5509941636166,64.70588235294117
2021-01-01,74.19131467009595,68.63348416289593
2021-01-02,77.2875655356613,71.29411764705881
2021-01-03,80.07715896725689,74.2262443438914
2021-01-04,83.04481155406074,77.4660633484163
2021-01-05,86.14106241962608,80.43438914027149
2021-01-06,90.08804036007518,83.60180995475113
2021-01-07,94.66811751904244,89.53846153846152
2021-01-08,96.45860124641409,92.05429864253392
2021-01-09,98.26886932436443,94.64253393665157
2021-01-10,97.41814224948067,96.86877828054298
2021-01-11,98.55574240775546,97.7918552036199
2021-01-12,100.0,100.0
2021-01-13,99.0998120486695,99.49321266968326
2021-01-14,98.87229201701456,98.51583710407239
2021-01-15,98.21940844791769,97.26696832579185
2021-01-16,98.18973192204966,97.30316742081448
2021-01-17,98.15016322089227,96.66968325791855
2021-01-18,96.98288653674943,96.32579185520362
2021-01-19,96.16183598773371,94.31674208144796
2021-01-20,96.17172816302305,94.62443438914026
2021-01-21,94.77693144722525,92.16289592760181
2021-01-22,94.95499060243347,90.47963800904976
2021-01-23,91.7004649322386,87.47511312217195
2021-01-24,90.42437431991294,84.12669683257919
2021-01-25,87.46661390839846,78.93212669683257
2021-01-26,83.51963596794936,75.67420814479638
2021-01-27,79.88920763675932,72.1628959276018
2021-01-28,77.75249777426056,70.75113122171945
2021-01-29,74.65624690869522,68.86877828054297
2021-01-30,72.50964487090711,66.58823529411764
2021-01-31,69.70026708873282,64.01809954751131
2021-02-01,68.42417647640715,63.52941176470588
2021-02-02,65.5158769413394,61.44796380090497
2021-02-03,62.45919477693145,59.131221719457
2021-02-04,59.204669106736574,56.16289592760181
2021-02-05,56.8305470372935,53.82805429864253
2021-02-06,55.109308536947275,51.83710407239819
2021-02-07,53.61559006825601,50.46153846153846
2021-02-08,51.2117914729449,48.07239819004525
2021-02-09,49.233356415075676,45.158371040723985
2021-02-10,47.36373528538926,42.660633484162894
2021-02-11,45.91947769314472,41.24886877828054
2021-02-12,44.08942526461569,38.91402714932127
2021-02-13,42.76387377584331,36.92307692307693
2021-02-14,41.62627361756851,35.38461538461538
2021-02-15,39.726975962014045,34.2262443438914
2021-02-16,39.15322979523197,33.1945701357466
2021-02-17,38.33217924621624,32.01809954751131
2021-02-18,36.98684340686517,30.371040723981903
2021-02-19,36.205361559006825,30.009049773755653
2021-02-20,35.05786922544267,28.380090497737555
2021-02-21,33.702641210802256,26.986425339366516
2021-02-22,32.931051538233255,24.90497737556561
2021-02-23,32.09021663863884,23.27601809954751
2021-02-24,30.942724305074687,21.73755656108597
2021-02-25,30.230487684241762,20.542986425339365
2021-02-26,28.875259669601345,19.547511312217193
2021-02-27,27.599169057275695,18.58823529411765
2021-02-28,26.253833217924623,17.23076923076923
2021-03-01,25.037095657335044,16.687782805429865
2021-03-02,23.365318033435553,16.108597285067873
2021-03-03,22.158472648135323,15.384615384615383
2021-03-04,20.912058561677714,14.78733031674208
2021-03-05,20.100900187951332,13.900452488687781
2021-03-06,19.61618359877337,13.918552036199095
2021-03-07,18.79513304975764,13.411764705882353
2021-03-08,18.073004253635375,12.542986425339366
2021-03-09,17.13324760114749,12.16289592760181
2021-03-10,16.678207537837572,11.90950226244344
2021-03-11,16.134137896923534,11.294117647058822
2021-03-12,15.768127411217728,11.058823529411764
2021-03-13,15.382332574933228,10.099547511312215
2021-03-14,14.887723810465921,9.755656108597284
2021-03-15,14.35354634484123,9.755656108597284
2021-03-16,13.977643683846077,9.357466063348415
2021-03-17,13.235730537145118,8.39819004524887
2021-03-18,12.721337422099122,8.036199095022624
2021-03-19,12.18715995647443,7.529411764705881
2021-03-20,11.652982490849737,7.402714932126697
2021-03-21,11.306756355722623,7.131221719457013
2021-03-22,10.693441487783163,6.769230769230769
2021-03-23,10.495597981996243,6.642533936651583
2021-03-24,10.248293599762588,6.660633484162895
2021-03-25,9.96142051637155,6.552036199095022
2021-03-26,9.714116134137898,6.262443438914027
2021-03-27,9.367889999010783,5.918552036199095
2021-03-28,9.011771688594322,5.701357466063349
2021-03-29,8.665545553467208,5.357466063348416
2021-03-30,8.339103768918786,4.705882352941177
2021-03-31,8.151152438421208,4.579185520361992
2021-04-01,7.646651498664557,4.108597285067874
2021-04-02,7.310317538826788,4.108597285067874
2021-04-03,7.171827084775942,3.963800904977375
2021-04-04,6.954199228410328,3.746606334841629
2021-04-05,6.865169650806211,3.7285067873303164
2021-04-06,6.766247897912751,3.6380090497737556
2021-04-07,6.538727866257791,3.5656108597285066
2021-04-08,6.627757443861905,3.5113122171945697
2021-04-09,6.588188742704521,3.239819004524887
2021-04-10,6.4398061133643285,3.167420814479638
2021-04-11,6.578296567415174,3.239819004524887
2021-04-12,6.479374814521713,3.0769230769230766
2021-04-13,6.2023939064200215,3.0588235294117645
2021-04-14,6.093579978237215,2.950226244343891
2021-04-15,5.7473538431101,2.8778280542986425
2021-04-16,5.559402512612524,2.8778280542986425
2021-04-17,5.480265110297754,2.8778280542986425
2021-04-18,5.054901572855871,2.678733031674208
2021-04-19,4.807597190622218,2.6425339366515836
2021-04-20,4.481155406073795,2.443438914027149
2021-04-21,4.243743199129488,2.2986425339366514
2021-04-22,4.045899693342566,2.2986425339366514
2021-04-23,4.045899693342566,2.244343891402715
2021-04-24,3.867840538134336,2.0995475113122173
2021-04-25,3.808487486398259,2.1538461538461537
2021-04-26,3.660104857058067,2.1176470588235294
2021-04-27,3.85794836284499,2.226244343891403
2021-04-28,3.7293500840834897,2.0452488687782804
2021-04-29,3.788703135819567,1.9185520361990949
2021-04-30,3.590859630032644,1.8823529411764703
2021-05-01,3.491937877139183,1.7737556561085972
2021-05-02,3.5216144030072214,1.6651583710407238
2021-05-03,3.6106439806113366,1.5565610859728507
2021-05-04,3.402908299535068,1.3574660633484161
2021-05-05,3.5315065782965678,1.4298642533936652
2021-05-06,3.6106439806113366,1.4298642533936652
2021-05-07,3.5611831041646056,1.4298642533936652
2021-05-08,3.590859630032644,1.502262443438914
2021-05-09,3.4622613512711444,1.4117647058823528
2021-05-10,3.3534474230883378,1.3755656108597285
2021-05-11,3.3930161242457215,1.3936651583710407
2021-05-12,3.2940943713522604,1.4117647058823528
2021-05-13,3.2050647937481456,1.4660633484162895
2021-05-14,3.2347413196161834,1.3755656108597285
2021-05-15,3.2545256701948757,1.1945701357466063
2021-05-16,3.2347413196161834,1.1221719457013575
2021-05-17,3.274310020773568,1.2126696832579185
2021-05-18,3.402908299535068,1.1945701357466063
2021-05-19,3.501830052428529,1.0678733031674208
2021-05-20,3.689781382926106,1.0678733031674208
2021-05-21,3.8381640122662977,1.085972850678733
2021-05-22,3.9271935898704124,1.1583710407239818
2021-05-23,4.045899693342566,1.1583710407239818
2021-05-24,4.184390147393413,1.1221719457013575
